NM0:vgs X,NM0:vgs Y,NM0:vds X,NM0:vds Y,NM0:vth X,NM0:vth Y,NM0:vdsat X,NM0:vdsat Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:self_gain X,NM0:self_gain Y,NM0:gds X,NM0:gds Y,NM0:gm X,NM0:gm Y,NM0:cgs X,NM0:cgs Y,NM0:id X,NM0:id Y,NM0:csb X,NM0:csb Y,NM0:cgd X,NM0:cgd Y,NM0:cdb X,NM0:cdb Y
0.4000000000000003,0.4000000000000003,0.4000000000000003,0.2,0.4000000000000003,0.2753397149937514,0.4000000000000003,0.1397376747819926,0.4000000000000003,11.86279304612151,0.4000000000000003,18.07676140994614,0.4000000000000003,7.600186816420966e-05,0.4000000000000003,0.001373867637514599,0.4000000000000003,-2.991800136751187e-14,0.4000000000000003,0.000115813167453545,0.4000000000000003,-9.425717221386587e-15,0.4000000000000003,-3.199941397416483e-15,0.4000000000000003,-5.433892055612132e-15
0.4080000000000003,0.4080000000000003,0.4080000000000003,0.2,0.4080000000000003,0.2753397149937514,0.4080000000000003,0.1453850484942405,0.4080000000000003,11.30899675668726,0.4080000000000003,16.30444552719446,0.4080000000000003,8.812893028374646e-05,0.4080000000000003,0.001436893343181262,0.4080000000000003,-3.014840684518655e-14,0.4080000000000003,0.0001270575431312327,0.4080000000000003,-9.445123248489159e-15,0.4080000000000003,-3.234777272255104e-15,0.4080000000000003,-5.441636834219912e-15
0.4160000000000003,0.4160000000000003,0.4160000000000003,0.2,0.4160000000000003,0.2753397149937514,0.4160000000000003,0.1510625077083191,0.4160000000000003,10.78050421553067,0.4160000000000003,14.65144799851827,0.4160000000000003,0.0001021225065841516,0.4160000000000003,0.001496242594696037,0.4160000000000003,-3.035733031527724e-14,0.4160000000000003,0.0001387915226212605,0.4160000000000003,-9.462220256978268e-15,0.4160000000000003,-3.2729160528842e-15,0.4160000000000003,-5.449905617858057e-15
0.4240000000000003,0.4240000000000003,0.4240000000000003,0.2,0.4240000000000003,0.2753397149937514,0.4240000000000003,0.1567606160959576,0.4240000000000003,10.27689099106646,0.4240000000000003,13.12525701208173,0.4240000000000003,0.0001182188071983826,0.4240000000000003,0.00155165222814051,0.4240000000000003,-3.054753555187895e-14,0.4240000000000003,0.0001509845953889759,0.4240000000000003,-9.477314517982357e-15,0.4240000000000003,-3.314642288717559e-15,0.4240000000000003,-5.458738465430783e-15
0.4320000000000003,0.4320000000000003,0.4320000000000003,0.2,0.4320000000000003,0.2753397149937514,0.4320000000000003,0.1624711617232278,0.4320000000000003,9.797535637840591,0.4320000000000003,11.72958573290279,0.4320000000000003,0.0001366561323754217,0.4320000000000003,0.001602919820624422,0.4320000000000003,-3.07212765143544e-14,0.4320000000000003,0.0001636043878662406,0.4320000000000003,-9.490654435255386e-15,0.4320000000000003,-3.36026145424205e-15,0.4320000000000003,-5.468176585151155e-15
0.4400000000000003,0.4400000000000003,0.4400000000000003,0.2,0.4400000000000003,0.2753397149937514,0.4400000000000003,0.1681870717143724,0.4400000000000003,9.341693211481854,0.4400000000000003,10.46462351611494,0.4400000000000003,0.0001576648409269229,0.4400000000000003,0.0016499032020284,0.4400000000000003,-3.088038629248145e-14,0.4400000000000003,0.0001766171468789589,0.4400000000000003,-9.5024414129526e-15,0.4400000000000003,-3.410100024381071e-15,0.4400000000000003,-5.478262241815268e-15
0.4480000000000003,0.4480000000000003,0.4480000000000003,0.2,0.4480000000000003,0.2753397149937514,0.4480000000000003,0.1739023170976621,0.4480000000000003,8.908555168845085,0.4480000000000003,9.327453551774049,0.4480000000000003,0.0001814558010855345,0.4480000000000003,0.001692520556325274,0.4480000000000003,-3.102635112328022e-14,0.4480000000000003,0.00018998822191126,0.4480000000000003,-9.512838794147048e-15,0.4480000000000003,-3.464505206819305e-15,0.4480000000000003,-5.489038594117573e-15
0.4560000000000003,0.4560000000000003,0.4560000000000003,0.2,0.4560000000000003,0.2753397149937514,0.4560000000000003,0.1796118132342823,0.4560000000000003,8.497294318042572,0.4560000000000003,8.312590444272974,0.4560000000000003,0.0002082083289884117,0.4560000000000003,0.001730750565967115,0.4560000000000003,-3.116037142787147e-14,0.4560000000000003,0.0002036825489607951,0.4560000000000003,-9.521979163422488e-15,0.4560000000000003,-3.523844246971528e-15,0.4560000000000003,-5.500549452890049e-15
0.4640000000000004,0.4640000000000004,0.4640000000000004,0.2,0.4640000000000004,0.2753397149937514,0.4640000000000004,0.1853113200108864,0.4640000000000004,8.107094543893972,0.4640000000000004,7.412583789902672,0.4640000000000004,0.0002380589365800084,0.4640000000000004,0.001764631814334438,0.4640000000000004,-3.128341187529266e-14,0.4640000000000004,0.0002176651332708707,0.4640000000000004,-9.529970292604841e-15,0.4640000000000004,-3.588503213635832e-15,0.4640000000000004,-5.512838951721992e-15
0.4720000000000004,0.4720000000000004,0.4720000000000004,0.2,0.4720000000000004,0.2753397149937514,0.4720000000000004,0.1909973448887425,0.4720000000000004,7.737166291998354,0.4720000000000004,6.618633496178123,0.4720000000000004,0.0002710923089407095,0.4720000000000004,0.001794260636511248,0.4720000000000004,-3.139624236221208e-14,0.4720000000000004,0.0002319015216680235,0.4720000000000004,-9.536899979258191e-15,0.4720000000000004,-3.658885168161924e-15,0.4720000000000004,-5.525951122255806e-15
0.4800000000000004,0.4800000000000004,0.4800000000000004,0.2,0.4800000000000004,0.2753397149937514,0.4800000000000004,0.1966670509740009,0.4800000000000004,7.386750077503135,0.4800000000000004,5.921168952599959,0.4800000000000004,0.0003073357360046827,0.4800000000000004,0.001819786818055385,0.4800000000000004,-3.149947159847896e-14,0.4800000000000004,0.0002463582494281626,0.4800000000000004,-9.542839992796683e-15,0.4800000000000004,-3.735407618368084e-15,0.4800000000000004,-5.539929367806576e-15
0.4880000000000004,0.4880000000000004,0.4880000000000004,0.2,0.4880000000000004,0.2753397149937514,0.4880000000000004,0.2023181715107195,0.4880000000000004,7.055111314999974,0.4880000000000004,5.310355578297424,0.4880000000000004,0.0003467577467584544,0.4880000000000004,0.001841406934816604,0.4880000000000004,-3.159357476305217e-14,0.4880000000000004,0.000261003243266073,0.4880000000000004,-9.547849308263946e-15,0.4880000000000004,-3.81849916184777e-15,0.4880000000000004,-5.554815831035579e-15
0.4960000000000004,0.4960000000000004,0.4960000000000004,0.2,0.4960000000000004,0.2753397149937514,0.4960000000000004,0.2079489315925434,0.4960000000000004,6.741530275416069,0.4960000000000004,4.776506312180832,0.4960000000000004,0.0003892710427754007,0.4960000000000004,0.001859355592965916,0.4960000000000004,-3.167891647219313e-14,0.4960000000000004,0.000275806162251886,0.4960000000000004,-9.551976775607386e-15,0.4960000000000004,-3.908595233247549e-15,0.4960000000000004,-5.570650654399935e-15
0.5040000000000003,0.5040000000000003,0.5040000000000003,0.2,0.5040000000000003,0.2753397149937514,0.5040000000000003,0.2135579774245991,0.5040000000000003,6.445290829243792,0.5040000000000003,4.310389672515802,0.5040000000000003,0.0004347391711341117,0.5040000000000003,0.001873895233494555,0.5040000000000003,-3.175577009567013e-14,0.5040000000000003,0.0002907386622483625,0.5040000000000003,-9.555263343665196e-15,0.5040000000000003,-4.006132888121076e-15,0.5040000000000003,-5.587471136132395e-15
0.5120000000000003,0.5120000000000003,0.5120000000000003,0.2,0.5120000000000003,0.2753397149937514,0.5120000000000003,0.2191443131241527,0.5120000000000003,6.165670896400291,0.5120000000000003,3.903437928956832,0.5120000000000003,0.000482985880062167,0.5120000000000003,0.001885305403385258,0.5120000000000003,-3.182433427195804e-14,0.5120000000000003,0.0003057745758839188,0.5120000000000003,-9.557743933277061e-15,0.5120000000000003,-4.111544583459356e-15,0.5120000000000003,-5.605310789636873e-15
0.5200000000000004,0.5200000000000004,0.5200000000000004,0.2,0.5200000000000004,0.2753397149937514,0.5200000000000004,0.2247072448062543,0.5200000000000004,5.901936424688007,0.5200000000000004,3.547867390192318,0.5200000000000004,0.0005338058658036745,0.5200000000000004,0.001893872423978233,0.5200000000000004,-3.188474731004351e-14,0.5200000000000004,0.0003208900075672456,0.5200000000000004,-9.559449032699058e-15,0.5200000000000004,-4.225250952963151e-15,0.5200000000000004,-5.624198320379334e-15
0.5280000000000004,0.5280000000000004,0.5280000000000004,0.2,0.5280000000000004,0.2753397149937514,0.5280000000000004,0.2302463315389294,0.5280000000000004,5.653339563498959,0.5280000000000004,3.236727469244952,0.5280000000000004,0.00058697565686657,0.5280000000000004,0.001899880232358127,0.5280000000000004,-3.193710002113972e-14,0.5280000000000004,0.0003360633499933451,0.5280000000000004,-9.560406070463391e-15,0.5280000000000004,-4.347652623878118e-15,0.5280000000000004,-5.644156541446218e-15
0.5360000000000004,0.5360000000000004,0.5360000000000004,0.2,0.5360000000000004,0.2753397149937514,0.5360000000000004,0.2357613426540212,0.5360000000000004,5.419120744728136,0.5360000000000004,2.963896491488903,0.5360000000000004,0.0006422636256085772,0.5360000000000004,0.001903602906552205,0.5360000000000004,-3.198144739529629e-14,0.5360000000000004,0.0003512752337923596,0.5360000000000004,-9.560640605577638e-15,0.5360000000000004,-4.47912118108778e-15,0.5360000000000004,-5.665201256617011e-15
0.5440000000000004,0.5440000000000004,0.5440000000000004,0.2,0.5440000000000004,0.2753397149937514,0.5440000000000004,0.2412522208488186,0.5440000000000004,5.198513770434791,0.5440000000000004,2.724041059032027,0.5440000000000004,0.0006994384638368774,0.5440000000000004,0.001905299093757941,0.5440000000000004,-3.20178194226852e-14,0.5440000000000004,0.0003665084248877031,0.5440000000000004,-9.560177362176815e-15,0.5440000000000004,-4.6199894512041e-15,0.5440000000000004,-5.687340147569683e-15
0.5520000000000004,0.5520000000000004,0.5520000000000004,0.2,0.5520000000000004,0.2753397149937514,0.5520000000000004,0.246719050497824,0.5520000000000004,4.990752752615521,0.5520000000000004,2.512553193047076,0.5520000000000004,0.0007582758104965104,0.5520000000000004,0.001905208308873366,0.5520000000000004,-3.204623125517487e-14,0.5520000000000004,0.0003817476848309106,0.5520000000000004,-9.559041125195708e-15,0.5520000000000004,-4.770541351163785e-15,0.5520000000000004,-5.710571709056707e-15
0.5600000000000004,0.5600000000000004,0.5600000000000004,0.2,0.5600000000000004,0.2753397149937514,0.5600000000000004,0.252162030602871,0.5600000000000004,4.795079781563044,0.5600000000000004,2.325476320856656,0.5600000000000004,0.0008185630086263483,0.5600000000000004,0.001903548893689756,0.5600000000000004,-3.206669280972059e-14,0.5600000000000004,0.0003969796083497737,0.5600000000000004,-9.557257505195489e-15,0.5600000000000004,-4.931001617323124e-15,0.5600000000000004,-5.734884281769042e-15
0.5680000000000004,0.5680000000000004,0.5680000000000004,0.2,0.5680000000000004,0.2753397149937514,0.5680000000000004,0.2575814518353627,0.5680000000000004,4.610752405799911,0.5680000000000004,2.159428080398516,0.5680000000000004,0.0008801021663061205,0.5680000000000004,0.001900517331541001,0.5680000000000004,-3.207921783137881e-14,0.5680000000000004,0.0004121924502281537,0.5680000000000004,-9.55485357411898e-15,0.5680000000000004,-5.101525795836293e-15,0.5680000000000004,-5.760255236283691e-15
0.5760000000000004,0.5760000000000004,0.5760000000000004,0.2,0.5760000000000004,0.2753397149937514,0.5760000000000004,0.2629776771605097,0.5760000000000004,4.437050284249789,0.5760000000000004,2.011525238785647,0.5760000000000004,0.0009427118032021537,0.5760000000000004,0.00189628858504226,0.5760000000000004,-3.208383236182561e-14,0.5760000000000004,0.0004273759510399288,0.5760000000000004,-9.551858369476216e-15,0.5760000000000004,-5.282190925826698e-15,0.5760000000000004,-5.786650362122762e-15
0.5840000000000004,0.5840000000000004,0.5840000000000004,0.2,0.5840000000000004,0.2753397149937514,0.5840000000000004,0.2683511255753687,0.5840000000000004,4.273280644274791,0.5840000000000004,1.879313907654091,0.5840000000000004,0.001006227398721571,0.5840000000000004,0.001891017144680047,0.5840000000000004,-3.208058250141887e-14,0.5840000000000004,0.0004425211686516582,0.5840000000000004,-9.548303262292055e-15,0.5840000000000004,-5.472987375915048e-15,0.5840000000000004,-5.81402351283299e-15
0.5920000000000004,0.5920000000000004,0.5920000000000004,0.2,0.5920000000000004,0.2753397149937514,0.5920000000000004,0.2737022585369732,0.5920000000000004,4.118782404791808,0.5920000000000004,1.760706687574686,0.5920000000000004,0.001070501143504757,0.5920000000000004,0.001884838522425174,0.5920000000000004,-3.206954131180285e-14,0.5920000000000004,0.0004576203200813074,0.5920000000000004,-9.544222184048794e-15,0.5920000000000004,-5.673812295203267e-15,0.5920000000000004,-5.842316550689302e-15
0.6000000000000004,0.6000000000000004,0.6000000000000004,0.2,0.6000000000000004,0.2753397149937514,0.6000000000000004,0.2790315687014303,0.6000000000000004,3.972928986486287,0.6000000000000004,1.653927312474243,0.6000000000000004,0.001135401154881547,0.6000000000000004,0.001877870980673389,0.6000000000000004,-3.205081468434358e-14,0.6000000000000004,0.0004726666363938917,0.6000000000000004,-9.539651709701493e-15,0.6000000000000004,-5.884465106863039e-15,0.6000000000000004,-5.871459623092609e-15
0.6080000000000004,0.6080000000000004,0.6080000000000004,0.2,0.6080000000000004,0.2753397149937514,0.6080000000000004,0.2843395706379773,0.6080000000000004,3.835129933437268,0.6080000000000004,1.55746268979829,0.6080000000000004,0.001200810365487802,0.6080000000000004,0.0018702173417703,0.6080000000000004,-3.202454599902415e-14,0.6080000000000004,0.000487654231859349,0.6080000000000004,-9.53463099737284e-15,0.6080000000000004,-6.104645404034162e-15,0.6080000000000004,-5.901371787409373e-15
0.6160000000000004,0.6160000000000004,0.6160000000000004,0.2,0.6160000000000004,0.2753397149937514,0.6160000000000004,0.2896267932226686,0.6160000000000004,3.704831523340715,0.6160000000000004,1.470021840606351,0.6160000000000004,0.001266625243111718,0.6160000000000004,0.001861966771237554,0.6160000000000004,-3.199091941911697e-14,0.6160000000000004,0.0005025779875570166,0.6160000000000004,-9.529201590144387e-15,0.6160000000000004,-6.333953505569138e-15,0.6160000000000004,-5.931961982831777e-15
0.6240000000000004,0.6240000000000004,0.6240000000000004,0.2,0.6240000000000004,0.2753397149937514,0.6240000000000004,0.2948937734538193,0.6240000000000004,3.581516560612226,0.6240000000000004,1.390501048195651,0.6240000000000004,0.001332754454743819,0.6240000000000004,0.001853196466308704,0.6240000000000004,-3.195016170745218e-14,0.6240000000000004,0.0005174334489165979,0.6240000000000004,-9.523407090916609e-15,0.6240000000000004,-6.571893799142564e-15,0.6240000000000004,-5.963130328215529e-15
0.6320000000000005,0.6320000000000005,0.6320000000000005,0.2,0.6320000000000005,0.2753397149937514,0.6320000000000005,0.3001410514654998,0.6320000000000005,3.464703540577489,0.6320000000000005,1.317954455742645,0.6320000000000005,0.001399117551022555,0.6320000000000005,0.001843973210477914,0.6320000000000005,-3.190254250688327e-14,0.6320000000000005,0.0005322167362611723,0.6320000000000005,-9.517292726987798e-15,0.6320000000000005,-6.817880851066519e-15,0.6320000000000005,-5.994769705482024e-15
0.6400000000000005,0.6400000000000005,0.6400000000000005,0.2,0.6400000000000005,0.2753397149937514,0.6400000000000005,0.3053691665460887,0.6400000000000005,3.353945353765443,0.6400000000000005,1.251569362907502,0.6400000000000005,0.001465643718969071,0.6400000000000005,0.001834354775599502,0.6400000000000005,-3.18483730952809e-14,0.6400000000000005,0.0005469244671922963,0.6400000000000005,-9.510904826153754e-15,0.6400000000000005,-7.071248108356288e-15,0.6400000000000005,-6.026767570863437e-15
0.6480000000000005,0.6480000000000005,0.6480000000000005,0.2,0.6480000000000005,0.2753397149937514,0.6480000000000005,0.310578653996061,0.6480000000000005,3.248827674198202,0.6480000000000005,1.190645523910292,0.6480000000000005,0.001532270630164194,0.6480000000000005,0.001824391167224201,0.6480000000000005,-3.178800369744731e-14,0.6480000000000005,0.0005615536895705531,0.6480000000000005,-9.504290230164409e-15,0.6480000000000005,-7.331258873047274e-15,0.6480000000000005,-6.059007922696933e-15
0.6560000000000005,0.6560000000000005,0.6560000000000005,0.2,0.6560000000000005,0.2753397149937514,0.6560000000000005,0.3157700426833893,0.6560000000000005,3.148967149212811,0.6560000000000005,1.134577822658424,0.6560000000000005,0.001598943396984367,0.6560000000000005,0.001814125717904587,0.6560000000000005,-3.17218195056187e-14,0.6560000000000005,0.0005761018238500151,0.6560000000000005,-9.497495673828497e-15,0.6560000000000005,-7.597119104849231e-15,0.6560000000000005,-6.091373345939627e-15
0.6640000000000005,0.6640000000000005,0.6640000000000005,0.2,0.6640000000000005,0.2753397149937514,0.6640000000000005,0.3209438531759167,0.6640000000000005,3.054009483512909,0.6640000000000005,1.082841780025393,0.6640000000000005,0.001665613639784859,0.6640000000000005,0.00180359603853921,0.6640000000000005,-3.165023561999519e-14,0.6640000000000005,0.0005905666135866999,0.6640000000000005,-9.490567158663188e-15,0.6640000000000005,-7.867991517001799e-15,0.6640000000000005,-6.123747050826979e-15
0.6720000000000005,0.6720000000000005,0.6720000000000005,0.2,0.6720000000000005,0.2753397149937514,0.6720000000000005,0.3261005963484541,0.6720000000000005,2.963627488230178,0.6720000000000005,1.034981426151166,0.6720000000000005,0.001732238661755072,0.6720000000000005,0.001792834840577452,0.6720000000000005,-3.157369116555161e-14,0.6720000000000005,0.0006049460830344618,0.6720000000000005,-9.48354934869259e-15,0.6720000000000005,-8.143010378962921e-15,0.6720000000000005,-6.156014826230817e-15
0.6800000000000005,0.6800000000000005,0.6800000000000005,0.2,0.6800000000000005,0.2753397149937514,0.6800000000000005,0.3312407723782385,0.6800000000000005,2.877519147291824,0.6800000000000005,0.9905991423049432,0.6800000000000005,0.001798780724550452,0.6800000000000005,0.001781870642934342,0.6800000000000005,-3.149264286768491e-14,0.6800000000000005,0.0006192385008495894,0.6800000000000005,-9.476485012976299e-15,0.6800000000000005,-8.421296431008198e-15,0.6800000000000005,-6.188066836744564e-15
0.6880000000000005,0.6880000000000005,0.6880000000000005,0.2,0.6880000000000005,0.2753397149937514,0.6880000000000005,0.3363648700560628,0.6880000000000005,2.795405738325585,0.6880000000000005,0.9493471404909321,0.6880000000000005,0.001865206415936779,0.6880000000000005,0.001770728377394922,0.6880000000000005,-3.140755837573422e-14,0.6880000000000005,0.0006334423490366679,0.6880000000000005,-9.469414535045986e-15,0.6880000000000005,-8.70197134793845e-15,0.6880000000000005,-6.21979920525232e-15
0.6960000000000005,0.6960000000000005,0.6960000000000005,0.2,0.6960000000000005,0.2753397149937514,0.6960000000000005,0.3414733663521648,0.6960000000000005,2.717030033390742,0.6960000000000005,0.9109203041052526,0.6960000000000005,0.0019314860999753,0.6960000000000005,0.001759429905564569,0.6960000000000005,-3.131890961097497e-14,0.6960000000000005,0.0006475562963761105,0.6960000000000005,-9.462375504115195e-15,0.6960000000000005,-8.98417125580699e-15,0.6960000000000005,-6.251115338289314e-15
0.7040000000000005,0.7040000000000005,0.7040000000000005,0.2,0.7040000000000005,0.2753397149937514,0.7040000000000005,0.3465667261859763,0.7040000000000005,2.642154595580045,0.7040000000000005,0.8750501598957277,0.7040000000000005,0.001997593440306542,0.7040000000000005,0.001747994459346897,0.7040000000000005,-3.122716638711428e-14,0.7040000000000005,0.0006615791756741375,0.7040000000000005,-9.45540239722425e-15,0.7040000000000005,-9.267058897897082e-15,0.7040000000000005,-6.2819269682974e-15
0.7120000000000005,0.7120000000000005,0.7120000000000005,0.2,0.7120000000000005,0.2753397149937514,0.7120000000000005,0.3516454023574053,0.7120000000000005,2.570560180541433,0.7120000000000005,0.8414997909727787,0.7120000000000005,0.002063504987560528,0.7120000000000005,0.001736439015703471,0.7120000000000005,-3.113279051068003e-14,0.7120000000000005,0.0006755099642671255,0.7120000000000005,-9.448526355886195e-15,0.7120000000000005,-9.549834153653239e-15,0.7120000000000005,-6.31215490341144e-15
0.7200000000000005,0.7200000000000005,0.7200000000000005,0.2,0.7200000000000005,0.2753397149937514,0.7200000000000005,0.3567098356045801,0.7200000000000005,2.502044246792926,0.7200000000000005,0.8100595335693597,0.7200000000000005,0.002129199822629339,0.7200000000000005,0.001724778615195086,0.7200000000000005,-3.103623052070831e-14,0.7200000000000005,0.0006893477672932554,0.7200000000000005,-9.441775055731509e-15,0.7200000000000005,-9.83174272641719e-15,0.7200000000000005,-6.341729490409025e-15
0.7280000000000005,0.7280000000000005,0.7280000000000005,0.2,0.7280000000000005,0.2753397149937514,0.7280000000000005,0.3617604547591036,0.7280000000000005,2.436419574969539,0.7280000000000005,0.7805433275729992,0.7280000000000005,0.002194659248352889,0.7280000000000005,0.001713026632598221,0.7280000000000005,-3.093791717648654e-14,0.7280000000000005,0.0007030918033155995,0.7280000000000005,-9.435172663413881e-15,0.7280000000000005,-1.011208292335466e-14,0.7280000000000005,-6.370590808990832e-15
0.7360000000000005,0.7360000000000005,0.7360000000000005,0.2,0.7360000000000005,0.2753397149937514,0.7360000000000005,0.3667976769750788,0.7360000000000005,2.373512993526708,0.7360000000000005,0.7527856134224599,0.7360000000000005,0.002259866523005629,0.7360000000000005,0.001701195006773674,0.7360000000000005,-3.08382597529518e-14,0.7360000000000005,0.0007167413919426077,0.7360000000000005,-9.428739871813846e-15,0.7360000000000005,-1.039021054661037e-14,0.7360000000000005,-6.39868862509476e-15
0.7440000000000005,0.7440000000000005,0.7440000000000005,0.2,0.7440000000000005,0.2753397149937514,0.7440000000000005,0.3718219080125036,0.7440000000000005,2.313164206666437,0.7440000000000005,0.7266386865545368,0.7440000000000005,0.002324806629780394,0.7440000000000005,0.001689294435956905,0.7440000000000005,-3.073764315893464e-14,0.7440000000000005,0.0007302959431453002,0.7440000000000005,-9.422494002414743e-15,0.7440000000000005,-1.066554199364583e-14,0.7440000000000005,-6.425982137317292e-15
0.7520000000000006,0.7520000000000006,0.7520000000000006,0.2,0.7520000000000006,0.2753397149937514,0.7520000000000006,0.3768335425592648,0.7520000000000006,2.255224719137854,0.7520000000000006,0.7019704358808151,0.7520000000000006,0.002389466077217359,0.7520000000000006,0.001677334543746691,0.7520000000000006,-3.063642585598292e-14,0.7520000000000006,0.0007437549480161844,0.7520000000000006,-9.416449162576194e-15,0.7520000000000006,-1.09375557244769e-14,0.7520000000000006,-6.452439553866145e-15
0.7600000000000006,0.7600000000000006,0.7600000000000006,0.2,0.7600000000000006,0.2753397149937514,0.7600000000000006,0.3818329645790582,0.7600000000000006,2.199556851925843,0.7600000000000006,0.6786624053471964,0.7600000000000006,0.002453832726207376,0.7600000000000006,0.001665324020287566,0.7600000000000006,-3.053493852615805e-14,0.7600000000000006,0.0007571179707539553,0.7600000000000006,-9.410616445169242e-15,0.7600000000000006,-1.12057922938482e-14,0.7600000000000006,-6.478037538170448e-15
0.7680000000000006,0.7680000000000006,0.7680000000000006,0.2,0.7680000000000006,0.2753397149937514,0.7680000000000006,0.3868205476750307,0.7680000000000006,2.1460328425497,0.7680000000000006,0.6566081279653441,0.7680000000000006,0.002517895639805433,0.7680000000000006,0.001653270742464748,0.7680000000000006,-3.043348341620606e-14,0.7680000000000006,0.0007703846416912111,0.7680000000000006,-9.405004158494001e-15,0.7680000000000006,-1.146985316863789e-14,0.7680000000000006,-6.502760559836325e-15
0.7760000000000006,0.7760000000000006,0.7760000000000006,0.2,0.7760000000000006,0.2753397149937514,0.7760000000000006,0.3917966554611306,0.7760000000000006,2.094534023648534,0.7760000000000006,0.6357116902077093,0.7760000000000006,0.00258164495262309,0.7760000000000006,0.001641181876348226,0.7760000000000006,-3.03323342723946e-14,0.7760000000000006,0.000783554651210613,0.7760000000000006,-9.399618075387507e-15,0.7760000000000006,-1.172939855747405e-14,0.7760000000000006,-6.526600184617681e-15
0.7840000000000006,0.7840000000000006,0.7840000000000006,0.2,0.7840000000000006,0.2753397149937514,0.7840000000000006,0.3967616419347962,0.7840000000000006,2.044950073655565,0.7840000000000006,0.6158864916588357,0.7840000000000006,0.002645071757032659,0.7840000000000006,0.001629063964624717,0.7840000000000006,-3.023173677410921e-14,0.7840000000000006,0.0007966277444187399,0.7840000000000006,-9.39446169176371e-15,0.7840000000000006,-1.198414447375603e-14,0.7840000000000006,-6.549554333020562e-15
0.7920000000000006,0.7920000000000006,0.7920000000000006,0.2,0.7920000000000006,0.2753397149937514,0.7920000000000006,0.4017158518461546,0.7920000000000006,1.997178333602969,0.7920000000000006,0.5970541705880443,0.7920000000000006,0.002708168003817007,0.7920000000000006,0.001616923001332043,0.7920000000000006,-3.01319093737797e-14,0.7920000000000006,0.0008096037164670757,0.7920000000000006,-9.389536486345875e-15,0.7920000000000006,-1.223385923826129e-14,0.7920000000000006,-6.571626532562621e-15
0.8,0.8,0.8,0.2,0.8,0.2753397149937514,0.8,0.4066596210599719,0.8,1.951123184410432,0.8,0.5791436708756185,0.8,0.002770926415243657,0.8,0.00160476449585043,0.8,-3.003304445453786e-14,0.8,0.0008224824084265957,0.8,-9.384842174920537e-15,0.8,-1.247835960636042e-14,0.8,-6.592825183967364e-15
