NM0:vgs X,NM0:vgs Y,NM0:vds X,NM0:vds Y,NM0:vth X,NM0:vth Y,NM0:vdsat X,NM0:vdsat Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:self_gain X,NM0:self_gain Y,NM0:gds X,NM0:gds Y,NM0:gm X,NM0:gm Y,NM0:cgs X,NM0:cgs Y,NM0:id X,NM0:id Y,NM0:cgd X,NM0:cgd Y,NM0:cdb X,NM0:cdb Y,NM0:csb X,NM0:csb Y
0.2160000000000001,0.2160000000000001,0.2160000000000001,0.2,0.2160000000000001,0.2567686427463655,0.2160000000000001,0.05420902585786164,0.2160000000000001,25.28010940411728,0.2160000000000001,68.74821311073332,0.2160000000000001,1.238533759647517e-06,0.2160000000000001,8.514698285308526e-05,0.2160000000000001,-1.428470167611024e-14,0.2160000000000001,3.368141391223729e-06,0.2160000000000001,-2.917841193048713e-15,0.2160000000000001,-5.345682064068782e-15,0.2160000000000001,-7.795029162690351e-15
0.2240000000000001,0.2240000000000001,0.2240000000000001,0.2,0.2240000000000001,0.2567686427463655,0.2240000000000001,0.05619350378578786,0.2240000000000001,24.80819530723168,0.2240000000000001,67.53104850003437,0.2240000000000001,1.511823781133213e-06,0.2240000000000001,0.0001020950450872123,0.2240000000000001,-1.658396530827308e-14,0.2240000000000001,4.115375738876635e-06,0.2240000000000001,-2.922569806786395e-15,0.2240000000000001,-5.349890641688504e-15,0.2240000000000001,-8.09007808992161e-15
0.2320000000000002,0.2320000000000002,0.2320000000000002,0.2,0.2320000000000002,0.2567686427463655,0.2320000000000002,0.05843084933094517,0.2320000000000002,24.30783590082326,0.2320000000000002,66.21112512986788,0.2320000000000002,1.838891208862484e-06,0.2320000000000002,0.0001217550559302079,0.2320000000000002,-1.904945420076297e-14,0.2320000000000002,5.008880939971124e-06,0.2320000000000002,-2.928338499728665e-15,0.2320000000000002,-5.354593296228439e-15,0.2320000000000002,-8.400718114805445e-15
0.2400000000000002,0.2400000000000002,0.2400000000000002,0.2,0.2400000000000002,0.2567686427463655,0.2400000000000002,0.0609312898377882,0.2400000000000002,23.77555529321253,0.2400000000000002,64.76821524963533,0.2400000000000002,2.228678779338131e-06,0.2400000000000002,0.0001443475469024666,0.2400000000000002,-2.160214303688913e-14,0.2400000000000002,6.071258699431048e-06,0.2400000000000002,-2.935289719981364e-15,0.2400000000000002,-5.359736929903441e-15,0.2400000000000002,-8.716701682063703e-15
0.2480000000000002,0.2480000000000002,0.2480000000000002,0.2,0.2480000000000002,0.2567686427463655,0.2480000000000002,0.06370177380125593,0.2480000000000002,23.20927114043228,0.2480000000000002,63.18467347957363,0.2480000000000002,2.691276712424126e-06,0.2480000000000002,0.0001700474403176988,0.2480000000000002,-2.415632200317534e-14,0.2480000000000002,7.326703165037882e-06,0.2480000000000002,-2.94356321390895e-15,0.2480000000000002,-5.365257196608639e-15,0.2480000000000002,-9.027503338728909e-15
0.2560000000000002,0.2560000000000002,0.2560000000000002,0.2,0.2560000000000002,0.2567686427463655,0.2560000000000002,0.06674570937676919,0.2560000000000002,22.60858101791069,0.2560000000000002,61.44675033738671,0.2560000000000002,3.238063143496677e-06,0.2560000000000002,0.0001989684575551339,0.2560000000000002,-2.663190229339089e-14,0.2560000000000002,8.800572552629709e-06,0.2560000000000002,-2.953294703132275e-15,0.2560000000000002,-5.371090590639146e-15,0.2560000000000002,-9.323768416481239e-15
0.2640000000000002,0.2640000000000002,0.2640000000000002,0.2,0.2640000000000002,0.2567686427463655,0.2640000000000002,0.07006285807962098,0.2640000000000002,21.97485152014898,0.2640000000000002,59.54554132539473,0.2640000000000002,3.881903710899594e-06,0.2640000000000002,0.0002311500578385749,0.2640000000000002,-2.896419592845118e-14,0.2640000000000002,1.051884503663139e-05,0.2640000000000002,-2.964616672690068e-15,0.2640000000000002,-5.377184964414195e-15,0.2640000000000002,-9.598363027461462e-15
0.2720000000000002,0.2720000000000002,0.2720000000000002,0.2,0.2720000000000002,0.2567686427463655,0.2720000000000002,0.07364938761097761,0.2720000000000002,21.31111554659156,0.2720000000000002,57.47754176700768,0.2720000000000002,4.637436867920343e-06,0.2720000000000002,0.0002665484712677528,0.2720000000000002,-3.110903609316562e-14,0.2720000000000002,1.250748562128147e-05,0.2720000000000002,-2.977660947845523e-15,0.2720000000000002,-5.383506207227117e-15,0.2720000000000002,-9.846823387783414e-15
0.2800000000000002,0.2800000000000002,0.2800000000000002,0.2,0.2800000000000002,0.2567686427463655,0.2800000000000002,0.07749807507817802,0.2800000000000002,20.6218132178829,0.2800000000000002,55.24484182754791,0.2800000000000002,5.52147376581261e-06,0.2800000000000002,0.000305032944847273,0.2800000000000002,-3.304313096003786e-14,0.2800000000000002,1.47917615986993e-05,0.2800000000000002,-2.992562420821611e-15,0.2800000000000002,-5.39004058775219e-15,0.2800000000000002,-1.006724347882892e-14
0.2880000000000002,0.2880000000000002,0.2880000000000002,0.2,0.2880000000000002,0.2567686427463655,0.2880000000000002,0.08159864073976059,0.2880000000000002,19.91242972403846,0.2880000000000002,52.85503536824863,0.2880000000000002,6.553541739907853e-06,0.2880000000000002,0.0003463876804501233,0.2880000000000002,-3.476100209106028e-14,0.2880000000000002,1.739555068140988e-05,0.2880000000000002,-3.009463251017574e-15,0.2880000000000002,-5.396793656819755e-15,0.2880000000000002,-1.025979418823083e-14
0.2960000000000002,0.2960000000000002,0.2960000000000002,0.2,0.2960000000000002,0.2567686427463655,0.2960000000000002,0.08593818397546914,0.2960000000000002,19.18908795985429,0.2960000000000002,50.32092704329012,0.2960000000000002,7.756598546810424e-06,0.2960000000000002,0.0003903192295781375,0.2960000000000002,-3.627031055709478e-14,0.2960000000000002,2.034068687365284e-05,0.2960000000000002,-3.028517018014925e-15,0.2960000000000002,-5.403787175718037e-15,0.2960000000000002,-1.042609806076221e-14
0.3040000000000002,0.3040000000000002,0.3040000000000002,0.2,0.3040000000000002,0.2567686427463655,0.3040000000000002,0.09050168817145215,0.3040000000000002,18.45814751524879,0.3040000000000002,47.66010928112543,0.3040000000000002,9.157940696600276e-06,0.3040000000000002,0.0004364684543900351,0.3040000000000002,-3.758705804597154e-14,0.3040000000000002,2.364638455909701e-05,0.3040000000000002,-3.049892528701399e-15,0.3040000000000002,-5.411055411532948e-15,0.3040000000000002,-1.056863040340371e-14
0.3120000000000002,0.3120000000000002,0.3120000000000002,0.2,0.3120000000000002,0.2567686427463655,0.3120000000000002,0.09527255980774151,0.3120000000000002,17.72584875052719,0.3120000000000002,44.89445397595752,0.3120000000000002,1.079032346879804e-05,0.3120000000000002,0.0004844256803556481,0.3120000000000002,-3.873153827840953e-14,0.3120000000000002,2.732877207615561e-05,0.3120000000000002,-3.073777174068103e-15,0.3120000000000002,-5.418641694161695e-15,0.3120000000000002,-1.06902381414505e-14
0.3200000000000002,0.3200000000000002,0.3200000000000002,0.2,0.3200000000000002,0.2567686427463655,0.3200000000000002,0.1002331689325519,0.3200000000000002,16.99802566226454,0.3200000000000002,42.04953320315943,0.3200000000000002,1.269330193224518e-05,0.3200000000000002,0.0005337474210576715,0.3200000000000002,-3.972535936399882e-14,0.3200000000000002,3.140055390352434e-05,0.3200000000000002,-3.100379858407461e-15,0.3200000000000002,-5.426595666804753e-15,0.3200000000000002,-1.079380192430013e-14
0.3280000000000002,0.3280000000000002,0.3280000000000002,0.2,0.3280000000000002,0.2567686427463655,0.3280000000000002,0.1053653627182516,0.3280000000000002,16.27989735195462,0.3280000000000002,39.15395787266829,0.3280000000000002,1.491479011705525e-05,0.3280000000000002,0.0005839730639228705,0.3280000000000002,-4.058950122246533e-14,0.3280000000000002,3.58708074935346e-05,0.3280000000000002,-3.129933584770397e-15,0.3280000000000002,-5.434971328523994e-15,0.3280000000000002,-1.088202769107982e-14
0.3360000000000002,0.3360000000000002,0.3360000000000002,0.2,0.3360000000000002,0.2567686427463655,0.3360000000000002,0.1106509300084835,0.3360000000000002,15.57593703938426,0.3360000000000002,36.2386091622379,0.3360000000000002,1.751281704765749e-05,0.3360000000000002,0.000634640132319837,0.3360000000000002,-4.134320713201421e-14,0.3360000000000002,4.074490868309052e-05,0.3360000000000002,-3.162697794135223e-15,0.3360000000000002,-5.443825783733627e-15,0.3360000000000002,-1.095733787556266e-14
0.3440000000000003,0.3440000000000003,0.3440000000000003,0.2,0.3440000000000003,0.2567686427463655,0.3440000000000003,0.1160720017294781,0.3440000000000003,14.88981033647117,0.3440000000000003,33.33573817860649,0.3440000000000003,2.055743040944298e-05,0.3440000000000003,0.0006852971177541143,0.3440000000000003,-4.200347149667079e-14,0.3440000000000003,4.602456997580652e-05,0.3440000000000003,-3.19896054189408e-15,0.3440000000000003,-5.453218541796228e-15,0.3440000000000003,-1.102183092617591e-14
0.3520000000000003,0.3520000000000003,0.3520000000000003,0.2,0.3520000000000003,0.2567686427463655,0.3520000000000003,0.1216113788954656,0.3520000000000003,14.22437065904282,0.3520000000000003,30.4779249718037,0.3520000000000003,2.413265758962427e-05,0.3520000000000003,0.0007355133273867976,0.3520000000000003,-4.258491387629377e-14,0.3520000000000003,5.170796972464685e-05,0.3520000000000003,-3.239040568869855e-15,0.3520000000000003,-5.463211203346303e-15,0.3520000000000003,-1.107728305059044e-14
0.3600000000000003,0.3600000000000003,0.3600000000000003,0.2,0.3600000000000003,0.2567686427463655,0.3600000000000003,0.1272527860338138,0.3600000000000003,13.58169848582453,0.3600000000000003,27.6969160701047,0.3600000000000003,2.833837681969389e-05,0.3600000000000003,0.0007848856443380622,0.3600000000000003,-4.309987934457687e-14,0.3600000000000003,5.778994763874808e-05,0.3600000000000003,-3.283289293898132e-15,0.3600000000000003,-5.473867392726234e-15,0.3600000000000003,-1.112517311934697e-14
0.3680000000000003,0.3680000000000003,0.3680000000000003,0.2,0.3680000000000003,0.2567686427463655,0.3680000000000003,0.1329810527791243,0.3680000000000003,12.96317181496625,0.3680000000000003,25.02239432200397,0.3680000000000003,3.329187785532876e-05,0.3680000000000003,0.0008330424954160282,0.3680000000000003,-4.355865471660618e-14,0.3680000000000003,6.426224286074245e-05,0.3680000000000003,-3.332092725142357e-15,0.3680000000000003,-5.485252826573449e-15,0.3680000000000003,-1.116671805206998e-14
0.3760000000000003,0.3760000000000003,0.3760000000000003,0.2,0.3760000000000003,0.2567686427463655,0.3760000000000003,0.1387822299637719,0.3760000000000003,12.36955681145522,0.3760000000000003,22.48076778123899,0.3760000000000003,3.912880712449924e-05,0.3760000000000003,0.0008796456265227574,0.3760000000000003,-4.396973018010741e-14,0.3760000000000003,7.111375451308546e-05,0.3760000000000003,-3.385873259029969e-15,0.3760000000000003,-5.497435436767615e-15,0.3760000000000003,-1.120291093249632e-14
0.3840000000000003,0.3840000000000003,0.3840000000000003,0.2,0.3840000000000003,0.2567686427463655,0.3840000000000003,0.144643648786551,0.3840000000000003,11.80110962566789,0.3840000000000003,20.09408651410334,0.3840000000000003,4.600311033795782e-05,0.3840000000000003,0.000924390479048766,0.3840000000000003,-4.434006477416903e-14,0.3840000000000003,7.83308102689587e-05,0.3840000000000003,-3.44509130888878e-15,0.3840000000000003,-5.510485487935724e-15,0.3840000000000003,-1.12345575278981e-14
0.3920000000000003,0.3920000000000003,0.3920000000000003,0.2,0.3920000000000003,0.2567686427463655,0.3920000000000003,0.1505539327284055,0.3920000000000003,11.25768221932854,0.3920000000000003,17.87919990785793,0.3920000000000003,5.408553145919233e-05,0.3920000000000003,0.0009670060290816386,0.3920000000000003,-4.467533350740885e-14,0.3920000000000003,8.589743521307202e-05,0.3920000000000003,-3.510246679440982e-15,0.3920000000000003,-5.52447564520016e-15,0.3920000000000003,-1.126230910518543e-14
0.4000000000000003,0.4000000000000003,0.4000000000000003,0.2,0.4000000000000003,0.2567686427463655,0.4000000000000003,0.1565029720366148,0.4000000000000003,10.73882647673016,0.4000000000000003,15.84724870346866,0.4000000000000003,6.356023724965422e-05,0.4000000000000003,0.001007254887346743,0.4000000000000003,-4.498014606469094e-14,0.4000000000000003,9.379561998992392e-05,0.4000000000000003,-3.581879577741243e-15,0.4000000000000003,-5.539480957904347e-15,0.4000000000000003,-1.128669077628321e-14
0.4080000000000003,0.4080000000000003,0.4080000000000003,0.2,0.4080000000000003,0.2567686427463655,0.4080000000000003,0.1624818700714615,0.4080000000000003,10.24389181722458,0.4080000000000003,14.0035476065679,0.4080000000000003,7.461925277283699e-05,0.4080000000000003,0.001044934258570946,0.4080000000000003,-4.52582342320978e-14,0.4080000000000003,0.0001020055929150097,0.4080000000000003,-3.660571125721913e-15,0.4080000000000003,-5.555578731095941e-15,0.4080000000000003,-1.130812535873179e-14
0.4160000000000003,0.4160000000000003,0.4160000000000003,0.2,0.4160000000000003,0.2567686427463655,0.4160000000000003,0.1684828698434372,0.4160000000000003,9.772112064901078,0.4160000000000003,12.34786351222686,0.4160000000000003,8.745464621797337e-05,0.4160000000000003,0.001079878035009622,0.4160000000000003,-4.551260910693679e-14,0.4160000000000003,0.0001105061042935055,0.4160000000000003,-3.746943214516986e-15,0.4160000000000003,-5.572848259958536e-15,0.4160000000000003,-1.132695312016483e-14
0.4240000000000003,0.4240000000000003,0.4240000000000003,0.2,0.4240000000000003,0.2567686427463655,0.4240000000000003,0.1744992678693153,0.4240000000000003,9.3226777487113,0.4240000000000003,10.87504214903263,0.4240000000000003,0.0001022487888057253,0.4240000000000003,0.001111959887949799,0.4240000000000003,-4.574569108648083e-14,0.4240000000000003,0.0001192747317803158,0.4240000000000003,-3.841657517050507e-15,0.4240000000000003,-5.591370404334049e-15,0.4240000000000003,-1.134344793616111e-14
0.4320000000000003,0.4320000000000003,0.4320000000000003,0.2,0.4320000000000003,0.2567686427463655,0.4320000000000003,0.1805253212008805,0.4320000000000003,8.894790670286142,0.4320000000000003,9.575893545112846,0.4320000000000003,0.0001191634799377021,0.4320000000000003,0.001141096798348626,0.4320000000000003,-4.595941637079011e-14,0.4320000000000003,0.000128288212803313,0.4320000000000003,-3.945413454528965e-15,0.4320000000000003,-5.611226981947949e-15,0.4320000000000003,-1.135783042654539e-14
0.4400000000000003,0.4400000000000003,0.4400000000000003,0.2,0.4400000000000003,0.2567686427463655,0.4400000000000003,0.1865561522433389,0.4400000000000003,8.487698806654222,0.4400000000000003,8.43822234081062,0.4400000000000003,0.0001383291520154254,0.4400000000000003,0.001167252140921952,0.4400000000000003,-4.615532379762509e-14,0.4400000000000003,0.0001375228041797053,0.4400000000000003,-4.058944896713049e-15,0.4400000000000003,-5.632499960763255e-15,0.4400000000000003,-1.137027860536418e-14
0.4480000000000003,0.4480000000000003,0.4480000000000003,0.2,0.4480000000000003,0.2567686427463655,0.4480000000000003,0.192587654853279,0.4480000000000003,8.100711505088322,0.4480000000000003,7.447885738392698,0.4480000000000003,0.000159835604007509,0.4480000000000003,0.001190437315574909,0.4480000000000003,-4.633462557329579e-14,0.4480000000000003,0.0001469546613070897,0.4480000000000003,-4.183015368120141e-15,0.4480000000000003,-5.65527043376083e-15,0.4480000000000003,-1.138093651993305e-14
