NM0:vgs X,NM0:vgs Y,NM0:vds X,NM0:vds Y,NM0:vth X,NM0:vth Y,NM0:vdsat X,NM0:vdsat Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:self_gain X,NM0:self_gain Y,NM0:gm X,NM0:gm Y,NM0:cgs X,NM0:cgs Y,NM0:id X,NM0:id Y,NM0:csb X,NM0:csb Y,NM0:cgd X,NM0:cgd Y,NM0:cdb X,NM0:cdb Y,NM0:gds X,NM0:gds Y
0,0,0,0.2,0,0.2513621207812509,0,0.04310692723004954,0,33.1208143227382,0,99.46754562146069,0,1.662710823904427e-07,0,-2.904979458287901e-15,0,5.020138940102027e-09,0,-6.203811897166452e-15,0,-2.900019165889933e-15,0,-5.325815961549731e-15,0,1.671611391953043e-09
0.008,0.008,0.008,0.2,0.008,0.2513621207812509,0.008,0.04311431394730881,0.008,33.02322483569463,0.008,99.17515201139835,0.008,2.159943683520118e-07,0.008,-2.908486761999279e-15,0.008,6.540680891225489e-09,0.008,-6.204542935060393e-15,0.008,-2.900025121104301e-15,0.008,-5.325824302092541e-15,0.008,2.177908114798627e-09
0.016,0.016,0.016,0.2,0.016,0.2513621207812509,0.016,0.04312390010498031,0.016,32.91377901070629,0.016,98.84734972102534,0.016,2.802519234220813e-07,0.016,-2.913343101199261e-15,0.016,8.514729670032537e-09,0.016,-6.20549717206639e-15,0.016,-2.900032925585724e-15,0.016,-5.325835189846624e-15,0.016,2.835199165309237e-09
0.024,0.024,0.024,0.2,0.024,0.2513621207812509,0.024,0.04313632342806122,0.024,32.79129363160791,0.024,98.48064033000657,0.024,3.63140553937234e-07,0.024,-2.919966745848113e-15,0.024,1.107429811288096e-08,0.024,-6.206742632476072e-15,0.024,-2.900043153199466e-15,0.024,-5.325849401616719e-15,0.024,3.687430876975998e-09
0.032,0.032,0.032,0.2,0.032,0.2513621207812509,0.032,0.04315239853398088,0.032,32.65455211116608,0.032,98.07143934223696,0.032,4.698457600879662e-07,0.032,-2.928906262651702e-15,0.032,1.438836967368156e-08,0.032,-6.208368002379268e-15,0.032,-2.900056555698658e-15,0.032,-5.325867950505371e-15,0.032,4.790852089448383e-09
0.04,0.04,0.04,0.2,0.04,0.2513621207812509,0.04,0.04317316232567586,0.04,32.50233035806544,0.04,97.61615697246864,0.04,6.069037636911994e-07,0.04,-2.940880933882782e-15,0.04,1.867262329154649e-08,0.04,-6.210488860994782e-15,0.04,-2.900074117752324e-15,0.04,-5.325892157426395e-15,0.04,6.217247047149875e-09
0.048,0.048,0.048,0.2,0.048,0.2513621207812509,0.048,0.04319992938540569,0.048,32.33343094164736,0.048,97.11130428081938,0.048,7.825162476900689e-07,0.048,-2.956833615975916e-15,0.048,2.420146059498965e-08,0.048,-6.213255761110519e-15,0.048,-2.900097128921524e-15,0.048,-5.325923744017349e-15,0.048,8.057931602146395e-09
0.056,0.056,0.056,0.2,0.056,0.2513621207812509,0.056,0.04323435884576977,0.056,32.14672634039468,0.056,96.55362694654677,0.056,1.006925017090851e-06,0.056,-2.977999794657734e-15,0.056,3.132278582685256e-08,0.056,-6.21686468611666e-15,0.056,-2.900127277752016e-15,0.056,-5.325964953183882e-15,0.056,1.042866072393424e-08
0.064,0.064,0.064,0.2,0.064,0.2513621207812509,0.064,0.04327853410385792,0.064,31.94121151119164,0.064,95.94026723850077,0.064,1.292853982268542e-06,0.064,-3.005997672180098e-15,0.064,4.047604734322319e-08,0.064,-6.221570546195567e-15,0.064,-2.900166774690836e-15,0.064,-5.326018705200576e-15,0.064,1.347561372801472e-08
0.07200000000000001,0.07200000000000001,0.07200000000000001,0.2,0.07200000000000001,0.2513621207812509,0.07200000000000001,0.04333505644782534,0.07200000000000001,31.7160651150865,0.07200000000000001,95.2689519080768,0.07200000000000001,1.656026091949606e-06,0.07200000000000001,-3.042945464663158e-15,0.07200000000000001,5.221410956715691e-08,0.07200000000000001,-6.22770453421958e-15,0.07200000000000001,-2.900218512504137e-15,0.07200000000000001,-5.326088799350441e-15,0.07200000000000001,1.738264207574651e-08
0.08000000000000002,0.08000000000000002,0.08000000000000002,0.2,0.08000000000000002,0.2513621207812509,0.08000000000000002,0.04340715311164992,0.08000000000000002,31.47071740055723,0.08000000000000002,94.53819954678508,0.08000000000000002,2.115763325074073e-06,0.08000000000000002,-3.091613716223653e-15,0.08000000000000002,6.722958695536433e-08,0.08000000000000002,-6.235696336796025e-15,0.08000000000000002,-2.900286275373423e-15,0.08000000000000002,-5.326180173510444e-15,0.08000000000000002,2.237998327889695e-08
0.08800000000000002,0.08800000000000002,0.08800000000000002,0.2,0.08800000000000002,0.2513621207812509,0.08800000000000002,0.04349879938753314,0.08800000000000002,31.20492092745612,0.08800000000000002,93.7475352544279,0.08800000000000002,2.695678905894993e-06,0.08800000000000002,-3.155622330353876e-15,0.08800000000000002,8.6386340124285e-08,0.08800000000000002,-6.246102370658879e-15,0.08800000000000002,-2.900375010981534e-15,0.08800000000000002,-5.326299236805713e-15,0.08800000000000002,2.87546643074829e-08
0.09600000000000003,0.09600000000000003,0.09600000000000003,0.2,0.09600000000000003,0.2513621207812509,0.09600000000000003,0.04361485313574306,0.09600000000000003,30.9188180352575,0.09600000000000003,92.8976933081982,0.09600000000000003,3.42447288781679e-06,0.09600000000000003,-3.239694055482088e-15,0.09600000000000003,1.107569147935799e-07,0.09600000000000003,-6.259641351481578e-15,0.09600000000000003,-2.900491183758968e-15,0.09600000000000003,-5.326454293218554e-15,0.09600000000000003,3.686284089375319e-08
0.104,0.104,0.104,0.2,0.104,0.2513621207812509,0.104,0.0437611982906374,0.104,30.61299636458302,0.104,91.99078033938375,0.104,4.336845383144146e-06,0.104,-3.349978004371875e-15,0.104,1.41666805113086e-07,0.104,-6.277238525997621e-15,0.104,-2.900643232084815e-15,0.104,-5.326656076295362e-15,0.104,4.714434823950966e-08
