NM0:vgs X,NM0:vgs Y,NM0:vds X,NM0:vds Y,NM0:vth X,NM0:vth Y,NM0:vdsat X,NM0:vdsat Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:gds X,NM0:gds Y,NM0:gm X,NM0:gm Y,NM0:cgs X,NM0:cgs Y,NM0:id X,NM0:id Y,NM0:csb X,NM0:csb Y,NM0:cgd X,NM0:cgd Y,NM0:cdb X,NM0:cdb Y,NM0:self_gain X,NM0:self_gain Y
0.4320000000000003,0.4320000000000003,0.4320000000000003,0.2,0.4320000000000003,0.2337845729304348,0.4320000000000003,0.2038369544761357,0.4320000000000003,7.953447256501189,0.4320000000000003,6.873497229444755e-05,0.4320000000000003,0.0004852540432627012,0.4320000000000003,-1.124450824816914e-13,0.4320000000000003,6.101178867664076e-05,0.4320000000000003,-1.96207976205821e-14,0.4320000000000003,-7.584727531126088e-15,0.4320000000000003,-6.417481356732754e-15,0.4320000000000003,7.05978379076033
0.4400000000000003,0.4400000000000003,0.4400000000000003,0.2,0.4400000000000003,0.2337845729304348,0.4400000000000003,0.2103153207113748,0.4400000000000003,7.594482024720704,0.4400000000000003,7.973600227686335e-05,0.4400000000000003,0.0004930772125106117,0.4400000000000003,-1.128066853809403e-13,0.4400000000000003,6.492571987230735e-05,0.4400000000000003,-1.963361845224001e-14,0.4400000000000003,-8.099562344269945e-15,0.4400000000000003,-6.504345556593359e-15,0.4400000000000003,6.183871757183465
0.4480000000000003,0.4480000000000003,0.4480000000000003,0.2,0.4480000000000003,0.2337845729304348,0.4480000000000003,0.2168035321015466,0.4480000000000003,7.253738203899776,0.4480000000000003,9.177661273351463e-05,0.4480000000000003,0.0004997654338884526,0.4480000000000003,-1.131283352092418e-13,0.4480000000000003,6.889763868530163e-05,0.4480000000000003,-1.964211258372938e-14,0.4480000000000003,-8.660738549385734e-15,0.4480000000000003,-6.597078262780518e-15,0.4480000000000003,5.445455209156464
0.4560000000000003,0.4560000000000003,0.4560000000000003,0.2,0.4560000000000003,0.2337845729304348,0.4560000000000003,0.2232994773127584,0.4560000000000003,6.930858806719655,0.4560000000000003,0.0001048057903070796,0.4560000000000003,0.00050538948514916,0.4560000000000003,-1.134106303525158e-13,0.4560000000000003,7.291873911220103e-05,0.4560000000000003,-1.964646017570082e-14,0.4560000000000003,-9.270638724233606e-15,0.4560000000000003,-6.695802113278982e-15,0.4560000000000003,4.822152322580416
0.4640000000000004,0.4640000000000004,0.4640000000000004,0.2,0.4640000000000004,0.2337845729304348,0.4640000000000004,0.2298014154055279,0.4640000000000004,6.625429059565642,0.4640000000000004,0.0001187566900053061,0.4640000000000004,0.0005100310178050132,0.4640000000000004,-1.136539306093799e-13,0.4640000000000004,7.698082844462823e-05,0.4640000000000004,-1.964683054970299e-14,0.4640000000000004,-9.93137659504401e-15,0.4640000000000004,-6.800582054483105e-15,0.4640000000000004,4.294756091486087
0.4720000000000004,0.4720000000000004,0.4720000000000004,0.2,0.4720000000000004,0.2337845729304348,0.4720000000000004,0.2363079224275823,0.4720000000000004,6.336956272221728,0.4720000000000004,0.0001335518746561344,0.4720000000000004,0.0005137775639089882,0.4720000000000004,-1.1385843746298e-13,0.4720000000000004,8.107639406674631e-05,0.4720000000000004,-1.964339055368791e-14,0.4720000000000004,-1.064471175717217e-14,0.4720000000000004,-6.911416056209469e-15,0.4720000000000004,3.84702622282052
0.4800000000000004,0.4800000000000004,0.4800000000000004,0.2,0.4800000000000004,0.2337845729304348,0.4800000000000004,0.2428178443076464,0.4800000000000004,6.064863776846527,0.4800000000000004,0.0001491083354319972,0.4800000000000004,0.0005167180984337857,0.4800000000000004,-1.140242692012395e-13,0.4800000000000004,8.519863222777899e-05,0.4800000000000004,-1.963631156234179e-14,0.4800000000000004,-1.141196316801279e-14,0.4800000000000004,-7.028226737477799e-15,0.4800000000000004,3.4653870753553
0.4880000000000004,0.4880000000000004,0.4880000000000004,0.2,0.4880000000000004,0.2337845729304348,0.4880000000000004,0.2493302556204694,0.4880000000000004,5.808496638338483,0.4880000000000004,0.0001653417990731518,0.4880000000000004,0.0005189394811130149,0.4880000000000004,-1.141515313513228e-13,0.4880000000000004,8.934144468451319e-05,0.4880000000000004,-1.962577513586794e-14,0.4880000000000004,-1.22339257553456e-14,0.4880000000000004,-7.150854516879989e-15,0.4880000000000004,3.138586153180913
0.4960000000000004,0.4960000000000004,0.4960000000000004,0.2,0.4960000000000004,0.2337845729304348,0.4960000000000004,0.2558444237317553,0.4960000000000004,5.567135490903344,0.4960000000000004,0.000182170074710797,0.4960000000000004,0.0005205238883818945,0.4960000000000004,-1.142403820578041e-13,0.4960000000000004,9.34994108251284e-05,0.4960000000000004,-1.96119773088672e-14,0.4960000000000004,-1.31107951114601e-14,0.4960000000000004,-7.279052906730437e-15,0.4960000000000004,2.857351237343724
0.5040000000000003,0.5040000000000003,0.5040000000000003,0.2,0.5040000000000003,0.2337845729304348,0.5040000000000003,0.2623597778067041,0.5040000000000003,5.340014693193667,0.5040000000000003,0.0001995154016923835,0.5040000000000003,0.000521547183072163,0.5040000000000003,-1.142910913633055e-13,0.5040000000000003,9.766774307533316e-05,0.5040000000000003,-1.959513145964596e-14,0.5040000000000003,-1.404210551818345e-14,0.5040000000000003,-7.412486516467661e-15,0.5040000000000003,2.614069784328199
0.5120000000000003,0.5120000000000003,0.5120000000000003,0.2,0.5120000000000003,0.2337845729304348,0.5120000000000003,0.2688758821665356,0.5120000000000003,5.126341598604807,0.5120000000000003,0.0002173058990402598,0.5120000000000003,0.0005220780731554878,0.5120000000000003,-1.143040928918158e-13,0.5120000000000003,0.0001018422325384462,0.5120000000000003,-1.957546971937567e-14,0.5120000000000003,-1.502668635902836e-14,0.5120000000000003,-7.550732211801355e-15,0.5120000000000003,2.402502994448224
0.5200000000000004,0.5200000000000004,0.5200000000000004,0.2,0.5200000000000004,0.2337845729304348,0.5200000000000004,0.275392413495918,0.5200000000000004,4.925314667449502,0.5200000000000004,0.0002354762870309935,0.5200000000000004,0.0005221778737438679,0.5200000000000004,-1.142800262299006e-13,0.5200000000000004,0.0001060191904480608,0.5200000000000004,-1.95532429172972e-14,0.5200000000000004,-1.606264125754399e-14,0.5200000000000004,-7.693283694471027e-15,0.5200000000000004,2.217539100551295
0.5280000000000004,0.5280000000000004,0.5280000000000004,0.2,0.5280000000000004,0.2337845729304348,0.5280000000000004,0.2819091414338917,0.5280000000000004,4.736139079684111,0.5280000000000004,0.0002539680681932353,0.5280000000000004,0.0005219006907085134,0.5280000000000004,-1.142197683730526e-13,0.5280000000000004,0.000110195389520607,0.5280000000000004,-1.952871911684154e-14,0.5280000000000004,-1.714735304047977e-14,0.5280000000000004,-7.83955953603997e-15,0.5280000000000004,2.05498547286432
0.5360000000000004,0.5360000000000004,0.5360000000000004,0.2,0.5360000000000004,0.2337845729304348,0.5360000000000004,0.2884259121172338,0.5360000000000004,4.558039265822069,0.5360000000000004,0.0002727293392189155,0.5360000000000004,0.0005212938709374042,0.5360000000000004,-1.141244529483582e-13,0.5360000000000004,0.0001143680079386927,0.5360000000000004,-1.950218086941382e-14,0.5360000000000004,-1.827751594724959e-14,0.5360000000000004,-7.98891444049706e-15,0.5360000000000004,1.911396377193471
0.5440000000000004,0.5440000000000004,0.5440000000000004,0.2,0.5440000000000004,0.2337845729304348,0.5440000000000004,0.2949426342845805,0.5440000000000004,4.390268304678346,0.5440000000000004,0.0002917143742232247,0.5440000000000004,0.0005203985990154454,0.5440000000000004,-1.13995476500741e-13,0.5440000000000004,0.0001185345775933261,0.5440000000000004,-1.947392138686167e-14,0.5440000000000004,-1.944919455834107e-14,0.5440000000000004,-8.140653254205266e-15,0.5440000000000004,1.78393197250276
0.5520000000000004,0.5520000000000004,0.5520000000000004,0.2,0.5520000000000004,0.2337845729304348,0.5520000000000004,0.3014592675897448,0.5520000000000004,4.232114456592859,0.5520000000000004,0.0003108830852692915,0.5520000000000004,0.0005192505540472215,0.5520000000000004,-1.138344918653473e-13,0.5520000000000004,0.0001226929373895499,0.5520000000000004,-1.944423989894876e-14,0.5520000000000004,-2.06579069165164e-14,0.5520000000000004,-8.29404701988042e-15,0.5520000000000004,1.670243826863205
0.5600000000000004,0.5600000000000004,0.5600000000000004,0.2,0.5600000000000004,0.2337845729304348,0.5600000000000004,0.3079758128117491,0.5600000000000004,4.082905257566837,0.5600000000000004,0.0003302004346552446,0.5600000000000004,0.0005178805690751058,0.5600000000000004,-1.136433894461782e-13,0.5600000000000004,0.0001268411918489221,0.5600000000000004,-1.941343650838683e-14,0.5600000000000004,-2.189872750843072e-14,0.5600000000000004,-8.448350212397867e-15,0.5600000000000004,1.568382457206073
0.5680000000000004,0.5680000000000004,0.5680000000000004,0.2,0.5680000000000004,0.2337845729304348,0.5680000000000004,0.3144923036862226,0.5680000000000004,3.942009645777742,0.5680000000000004,0.0003496358479000571,0.5680000000000004,0.000516315257738424,0.5680000000000004,-1.134242679751659e-13,0.5680000000000004,0.0001309776748751279,0.5680000000000004,-1.938180687608549e-14,0.5680000000000004,-2.316640438093297e-14,0.5680000000000004,-8.602818218190198e-15,0.5680000000000004,1.476722884222135
0.5760000000000004,0.5760000000000004,0.5760000000000004,0.2,0.5760000000000004,0.2337845729304348,0.5760000000000004,0.3210088001170717,0.5760000000000004,3.808838571632621,0.5760000000000004,0.000369162657111249,0.5760000000000004,0.0005145775888128697,0.5760000000000004,-1.131793969400461e-13,0.5760000000000004,0.0001351009183340482,0.5760000000000004,-1.934963706040829e-14,0.5760000000000004,-2.44554838443251e-14,0.5760000000000004,-8.756724134348334e-15,0.5760000000000004,1.393904770432398
0.5840000000000004,0.5840000000000004,0.5840000000000004,0.2,0.5840000000000004,0.2337845729304348,0.5840000000000004,0.327525382558918,0.5840000000000004,3.682844488367203,0.5840000000000004,0.0003887575907709013,0.5840000000000004,0.0005126874001258645,0.5840000000000004,-1.129111732723427e-13,0.5840000000000004,0.0001392096249912467,0.5840000000000004,-1.931719879806413e-14,0.5840000000000004,-2.576043603467997e-14,0.5840000000000004,-8.909374062433351e-15,0.5840000000000004,1.318784281765951
0.5920000000000004,0.5920000000000004,0.5920000000000004,0.2,0.5920000000000004,0.2337845729304348,0.5920000000000004,0.3340421473887828,0.5920000000000004,3.563520053495297,0.5920000000000004,0.0004084003168161968,0.5920000000000004,0.0005106618502869392,0.5920000000000004,-1.126220750429644e-13,0.5920000000000004,0.0001433026453118571,0.5920000000000004,-1.928474545642776e-14,0.5920000000000004,-2.707577504414696e-14,0.5920000000000004,-9.060120238001756e-15,0.5920000000000004,1.250395333353196
0.6000000000000004,0.6000000000000004,0.6000000000000004,0.2,0.6000000000000004,0.2337845729304348,0.6000000000000004,0.3405592031109151,0.6000000000000004,3.450396304717543,0.6000000000000004,0.0004280730400785388,0.6000000000000004,0.0005085158108110705,0.6000000000000004,-1.123146148248998e-13,0.6000000000000004,0.0001473789576335235,0.6000000000000004,-1.925250881578596e-14,0.6000000000000004,-2.839616827434672e-14,0.6000000000000004,-9.208371544836901e-15,0.6000000000000004,1.187918329820006
0.6080000000000004,0.6080000000000004,0.6080000000000004,0.2,0.6080000000000004,0.2337845729304348,0.6080000000000004,0.3470766672609146,0.6080000000000004,3.343040513704568,0.6080000000000004,0.0004477601517021945,0.6080000000000004,0.0005062622034404964,0.6080000000000004,-1.119912950861335e-13,0.6080000000000004,0.0001514376512536559,0.6080000000000004,-1.922069676438201e-14,0.6080000000000004,-2.971653096010719e-14,0.6080000000000004,-9.353601185098953e-15,0.6080000000000004,1.130654886362491
0.6160000000000004,0.6160000000000004,0.6160000000000004,0.2,0.6160000000000004,0.2337845729304348,0.6160000000000004,0.3535946638945226,0.6160000000000004,3.241053870120992,0.6160000000000004,0.0004674479263226971,0.6160000000000004,0.0005039122884548322,0.6160000000000004,-1.116545675296224e-13,0.6160000000000004,0.000155477912015309,0.6160000000000004,-1.918949191762728e-14,0.6160000000000004,-3.103210326374223e-14,0.6160000000000004,-9.495351487437641e-15,0.6160000000000004,1.078007324621144
0.6240000000000004,0.6240000000000004,0.6240000000000004,0.2,0.6240000000000004,0.2337845729304348,0.6240000000000004,0.3601133215640003,0.6240000000000004,3.144069106766988,0.6240000000000004,0.0004871242619825757,0.6240000000000004,0.000501475909974453,0.6240000000000004,-1.113067977691978e-13,0.6240000000000004,0.0001594990100236092,0.6240000000000004,-1.915905111201866e-14,0.6240000000000004,-3.233850877901811e-14,0.6240000000000004,-9.633236014678409e-15,0.6240000000000004,1.029461985599869
0.6320000000000005,0.6320000000000005,0.6320000000000005,0.2,0.6320000000000005,0.2337845729304348,0.6320000000000005,0.3666327716992706,0.6320000000000005,3.051748144045091,0.6320000000000005,0.0005067784575994528,0.6320000000000005,0.0004989617040307565,0.6320000000000005,-1.109502361864422e-13,0.6320000000000005,0.0001635002891719817,0.6320000000000005,-1.912950567817891e-14,0.6320000000000005,-3.363179456857505e-14,0.6320000000000005,-9.766939268728832e-15,0.6320000000000005,0.9845756001434564
0.6400000000000005,0.6400000000000005,0.6400000000000005,0.2,0.6400000000000005,0.2337845729304348,0.6400000000000005,0.3731531473240794,0.6400000000000005,2.963779806875744,0.6400000000000005,0.0005264010230106335,0.6400000000000005,0.0004963772747102437,0.6400000000000005,-1.105869953083718e-13,0.6400000000000005,0.0001674811582018816,0.6400000000000005,-1.91009623674816e-14,0.6400000000000005,-3.490845389593363e-14,0.6400000000000005,-9.896214378349625e-15,0.6400000000000005,0.9429641148326886
0.6480000000000005,0.6480000000000005,0.6480000000000005,0.2,0.6480000000000005,0.2337845729304348,0.6480000000000005,0.3796745820482753,0.6480000000000005,2.879877648338016,0.6480000000000005,0.0005459835170225841,0.6480000000000005,0.0004937293431105808,0.6480000000000005,-1.102190336171674e-13,0.6480000000000005,0.0001714410830599521,0.6480000000000005,-1.907350479221479e-14,0.6480000000000005,-3.616543355967851e-14,0.6480000000000005,-1.002087919745585e-14,0.6480000000000005,0.9042934955308516
0.6560000000000005,0.6560000000000005,0.6560000000000005,0.2,0.6560000000000005,0.2337845729304348,0.6560000000000005,0.3861972092866461,0.6560000000000005,2.799777900432488,0.6560000000000005,0.0005655184093823575,0.6560000000000005,0.0004910238732562532,0.6560000000000005,-1.098481453718396e-13,0.6560000000000005,0.0001753795803520781,0.6560000000000005,-1.904719523791856e-14,0.6560000000000005,-3.740012819212616e-14,0.6560000000000005,-1.014081124435483e-14,0.6560000000000005,0.868272128917138
0.6640000000000005,0.6640000000000005,0.6640000000000005,0.2,0.6640000000000005,0.2337845729304348,0.6640000000000005,0.3927211616629222,0.6640000000000005,2.72323756234708,0.6640000000000005,0.0005849989630940063,0.6640000000000005,0.0004882661785546338,0.6640000000000005,-1.09475955792665e-13,0.6640000000000005,0.0001792962117246991,0.6640000000000005,-1.902207671531054e-14,0.6640000000000005,-3.861036407834618e-14,0.6640000000000005,-1.025594188500178e-14,0.6640000000000005,0.8346445196624596
0.6720000000000005,0.6720000000000005,0.6720000000000005,0.2,0.6720000000000005,0.2337845729304348,0.6720000000000005,0.3992465705641319,0.6720000000000005,2.650032629538851,0.6720000000000005,0.0006044191339881682,0.6720000000000005,0.0004854610118537534,0.6720000000000005,-1.091039208257936e-13,0.6720000000000005,0.000183190579030273,0.6720000000000005,-1.899817513478838e-14,0.6720000000000005,-3.979437503318003e-14,0.6720000000000005,-1.036625011582179e-14,0.6720000000000005,0.8031860418622294
0.6800000000000005,0.6800000000000005,0.6800000000000005,0.2,0.6800000000000005,0.2337845729304348,0.6800000000000005,0.4057735658165478,0.6800000000000005,2.579956462090647,0.6800000000000005,0.0006237734848977515,0.6800000000000005,0.0004826126417005832,0.6800000000000005,-1.087333306533182e-13,0.6800000000000005,0.0001870623201563921,0.6800000000000005,-1.897550150581633e-14,0.6800000000000005,-4.09507727005196e-14,0.6800000000000005,-1.047175624302793e-14,0.6800000000000005,0.7736985514536463
0.6880000000000005,0.6880000000000005,0.6880000000000005,0.2,0.6880000000000005,0.2337845729304348,0.6880000000000005,0.4123022754591927,0.6880000000000005,2.512818287586348,0.6880000000000005,0.000643057112188551,0.6880000000000005,0.0004797249169950776,0.6880000000000005,-1.083653161254598e-13,0.6880000000000005,0.0001909111054171871,0.6880000000000005,-1.895405408403976e-14,0.6880000000000005,-4.207851336568384e-14,0.6880000000000005,-1.057251569320539e-14,0.6880000000000005,0.74600670438494
0.6960000000000005,0.6960000000000005,0.6960000000000005,0.2,0.6960000000000005,0.2337845729304348,0.6960000000000005,0.4188328255949646,0.6960000000000005,2.448441831728708,0.6960000000000005,0.0006622655827393615,0.6960000000000005,0.0004768013218878295,0.6960000000000005,-1.080008573479701e-13,0.6960000000000005,0.0001947366344217897,0.6960000000000005,-1.893382040884487e-14,0.6960000000000005,-4.317686304619504e-14,0.6960000000000005,-1.066861312985477e-14,0.6960000000000005,0.7199548554457758
0.7040000000000005,0.7040000000000005,0.7040000000000005,0.2,0.7040000000000005,0.2337845729304348,0.7040000000000005,0.4253653403031763,0.7040000000000005,2.38666406876378,0.7040000000000005,0.0006813948797638961,0.7040000000000005,0.000473845022473086,0.7040000000000005,-1.076407937426549e-13,0.7040000000000005,0.0001985386333481992,0.7040000000000005,-1.891477919204614e-14,0.7040000000000005,-4.424536228652713e-14,0.7040000000000005,-1.076015699631128e-14,0.7040000000000005,0.69540443661284
0.7120000000000005,0.7120000000000005,0.7120000000000005,0.2,0.7120000000000005,0.2337845729304348,0.7120000000000005,0.4318999415998572,0.7120000000000005,2.32733408322389,0.7120000000000005,0.000700441356120725,0.7120000000000005,0.0004708589065782342,0.7120000000000005,-1.072858349981159e-13,0.7120000000000005,0.0002023168525622679,0.7120000000000005,-1.889690203374604e-14,0.7120000000000005,-4.528379175581916e-14,0.7120000000000005,-1.084727455904698e-14,0.7120000000000005,0.6722317328405706
0.7200000000000005,0.7200000000000005,0.7200000000000005,0.2,0.7200000000000005,0.2337845729304348,0.7200000000000005,0.4384367494349294,0.7200000000000005,2.270312034369635,0.7200000000000005,0.0007194016939726217,0.7200000000000005,0.0004678456177397612,0.7200000000000005,-1.069365724306996e-13,0.7200000000000005,0.0002060710645310757,0.7200000000000005,-1.888015495391616e-14,0.7200000000000005,-4.629213945172392e-14,0.7200000000000005,-1.093010748758107e-14,0.7200000000000005,0.6503259884700328
0.7280000000000005,0.7280000000000005,0.7280000000000005,0.2,0.7280000000000005,0.2337845729304348,0.7280000000000005,0.4449758817172801,0.7280000000000005,2.215468214863852,0.7280000000000005,0.0007382728698379867,0.7280000000000005,0.0004648075842784726,0.7280000000000005,-1.065934903746415e-13,0.7280000000000005,0.0002098010619879402,0.7280000000000005,-1.886449973794324e-14,0.7280000000000005,-4.727057005805632e-14,0.7280000000000005,-1.10088079779076e-14,0.7280000000000005,0.6295877896481206
0.7360000000000005,0.7360000000000005,0.7360000000000005,0.2,0.7360000000000005,0.2337845729304348,0.7360000000000005,0.4515174543603968,0.7360000000000005,2.162682195546935,0.7360000000000005,0.0007570521242294079,0.7360000000000005,0.0004617470442384289,0.7360000000000005,-1.062569773106827e-13,0.7360000000000005,0.0002135066563130107,0.7360000000000005,-1.884989510151913e-14,0.7360000000000005,-4.821939679213334e-14,0.7360000000000005,-1.108353540474752e-14,0.7360000000000005,0.6099276779765124
0.7440000000000005,0.7440000000000005,0.7440000000000005,0.2,0.7440000000000005,0.2337845729304348,0.7440000000000005,0.4580615813428113,0.7440000000000005,2.111842048631652,0.7440000000000005,0.0007757369352021117,0.7440000000000005,0.0004586660668299737,0.7440000000000005,-1.059273365213765e-13,0.7440000000000005,0.0002171876760989907,0.7440000000000005,-1.883629768518243e-14,0.7440000000000005,-4.913905590879474e-14,0.7440000000000005,-1.115445347297679e-14,0.7440000000000005,0.5912649585396783
0.7520000000000006,0.7520000000000006,0.7520000000000006,0.2,0.7520000000000006,0.2337845729304348,0.7520000000000006,0.4646083747785794,0.7520000000000006,2.062843642146055,0.7520000000000006,0.0007943249952420116,0.7520000000000006,0.000455566570913661,0.7520000000000006,-1.056047961279228e-13,0.7520000000000006,0.0002208439658762375,0.7520000000000006,-1.882366289193363e-14,0.7520000000000006,-5.003008389850734e-14,0.7520000000000006,-1.122172782909441e-14,0.7520000000000006,0.5735266718817792
0.7600000000000006,0.7600000000000006,0.7600000000000006,0.2,0.7600000000000006,0.2337845729304348,0.7600000000000006,0.4711579449941401,0.7600000000000006,2.01558999898974,0.7600000000000006,0.0008128141910125052,0.7600000000000006,0.000452450340975371,0.7600000000000006,-1.052895184178308e-13,0.7600000000000006,0.0002244753849754141,0.7600000000000006,-1.881194558302946e-14,0.7600000000000006,-5.089309732167543e-14,0.7600000000000006,-1.128552408841675e-14,0.7600000000000006,0.5566467047182866
0.7680000000000006,0.7680000000000006,0.7680000000000006,0.2,0.7680000000000006,0.2337845729304348,0.7680000000000006,0.4777104006086617,0.7680000000000006,1.969990714507273,0.7680000000000006,0.0008312025855540606,0.7680000000000006,0.0004493190409707113,0.7680000000000006,-1.049816084158942e-13,0.7680000000000006,0.0002280818065091889,0.7680000000000006,-1.880110064766448e-14,0.7680000000000006,-5.172877515475927e-14,0.7680000000000006,-1.134600623176799e-14,0.7680000000000006,0.5405650184199144
0.7760000000000006,0.7760000000000006,0.7760000000000006,0.2,0.7760000000000006,0.2337845729304348,0.7760000000000006,0.4842658486155398,0.7760000000000006,1.925961427007262,0.7760000000000006,0.0008494884025932437,0.7760000000000006,0.000446174226356506,0.7760000000000006,-1.046811216841661e-13,0.7760000000000006,0.000231663116457238,0.7760000000000006,-1.879108346206924e-14,0.7760000000000006,-5.253784348056739e-14,0.7760000000000006,-1.140333532587707e-14,0.7760000000000006,0.5252269777838808
0.7840000000000006,0.7840000000000006,0.7840000000000006,0.2,0.7840000000000006,0.2337845729304348,0.7840000000000006,0.490824394463385,0.7840000000000006,1.883423336155821,0.7840000000000006,0.0008676700126703389,0.7840000000000006,0.000443017354576816,0.7840000000000006,-1.043880713612826e-13,0.7840000000000006,0.0002352192128411539,0.7840000000000006,-1.878185025284165e-14,0.7840000000000006,-5.332106233009142e-14,0.7840000000000006,-1.145766852374609e-14,0.7840000000000006,0.5105827654610156
0.7920000000000006,0.7920000000000006,0.7920000000000006,0.2,0.7920000000000006,0.2337845729304348,0.7920000000000006,0.4973861421351543,0.7920000000000006,1.842302764643276,0.7920000000000006,0.000885745920838686,0.7920000000000006,0.0004398497942288276,0.7920000000000006,-1.041024344690663e-13,0.7920000000000006,0.0002387500049778205,0.7920000000000006,-1.877335837827681e-14,0.7920000000000006,-5.407921447209025e-14,0.7920000000000006,-1.150915830433542e-14,0.7920000000000006,0.4965868697564502
0.8,0.8,0.8,0.2,0.8,0.2337845729304348,0.8,0.5039511942245523,0.8,1.802530758959658,0.8,0.0009037147557258,0.8,0.0004366728330987374,0.8,-1.038241575262033e-13,0.8,0.0002422554128014793,0.8,-1.876556654022106e-14,0.8,-5.481309594559298e-14,0.8,-1.155795191456528e-14,0.8,0.4831976354619026
