PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gds X,PM0:gds Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y,PM0:cdb X,PM0:cdb Y
0,0,0,-0.2,0,-0.2648648069626655,0,-0.03904194779529117,0,31.35094735389979,0,189.3854618762571,0,1.810406844393109e-10,0,3.428647364093261e-08,0,-3.094016135905491e-15,0,-1.093634402048945e-09,0,-8.830569419166711e-15,0,-3.100001403235491e-15,0,-7.995199623101844e-15
0.008,-0.008000000000000007,0.008,-0.2,0.008,-0.2648648069626655,0.008,-0.03904757420856506,0.008,31.27723407738938,0.008,189.0164501009536,0.008,2.324874570553186e-10,0.008,4.394395382559423e-08,0.008,-3.094686803237295e-15,0.008,-1.404982123317329e-09,0.008,-8.830852425882873e-15,0.008,-3.100001802844558e-15,0.008,-7.995202851554188e-15
0.016,-0.01600000000000001,0.016,-0.2,0.016,-0.2648648069626655,0.016,-0.03905477980928243,0.016,31.1950242710741,0.016,188.604233909552,0.016,2.983545633758981e-10,0.016,5.627093385893014e-08,0.016,-3.095721891784186e-15,0.016,-1.803843276013711e-09,0.016,-8.831216378915205e-15,0.016,-3.100002316303357e-15,0.016,-7.995207003506176e-15
0.024,-0.02400000000000002,0.024,-0.2,0.024,-0.2648648069626655,0.024,-0.03906399823460412,0.024,31.10349117018833,0.024,188.1443403982233,0.024,3.825984462384467e-10,0.024,7.198373230491766e-08,0.024,-3.097226198907689e-15,0.024,-2.314329694563382e-09,0.024,-8.831684404217847e-15,0.024,-3.100002976069096e-15,0.024,-7.995212342855952e-15
0.032,-0.03200000000000003,0.032,-0.2,0.032,-0.2648648069626655,0.032,-0.03907577796917681,0.032,31.00177745883842,0.032,187.6320434265855,0.032,4.902253698845405e-10,0.032,9.198198789099004e-08,0.032,-3.09933507493639e-15,0.032,-2.966990809638691e-09,0.032,-8.832286222324818e-15,0.032,-3.100003823863263e-15,0.032,-7.995219208793548e-15
0.04,-0.04000000000000004,0.04,-0.2,0.04,-0.2648648069626655,0.04,-0.03909081092562905,0.04,30.88900914681471,0.04,187.0624095920495,0.04,6.275557086500168e-10,0.04,1.173920830133183e-07,0.04,-3.102223295497552e-15,0.04,-3.800448352483151e-09,0.04,-8.833060022164169e-15,0.04,-3.100004913322683e-15,0.04,-7.995228037220363e-15
0.048,-0.04800000000000004,0.048,-0.2,0.048,-0.2648648069626655,0.048,-0.03910996735219901,0.048,30.76431426703945,0.048,186.4303644062446,0.048,8.025494306759838e-10,0.048,1.496195828149478e-07,0.048,-3.106116495953e-15,0.048,-4.863413577858018e-09,0.048,-8.834054863321149e-15,0.048,-3.100006313413593e-15,0.048,-7.995239388226265e-15
0.056,-0.05600000000000005,0.056,-0.2,0.056,-0.2648648069626655,0.056,-0.03913433813694422,0.056,30.62684705183189,0.056,185.7307818346626,0.056,1.025205170293578e-09,0.056,1.904121578195646e-07,0.056,-3.11130589868946e-15,0.056,-6.217164907577228e-09,0.056,-8.835333753275149e-15,0.056,-3.100008112831243e-15,0.056,-7.99525398131522e-15
0.064,-0.06400000000000006,0.064,-0.2,0.064,-0.2648648069626655,0.064,-0.03916528561667092,0.064,30.47581806862427,0.064,184.9585996628762,0.064,1.308047336212927e-09,0.064,2.419346035986984e-07,0.064,-3.118167266491126e-15,0.064,-7.938576216405312e-09,0.064,-8.836977585136434e-15,0.064,-3.100010425674373e-15,0.064,-7.99527274052804e-15
0.07200000000000001,-0.07200000000000006,0.07200000000000001,-0.2,0.07200000000000001,-0.2648648069626655,0.07200000000000001,-0.03920450396871542,0.07200000000000001,30.31053046040073,0.07200000000000001,184.1089617276405,0.07200000000000001,1.66671806724124e-09,0.07200000000000001,3.068577328524845e-07,0.07200000000000001,-3.127185269808703e-15,0.07200000000000001,-1.012379952059551e-08,0.07200000000000001,-8.839090169711537e-15,0.07200000000000001,-3.100013398772126e-15,0.07200000000000001,-7.995296852182764e-15
