PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gds X,PM0:gds Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cdb X,PM0:cdb Y,PM0:cgd X,PM0:cgd Y
0.4160000000000003,-0.4160000000000004,0.4160000000000003,-0.2,0.4160000000000003,-0.2601822703780106,0.4160000000000003,-0.1555434383551083,0.4160000000000003,10.57809491397661,0.4160000000000003,24.16175820910772,0.4160000000000003,7.421650646500765e-06,0.4160000000000003,0.0001793201284332195,0.4160000000000003,-5.303965976592388e-14,0.4160000000000003,-1.695202490541079e-05,0.4160000000000003,-1.746423353883597e-14,0.4160000000000003,-8.275405526574921e-15,0.4160000000000003,-3.597450049441064e-15
0.4240000000000003,-0.4240000000000004,0.4240000000000003,-0.2,0.4240000000000003,-0.2601822703780106,0.4240000000000003,-0.1616988298480239,0.4240000000000003,10.12031094515157,0.4240000000000003,20.58579987236644,0.4240000000000003,9.053120259498003e-06,0.4240000000000003,0.000186365721882492,0.4240000000000003,-5.344608561346256e-14,0.4240000000000003,-1.841501934998091e-05,0.4240000000000003,-1.751296432676319e-14,0.4240000000000003,-8.294496285203921e-15,0.4240000000000003,-3.654168480447753e-15
0.4320000000000003,-0.4320000000000004,0.4320000000000003,-0.2,0.4320000000000003,-0.2601822703780106,0.4320000000000003,-0.1679035431540545,0.4320000000000003,9.681901851546435,0.4320000000000003,17.51638055217623,0.4320000000000003,1.101748675418778e-05,0.4320000000000003,0.000192986490714914,0.4320000000000003,-5.381443556482403e-14,0.4320000000000003,-1.993270471796553e-05,0.4320000000000003,-1.755575659271156e-14,0.4320000000000003,-8.314797085694832e-15,0.4320000000000003,-3.716050438353515e-15
0.4400000000000003,-0.4400000000000004,0.4400000000000003,-0.2,0.4400000000000003,-0.2601822703780106,0.4400000000000003,-0.174152094111571,0.4400000000000003,9.261835327244835,0.4400000000000003,14.9031691393709,0.4400000000000003,1.336249833845483e-05,0.4400000000000003,0.0001991435728625548,0.4400000000000003,-5.41498051175391e-14,0.4400000000000003,-2.150152381537402e-05,0.4400000000000003,-1.759343675429716e-14,0.4400000000000003,-8.336398109065641e-15,0.4400000000000003,-3.783520906042509e-15
0.4480000000000003,-0.4480000000000004,0.4480000000000003,-0.2,0.4480000000000003,-0.2601822703780106,0.4480000000000003,-0.1804397426870341,0.4480000000000003,8.859193068451816,0.4480000000000003,12.6941210623831,0.4480000000000003,1.613373125459868e-05,0.4480000000000003,0.0002048035377338296,0.4480000000000003,-5.445634588630544e-14,0.4480000000000003,-2.31176289027281e-05,0.4480000000000003,-1.762667344007453e-14,0.4480000000000003,-8.35939166020655e-15,0.4480000000000003,-3.857035749018908e-15
0.4560000000000003,-0.4560000000000004,0.4560000000000003,-0.2,0.4560000000000003,-0.2601822703780106,0.4560000000000003,-0.186762422672035,0.4560000000000003,8.473223551159055,0.4560000000000003,10.83769981030145,0.4560000000000003,1.937131497398707e-05,0.4560000000000003,0.0002099404966188694,0.4560000000000003,-5.473743298880414e-14,0.4560000000000003,-2.477693351905022e-05,0.4560000000000003,-1.765600739860817e-14,0.4560000000000003,-8.38387205520225e-15,0.4560000000000003,-3.937081949462023e-15
0.4640000000000004,-0.4640000000000004,0.4640000000000004,-0.2,0.4640000000000004,-0.2601822703780106,0.4640000000000004,-0.1931166721895555,0.4640000000000004,8.1033674119941,0.4640000000000004,9.284685731269615,0.4640000000000004,2.310666467029385e-05,0.4640000000000004,0.000214538119761509,0.4640000000000004,-5.499580411669895e-14,0.4640000000000004,-2.647518110115572e-05,0.4640000000000004,-1.768187606658616e-14,0.4640000000000004,-8.409935370818959e-15,0.4640000000000004,-4.024177432073125e-15
0.4720000000000004,-0.4720000000000004,0.4720000000000004,-0.2,0.4720000000000004,-0.2601822703780106,0.4720000000000004,-0.1994995667319813,0.4720000000000004,7.749252441453743,0.4720000000000004,7.989511847405693,0.4720000000000004,2.735976032692243e-05,0.4720000000000004,0.000218591129274127,0.4720000000000004,-5.523367394569075e-14,0.4720000000000004,-2.820802792602633e-05,0.4720000000000004,-1.770463359446904e-14,0.4720000000000004,-8.437679039156488e-15,0.4720000000000004,-4.118870377482957e-15
0.4800000000000004,-0.4800000000000004,0.4800000000000004,-0.2,0.4800000000000004,-0.2601822703780106,0.4800000000000004,-0.205908655920073,0.4800000000000004,7.410660506356846,0.4800000000000004,6.911120044692201,0.4800000000000004,3.213746865228479e-05,0.4800000000000004,0.0002221059037884727,0.4800000000000004,-5.545282765862386e-14,0.4800000000000004,-2.997113463748188e-05,0.4800000000000004,-1.77245670944511e-14,0.4800000000000004,-8.46720127184713e-15,0.4800000000000004,-4.221737908522499e-15
0.4880000000000004,-0.4880000000000004,0.4880000000000004,-0.2,0.4880000000000004,-0.2601822703780106,0.4880000000000004,-0.2123419047386489,0.4880000000000004,7.087474253534328,0.4880000000000004,6.013377399795133,0.4880000000000004,3.743320908331061e-05,0.4880000000000004,0.0002251000135033859,0.4880000000000004,-5.565469713369005e-14,0.4880000000000004,-3.176025837290953e-05,0.4880000000000004,-1.774190979756167e-14,0.4880000000000004,-8.498600299604326e-15,0.4880000000000004,-4.333384026534201e-15
0.4960000000000004,-0.4960000000000004,0.4960000000000004,-0.2,0.4960000000000004,-0.2601822703780106,0.4960000000000004,-0.2187976396626717,0.4960000000000004,6.779615135268188,0.4960000000000004,5.265125949146777,0.4960000000000004,4.322797719800196e-05,0.4960000000000004,0.0002276007444743253,0.4960000000000004,-5.584042297111017e-14,0.4960000000000004,-3.357133700562506e-05,0.4960000000000004,-1.775685171275067e-14,0.4960000000000004,-8.531973414913394e-15,0.4960000000000004,-4.45443667026308e-15
0.5040000000000003,-0.5040000000000003,0.5040000000000003,-0.2,0.5040000000000003,-0.2601822703780106,0.5040000000000003,-0.2252744998260971,0.5040000000000003,6.486984776661934,0.5040000000000003,4.639956991326223,0.5040000000000003,4.949245946893285e-05,0.5040000000000003,0.0002296428833308047,0.5040000000000003,-5.601090510274032e-14,0.5040000000000003,-3.540055838533429e-05,0.5040000000000003,-1.77695482861734e-14,0.5040000000000003,-8.567415808650461e-15,0.5040000000000003,-4.585543770130102e-15
0.5120000000000003,-0.5120000000000003,0.5120000000000003,-0.2,0.5120000000000003,-0.2601822703780106,0.5120000000000003,-0.2317713931924831,0.5120000000000003,6.209419037684951,0.5120000000000003,4.115803399028682,0.5120000000000003,5.618979507602298e-05,0.5120000000000003,0.0002312661495646205,0.5120000000000003,-5.616684430712453e-14,0.5120000000000003,-3.724441017126552e-05,0.5120000000000003,-1.778012747125782e-14,0.5120000000000003,-8.60501919577529e-15,0.5120000000000003,-4.727368177481037e-15
0.5200000000000004,-0.5200000000000004,0.5200000000000004,-0.2,0.5200000000000004,-0.2601822703780106,0.5200000000000004,-0.2382874575496094,0.5200000000000004,5.946659631512539,0.5200000000000004,3.674433630224811,0.5200000000000004,6.327850347197742e-05,0.5200000000000004,0.0002325126612277313,0.5200000000000004,-5.630877656514722e-14,0.5200000000000004,-3.909970901912312e-05,0.5200000000000004,-1.778869554264963e-14,0.5200000000000004,-8.644870231247342e-15,0.5200000000000004,-4.880581363466864e-15
0.5280000000000004,-0.5280000000000004,0.5280000000000004,-0.2,0.5280000000000004,-0.2601822703780106,0.5280000000000004,-0.244822026058303,0.5280000000000004,5.698343596765818,0.5280000000000004,3.300914024972895,0.5280000000000004,7.071517969658199e-05,0.5280000000000004,0.000233424728438926,0.5280000000000004,-5.643710184887783e-14,0.5280000000000004,-4.096361064846588e-05,0.5280000000000004,-1.779534192044561e-14,0.5280000000000004,-8.687048725144815e-15,0.5280000000000004,-5.045855807262673e-15
0.5360000000000004,-0.5360000000000004,0.5360000000000004,-0.2,0.5360000000000004,-0.2601822703780106,0.5360000000000004,-0.2513745970290261,0.5360000000000004,5.464007598238829,0.5360000000000004,2.983086476908446,0.5360000000000004,7.845670596378667e-05,0.5360000000000004,0.0002340431385833542,0.5360000000000004,-5.655210863913451e-14,0.5360000000000004,-4.283360415877757e-05,0.5360000000000004,-1.780014321464786e-14,0.5360000000000004,-8.731625675675313e-15,0.5360000000000004,-5.223856029858111e-15
0.5440000000000004,-0.5440000000000004,0.5440000000000004,-0.2,0.5440000000000004,-0.2601822703780106,0.5440000000000004,-0.2579448075702154,0.5440000000000004,5.243102431244317,0.5440000000000004,2.711090457671886,0.5440000000000004,8.646187877589343e-05,0.5440000000000004,0.0002344059745017081,0.5440000000000004,-5.665399521160017e-14,0.5440000000000004,-4.470749476588654e-05,0.5440000000000004,-1.780316665236413e-14,0.5440000000000004,-8.778661150235929e-15,0.5440000000000004,-5.415228278652917e-15
0.5520000000000004,-0.5520000000000004,0.5520000000000004,-0.2,0.5520000000000004,-0.2601822703780106,0.5520000000000004,-0.2645324107424425,0.5520000000000004,5.035013001719745,0.5520000000000004,2.476943791815267,0.5520000000000004,9.469246743460675e-05,0.5520000000000004,0.0002345479193438186,0.5520000000000004,-5.674288851092293e-14,0.5520000000000004,-4.658337908240855e-05,0.5520000000000004,-1.780447301068517e-14,0.5520000000000004,-8.828202057581202e-15,0.5520000000000004,-5.620588929774665e-15
0.5600000000000004,-0.5600000000000004,0.5600000000000004,-0.2,0.5600000000000004,-0.2601822703780106,0.5600000000000004,-0.271137255856771,0.5600000000000004,4.839079880665604,0.5600000000000004,2.274186183831344,0.5600000000000004,0.0001031137893689865,0.5600000000000004,0.0002344999551454444,0.5600000000000004,-5.681886124080939e-14,0.5600000000000004,-4.845961648257226e-05,0.5600000000000004,-1.780411914522831e-14,0.5600000000000004,-8.880279867913648e-15,0.5600000000000004,-5.840511748498979e-15
0.5680000000000004,-0.5680000000000004,0.5680000000000004,-0.2,0.5680000000000004,-0.2601822703780106,0.5680000000000004,-0.2777592715702343,0.5680000000000004,4.654619716575513,0.5680000000000004,2.097582941871737,0.5680000000000004,0.0001116949153568775,0.5680000000000004,0.0002342893491463937,0.5680000000000004,-5.688194763012168e-14,0.5680000000000004,-5.033479927741583e-05,0.5680000000000004,-1.780216017709923e-14,0.5680000000000004,-8.934908351481979e-15,0.5680000000000004,-6.075514231082777e-15
0.5760000000000004,-0.5760000000000004,0.5760000000000004,-0.2,0.5760000000000004,-0.2601822703780106,0.5760000000000004,-0.2843984514519213,0.5760000000000004,4.48094293404902,0.5760000000000004,1.942882800784564,0.5760000000000004,0.0001204086165567583,0.5760000000000004,0.0002339398301743891,0.5760000000000004,-5.693215818620227e-14,0.5760000000000004,-5.220772360140968e-05,0.5760000000000004,-1.779865137878408e-14,0.5760000000000004,-8.992081418960651e-15,0.5760000000000004,-6.326043339780514e-15
0.5840000000000004,-0.5840000000000004,0.5840000000000004,-0.2,0.5840000000000004,-0.2601822703780106,0.5840000000000004,-0.2910548417173772,0.5840000000000004,4.317368051150184,0.5840000000000004,1.806622306264674,0.5840000000000004,0.000129231148670975,0.5840000000000004,0.0002334718758531898,0.5840000000000004,-5.696949361448571e-14,0.5840000000000004,-5.407736220012975e-05,0.5840000000000004,-1.779364978177451e-14,0.5840000000000004,-9.051771157187231e-15,0.5840000000000004,-6.592461031178615e-15
0.5920000000000004,-0.5920000000000004,0.5920000000000004,-0.2,0.5920000000000004,-0.2601822703780106,0.5920000000000004,-0.2977285308555868,0.5920000000000004,4.16323256272417,0.5920000000000004,1.685969091219397,0.5920000000000004,0.000138141946577902,0.5920000000000004,0.0002329030521312239,0.5920000000000004,-5.699395796699349e-14,0.5920000000000004,-5.594283975789922e-05,0.5920000000000004,-1.77872155152711e-14,0.5920000000000004,-9.113926160335321e-15,0.5920000000000004,-6.875030059101393e-15
0.6000000000000004,-0.6000000000000004,0.6000000000000004,-0.2,0.6000000000000004,-0.2601822703780106,0.6000000000000004,-0.3044196408993043,0.6000000000000004,4.017900695797237,0.6000000000000004,1.578596963330866,0.6000000000000004,0.0001471232814483605,0.6000000000000004,0.0002322483653296543,0.6000000000000004,-5.700557098218121e-14,0.6000000000000004,-5.78034110132952e-05,0.6000000000000004,-1.777941287596004e-14,0.6000000000000004,-9.17847025791416e-15,0.6000000000000004,-7.173900598967549e-15
0.6080000000000004,-0.6080000000000004,0.6080000000000004,-0.2,0.6080000000000004,-0.2601822703780106,0.6080000000000004,-0.3111283201154289,0.6080000000000004,3.88076851158835,0.6080000000000004,1.482586632485844,0.6080000000000004,0.0001561599145370394,0.6080000000000004,0.0002315206018227465,0.6080000000000004,-5.700437949666758e-14,0.6080000000000004,-5.965844165440884e-05,0.6080000000000004,-1.777031112351115e-14,0.6080000000000004,-9.245301735933739e-15,0.6080000000000004,-7.489098281997741e-15
0.6160000000000004,-0.6160000000000004,0.6160000000000004,-0.2,0.6160000000000004,-0.2601822703780106,0.6160000000000004,-0.3178547369174038,0.6160000000000004,3.751266872274619,0.6160000000000004,1.3963468971326,0.6160000000000004,0.0001652387682863647,0.6160000000000004,0.000230730641382678,0.6160000000000004,-5.699046774820438e-14,0.6160000000000004,-6.150739183290429e-05,0.6160000000000004,-1.775998499496683e-14,0.6160000000000004,-9.314293135387226e-15,0.6160000000000004,-7.820514237102727e-15
0.6240000000000004,-0.6240000000000004,0.6240000000000004,-0.2,0.6240000000000004,-0.2601822703780106,0.6240000000000004,-0.3245990748244283,0.6240000000000004,3.628862762324215,0.6240000000000004,1.318552048502957,0.6240000000000004,0.000174348625784518,0.6240000000000004,0.0002298877376818516,0.6240000000000004,-5.696396635151851e-14,0.6240000000000004,-6.334980205609091e-05,0.6240000000000004,-1.774851493332178e-14,0.6240000000000004,-9.385291692707911e-15,0.6240000000000004,-8.167897709399789e-15
0.6320000000000005,-0.6320000000000005,0.6320000000000005,-0.2,0.6320000000000005,-0.2601822703780106,0.6320000000000005,-0.3313615283140732,0.6320000000000005,3.51305939102277,0.6320000000000005,1.248092080440915,0.6320000000000005,0.0001834798632340146,0.6320000000000005,0.000228999764222756,0.6320000000000005,-5.692505971644896e-14,0.6320000000000005,-6.518528118483921e-05,0.6320000000000005,-1.773598703089584e-14,0.6320000000000005,-9.45812046062334e-15,0.6320000000000005,-8.530851753816541e-15
0.6400000000000005,-0.6400000000000005,0.6400000000000005,-0.2,0.6400000000000005,-0.2601822703780106,0.6400000000000005,-0.338142299434236,0.6400000000000005,3.403395428156807,0.6400000000000005,1.18403299144086,0.6400000000000005,0.000192624216096633,0.6400000000000005,0.0002280734268088469,0.6400000000000005,-5.687399169189014e-14,0.6400000000000005,-6.701349626377851e-05,0.6400000000000005,-1.7722492695924e-14,0.6400000000000005,-9.532580116217029e-15,0.6400000000000005,-8.908832390710551e-15
0.6480000000000005,-0.6480000000000005,0.6480000000000005,-0.2,0.6480000000000005,-0.2601822703780106,0.6480000000000005,-0.3449415950577345,0.6480000000000005,3.299443651899619,0.6480000000000005,1.125585037879047,0.6480000000000005,0.000201774577269759,0.6480000000000005,0.0002271144451992104,0.6480000000000005,-5.681106925840004e-14,0.6480000000000005,-6.883416392595423e-05,0.6480000000000005,-1.770812806027062e-14,0.6480000000000005,-9.608451428129929e-15,0.6480000000000005,-9.30115146281714e-15
0.6560000000000005,-0.6560000000000005,0.6560000000000005,-0.2,0.6560000000000005,-0.2601822703780106,0.6560000000000005,-0.3517596246790552,0.6560000000000005,3.200809223229123,0.6560000000000005,1.072077257157788,0.6560000000000005,0.0002109248244579119,0.6560000000000005,0.0002261277072713261,0.6560000000000005,-5.673666415376282e-14,0.6560000000000005,-7.064704313845116e-05,0.6560000000000005,-1.769299315630187e-14,0.6560000000000005,-9.685498319370874e-15,0.6560000000000005,-9.70698325842655e-15
0.6640000000000005,-0.6640000000000005,0.6640000000000005,-0.2,0.6640000000000005,-0.2601822703780106,0.6640000000000005,-0.3585965986659732,0.6640000000000005,3.10712774703778,0.6640000000000005,1.022936943923106,0.6640000000000005,0.0002200696734216424,0.6640000000000005,0.0002251173991800909,0.6640000000000005,-5.66512123940475e-14,0.6640000000000005,-7.245192908299339e-05,0.6640000000000005,-1.7677190900635e-14,0.6640000000000005,-9.763471429130583e-15,0.6640000000000005,-1.012537477738328e-14
0.6720000000000005,-0.6720000000000005,0.6720000000000005,-0.2,0.6720000000000005,-0.2601822703780106,0.6720000000000005,-0.3654527268917404,0.6720000000000005,3.018063236524955,0.6720000000000005,0.9776730489073872,0.6720000000000005,0.0002292045537308169,0.6720000000000005,0.0002240871148694648,0.6720000000000005,-5.655521174078688e-14,0.6720000000000005,-7.424864799306556e-05,0.6720000000000005,-1.766082593067885e-14,0.6720000000000005,-9.842112049218325e-15,0.6720000000000005,-1.05552593294707e-14
0.6800000000000005,-0.6800000000000005,0.6800000000000005,-0.2,0.6800000000000005,-0.2601822703780106,0.6800000000000005,-0.372328217683668,0.6800000000000005,2.933306063440296,0.6800000000000005,0.9358626937669822,0.6800000000000005,0.0002383255038316505,0.6800000000000005,0.0002230399480092616,0.6800000000000005,-5.644921725480434e-14,0.6800000000000005,-7.60370527948788e-05,0.6800000000000005,-1.764400334570277e-14,0.6800000000000005,-9.921156290739805e-15,0.6800000000000005,-1.09954729846654e-14
0.6880000000000005,-0.6880000000000005,0.6880000000000005,-0.2,0.6880000000000005,-0.2601822703780106,0.6880000000000005,-0.3792232770338215,0.6880000000000005,2.852570950791336,0.6880000000000005,0.8971401696458939,0.6880000000000005,0.0002474290825367424,0.6880000000000005,0.0002219785690823409,0.6880000000000005,-5.633383516079465e-14,0.6880000000000005,-7.781701942272301e-05,0.6880000000000005,-1.762682740700028e-14,0.6880000000000005,-1.000033932613264e-14,0.6880000000000005,-1.144477325585751e-14
0.6960000000000005,-0.6960000000000005,0.6960000000000005,-0.2,0.6960000000000005,-0.2601822703780106,0.6960000000000005,-0.3861381080253906,0.6960000000000005,2.775595045216796,0.6960000000000005,0.8611879228383376,0.6960000000000005,0.0002565122943909969,0.6960000000000005,0.0002209052899890788,0.6960000000000005,-5.620971531668239e-14,0.6960000000000005,-7.95884436996125e-05,0.6960000000000005,-1.760940025126259e-14,0.6960000000000005,-1.007939955141969e-14,0.6960000000000005,-1.190185929797772e-14
0.7040000000000005,-0.7040000000000005,0.7040000000000005,-0.2,0.7040000000000005,-0.2601822703780106,0.7040000000000005,-0.3930729104355163,0.7040000000000005,2.702136091969658,0.7040000000000005,0.8277291364342034,0.7040000000000005,0.0002655725267110127,0.7040000000000005,0.000219822118195156,0.7040000000000005,-5.60775426323733e-14,0.7040000000000005,-8.135123869168311e-05,0.7040000000000005,-1.759182066761754e-14,0.7040000000000005,-1.015808252323243e-14,0.7040000000000005,-1.236539285960452e-14
0.7120000000000005,-0.7120000000000005,0.7120000000000005,-0.2,0.7120000000000005,-0.2601822703780106,0.7120000000000005,-0.4000278804813952,0.7120000000000005,2.631970725170079,0.7120000000000005,0.796521598981851,0.7120000000000005,0.0002746074964183104,0.7120000000000005,0.0002187308021395155,0.7120000000000005,-5.593802781033438e-14,0.7120000000000005,-8.310533245975161e-05,0.7120000000000005,-1.7574182982322e-14,0.7120000000000005,-1.023614454352484e-14,0.7120000000000005,-1.283401922550215e-14
0.7200000000000005,-0.7200000000000005,0.7200000000000005,-0.2,0.7200000000000005,-0.2601822703780106,0.7200000000000005,-0.4070032106818033,0.7200000000000005,2.564892878715082,0.7200000000000005,0.7673526152737288,0.7200000000000005,0.0002836152050767944,0.7200000000000005,0.0002176328693470731,0.7200000000000005,-5.579189778455719e-14,0.7200000000000005,-8.485066614406707e-05,0.7200000000000005,-1.755657608648054e-14,0.7200000000000005,-1.031335578991164e-14,0.7200000000000005,-1.330638743764924e-14
0.7280000000000005,-0.7280000000000005,0.7280000000000005,-0.2,0.7280000000000005,-0.2601822703780106,0.7280000000000005,-0.4139990898106445,0.7280000000000005,2.500712318207647,0.7280000000000005,0.7400347644457117,0.7280000000000005,0.0002925939007986227,0.7280000000000005,0.0002165296584557606,0.7280000000000005,-5.563988621631003e-14,0.7280000000000005,-8.65871923288757e-05,0.7280000000000005,-1.753908263221868e-14,0.7280000000000005,-1.038950291872506e-14,0.7280000000000005,-1.378116917049141e-14
0.7360000000000005,-0.7360000000000005,0.7360000000000005,-0.2,0.7360000000000005,-0.2601822703780106,0.7360000000000005,-0.4210157029229158,0.7360000000000005,2.439253290900847,0.7360000000000005,0.7144023498409804,0.7360000000000005,0.0003015420459007331,0.7360000000000005,0.0002154223461673405,0.7360000000000005,-5.548272436808163e-14,0.7360000000000005,-8.831487364227518e-05,0.7360000000000005,-1.752177841233024e-14,0.7360000000000005,-1.046439109856357e-14,0.7360000000000005,-1.425707575285686e-14
0.7440000000000005,-0.7440000000000005,0.7440000000000005,-0.2,0.7440000000000005,-0.2601822703780106,0.7440000000000005,-0.4280532314369799,0.7440000000000005,2.380353288492738,0.7440000000000005,0.6903084159583083,0.7440000000000005,0.0003104582893793972,0.7440000000000005,0.0002143119699626178,0.7440000000000005,-5.532113262602353e-14,0.7440000000000005,-9.003368155421673e-05,0.7440000000000005,-1.750473192835529e-14,0.7440000000000005,-1.053784546185058e-14,0.7440000000000005,-1.473287296231629e-14
0.7520000000000006,-0.7520000000000006,0.7520000000000006,-0.2,0.7520000000000006,-0.2601822703780106,0.7520000000000006,-0.435111853259529,0.7520000000000006,2.323861916315029,0.7520000000000006,0.6676222321570164,0.7520000000000006,0.0003193414434258532,0.7520000000000006,0.0002131994472802117,0.7520000000000006,-5.515581288140209e-14,0.7520000000000006,-9.174359534165115e-05,0.7520000000000006,-1.748800414299875e-14,0.7520000000000006,-1.060971198869457e-14,0.7520000000000006,-1.520739335598395e-14
0.7600000000000006,-0.7600000000000006,0.7600000000000006,-0.2,0.7600000000000006,-0.2601822703780106,0.7600000000000006,-0.4421917429422864,0.7600000000000006,2.269639861779632,0.7600000000000006,0.6462271620692746,0.7600000000000006,0.0003281904633363361,0.7600000000000006,0.0002120855917400408,0.7600000000000006,-5.498744191844514e-14,0.7600000000000006,-9.344460119492726e-05,0.7600000000000006,-1.747164840525393e-14,0.7600000000000006,-1.06798578596806e-14,0.7600000000000006,-1.567954603442116e-14
0.7680000000000006,-0.7680000000000006,0.7680000000000006,-0.2,0.7680000000000006,-0.2601822703780106,0.7680000000000006,-0.4492930718612714,0.7680000000000006,2.217557954695646,0.7680000000000006,0.6260188529876795,0.7680000000000006,0.0003370044302782172,0.7680000000000006,0.0002109711268945359,0.7680000000000006,-5.481666589428973e-14,0.7680000000000006,-9.513669144378972e-05,0.7680000000000006,-1.745571053082706e-14,0.7680000000000006,-1.074817133127955e-14,0.7680000000000006,-1.614832385418606e-14
0.7760000000000006,-0.7760000000000006,0.7760000000000006,-0.2,0.7760000000000006,-0.2601822703780106,0.7760000000000006,-0.4564160084113592,0.7760000000000006,2.167496312107656,0.7760000000000006,0.6069036917107113,0.7760000000000006,0.0003457825364640619,0.7760000000000006,0.0002098566979091328,0.7760000000000006,-5.464409594032941e-14,0.7760000000000006,-9.681986388485872e-05,0.7760000000000006,-1.744022901654852e-14,0.7760000000000006,-1.081456119908629e-14,0.7760000000000006,-1.661280820405608e-14
0.7840000000000006,-0.7840000000000006,0.7840000000000006,-0.2,0.7840000000000006,-0.2601822703780106,0.7840000000000006,-0.4635607182100169,0.7840000000000006,2.11934356053616,0.7840000000000006,0.5887974831059912,0.7840000000000006,0.0003545240723600265,0.7840000000000006,0.0002087428815060699,0.7840000000000006,-5.447030486580563e-14,0.7840000000000006,-9.849412119539673e-05,0.7840000000000006,-1.742523536532139e-14,0.7840000000000006,-1.087895592033192e-14,0.7840000000000006,-1.707217153703877e-14
0.7920000000000006,-0.7920000000000006,0.7920000000000006,-0.2,0.7920000000000006,-0.2601822703780106,0.7920000000000006,-0.470727364305613,0.7920000000000006,2.0729961288498,0.7920000000000006,0.5716243155064923,0.7920000000000006,0.0003632284156169337,0.7920000000000006,0.0002076301944495374,0.7920000000000006,-5.429582490551237e-14,0.7920000000000006,-0.0001001594704206234,0.7920000000000006,-1.741075449759097e-14,0.7920000000000006,-1.094130246867201e-14,0.7920000000000006,-1.752567790436344e-14
0.8,-0.8,0.8,-0.2,0.8,-0.2601822703780106,0.8,-0.4779161073863639,0.8,2.028357605418033,0.8,0.5553155833900191,0.8,0.0003718950214635202,0.8,0.0002065191008038584,0.8,-5.412114642447879e-14,0.8,-0.0001018159225238567,0.8,-1.739680522603982e-14,0.8,-1.100156499196858e-14,0.8,-1.797268176995362e-14
