PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y,PM0:cdb X,PM0:cdb Y,PM0:gds X,PM0:gds Y
0.3680000000000003,-0.3680000000000003,0.3680000000000003,-0.2,0.3680000000000003,-0.2566417921368623,0.3680000000000003,-0.1206153386354812,0.3680000000000003,13.52001381639929,0.3680000000000003,65.16544379419319,0.3680000000000003,9.387907451753183e-05,0.3680000000000003,-7.019797322027444e-14,0.3680000000000003,-6.943711433494065e-06,0.3680000000000003,-2.074354124333366e-14,0.3680000000000003,-3.503548550991142e-15,0.3680000000000003,-8.280872812752709e-15,0.3680000000000003,1.440626642765184e-06
0.3760000000000003,-0.3760000000000003,0.3760000000000003,-0.2,0.3760000000000003,-0.2566417921368623,0.3760000000000003,-0.1262610997452945,0.3760000000000003,12.9418463012341,0.3760000000000003,56.55851866424812,0.3760000000000003,9.989637327083367e-05,0.3760000000000003,-7.130909856113352e-14,0.3760000000000003,-7.718865681605911e-06,0.3760000000000003,-2.089906815715211e-14,0.3760000000000003,-3.556816280523063e-15,0.3760000000000003,-8.30207424076113e-15,0.3760000000000003,1.766248049455729e-06
0.3840000000000003,-0.3840000000000003,0.3840000000000003,-0.2,0.3840000000000003,-0.2566417921368623,0.3840000000000003,-0.1320011043538922,0.3840000000000003,12.38738207953465,0.3840000000000003,48.80434491107243,0.3840000000000003,0.0001058101236403104,0.3840000000000003,-7.22855866344621e-14,0.3840000000000003,-8.541766368495643e-06,0.3840000000000003,-2.103234534001033e-14,0.3840000000000003,-3.615334502798133e-15,0.3840000000000003,-8.324466180155402e-15,0.3840000000000003,2.168047206311437e-06
0.3920000000000003,-0.3920000000000003,0.3920000000000003,-0.2,0.3920000000000003,-0.2566417921368623,0.3920000000000003,-0.1378250407516291,0.3920000000000003,11.85649850311079,0.3920000000000003,41.8903847658516,0.3920000000000003,0.0001115868451081159,0.3920000000000003,-7.314855665358017e-14,0.3920000000000003,-9.411450191571107e-06,0.3920000000000003,-2.114704291368551e-14,0.3920000000000003,-3.679546078336986e-15,0.3920000000000003,-8.348175503553587e-15,0.3920000000000003,2.663781813698683e-06
0.4000000000000003,-0.4000000000000004,0.4000000000000003,-0.2,0.4000000000000003,-0.2566417921368623,0.4000000000000003,-0.1437235776710278,0.4000000000000003,11.34867495933776,0.4000000000000003,35.78788066944237,0.4000000000000003,0.0001171942609606033,0.4000000000000003,-7.391571625218072e-14,0.4000000000000003,-1.032669112304683e-05,0.4000000000000003,-2.124619876966395e-14,0.4000000000000003,-3.749935816710585e-15,0.4000000000000003,-8.373331807291917e-15,0.4000000000000003,3.274691285663923e-06
0.4080000000000003,-0.4080000000000004,0.4080000000000003,-0.2,0.4080000000000003,-0.2566417921368623,0.4080000000000003,-0.1496883513427705,0.4080000000000003,10.86308586102286,0.4080000000000003,30.45450014848293,0.4080000000000003,0.0001226008770091471,0.4080000000000003,-7.460176083607962e-14,0.4080000000000003,-1.128600828327823e-05,0.4080000000000003,-2.133230461188405e-14,0.4080000000000003,-3.827032528194063e-15,0.4080000000000003,-8.400067608992246e-15,0.4080000000000003,4.025706427995811e-06
0.4160000000000003,-0.4160000000000004,0.4160000000000003,-0.2,0.4160000000000003,-0.2566417921368623,0.4160000000000003,-0.1557119313334674,0.4160000000000003,10.39869410523905,0.4160000000000003,25.83727984558154,0.4160000000000003,0.0001277757324314745,0.4160000000000003,-7.521879555846961e-14,0.4160000000000003,-1.228767104202099e-05,0.4160000000000003,-2.140739096263122e-14,0.4160000000000003,-3.911410929109626e-15,0.4160000000000003,-8.428518613949027e-15,0.4160000000000003,4.945401884220622e-06
0.4240000000000003,-0.4240000000000004,0.4240000000000003,-0.2,0.4240000000000003,-0.2566417921368623,0.4240000000000003,-0.1617877710136831,0.4240000000000003,9.954344208184219,0.4240000000000003,21.87570081483812,0.4240000000000003,0.0001326884544316377,0.4240000000000003,-7.577673814751762e-14,0.4240000000000003,-1.332970325888844e-05,0.4240000000000003,-2.147310515131008e-14,0.4240000000000003,-4.003693337052889e-15,0.4240000000000003,-8.458823951867732e-15,0.4240000000000003,6.065563592899209e-06
0.4320000000000003,-0.4320000000000004,0.4320000000000003,-0.2,0.4320000000000003,-0.2566417921368623,0.4320000000000003,-0.1679101477139042,0.4320000000000003,9.528853310408618,0.4320000000000003,18.50472338776884,0.4320000000000003,0.0001373097237285196,0.4320000000000003,-7.628368188282379e-14,0.4320000000000003,-1.440988954870497e-05,0.4320000000000003,-2.153077972080243e-14,0.4320000000000003,-4.104551066138901e-15,0.4320000000000003,-8.491126312908831e-15,0.4320000000000003,7.420252702576355e-06
0.4400000000000003,-0.4400000000000004,0.4400000000000003,-0.2,0.4400000000000003,-0.2566417921368623,0.4400000000000003,-0.1740740967808848,0.4400000000000003,9.121096312313879,0.4400000000000003,15.65762143603269,0.4400000000000003,0.0001416121995078762,0.4400000000000003,-7.674621094065444e-14,0.4400000000000003,-1.552578710488583e-05,0.4400000000000003,-2.158149069299356e-14,0.4400000000000003,-4.214705407467242e-15,0.4400000000000003,-8.525571929897746e-15,0.4400000000000003,9.044298336526763e-06
0.4480000000000003,-0.4480000000000004,0.4480000000000003,-0.2,0.4480000000000003,-0.2566417921368623,0.4480000000000003,-0.1802753429200334,0.4480000000000003,8.730079132917846,0.4480000000000003,13.26848090820015,0.4480000000000003,0.0001455718577432788,0.4480000000000003,-7.716966774909417e-14,0.4480000000000003,-1.667474664629772e-05,0.4480000000000003,-2.162610621997547e-14,0.4480000000000003,-4.334928055855585e-15,0.4480000000000003,-8.562310364603743e-15,0.4480000000000003,1.097125275684821e-05
0.4560000000000003,-0.4560000000000004,0.4560000000000003,-0.2,0.4560000000000003,-0.2566417921368623,0.4560000000000003,-0.1865102314472365,0.4560000000000003,8.354992534439726,0.4560000000000003,11.27426264100139,0.4560000000000003,0.0001491695790200904,0.4560000000000003,-7.755837588770766e-14,0.4560000000000003,-1.785394521963379e-05,0.4560000000000003,-2.166532666009607e-14,0.4560000000000003,-4.466040820650962e-15,0.4560000000000003,-8.601494062508808e-15,0.4560000000000003,1.323098314896459e-05
0.4640000000000004,-0.4640000000000004,0.4640000000000004,-0.2,0.4640000000000004,-0.2566417921368623,0.4640000000000004,-0.1927756614002851,0.4640000000000004,7.995239337103949,0.4640000000000004,9.616370614961905,0.4640000000000004,0.0001523927143175819,0.4640000000000004,-7.791582380416546e-14,0.4640000000000004,-1.906043182604925e-05,0.4640000000000004,-2.169971729404898e-14,0.4640000000000004,-4.608914436736061e-15,0.4640000000000004,-8.643277644390495e-15,0.4640000000000004,1.584721725267923e-05
0.4720000000000004,-0.4720000000000004,0.4720000000000004,-0.2,0.4720000000000004,-0.2566417921368623,0.4720000000000004,-0.1990690218888884,0.4720000000000004,7.650430914430542,0.4720000000000004,8.241709981430452,0.4720000000000004,0.0001552363044690602,0.4720000000000004,-7.824481510823004e-14,0.4720000000000004,-2.029118440589698e-05,0.4720000000000004,-2.172973488668689e-14,0.4720000000000004,-4.764466272885035e-15,0.4720000000000004,-8.68781690584546e-15,0.4720000000000004,1.88354485681765e-05
0.4800000000000004,-0.4800000000000004,0.4800000000000004,-0.2,0.4800000000000004,-0.2566417921368623,0.4800000000000004,-0.2053881325924222,0.4800000000000004,7.320354231279515,0.4800000000000004,7.103260219792501,0.4800000000000004,0.0001577036664437269,0.4800000000000004,-7.854759101463162e-14,0.4800000000000004,-2.154317420461461e-05,0.4800000000000004,-2.175574919796443e-14,0.4800000000000004,-4.933656720135154e-15,0.4800000000000004,-8.735267498798515e-15,0.4800000000000004,2.220158934967664e-05
0.4880000000000004,-0.4880000000000004,0.4880000000000004,-0.2,0.4880000000000004,-0.2566417921368623,0.4880000000000004,-0.2117311889396268,0.4880000000000004,7.004916698289781,0.4880000000000004,6.160223449223487,0.4880000000000004,0.0001598061887448094,0.4880000000000004,-7.882592998917746e-14,0.4880000000000004,-2.281343171204754e-05,0.4880000000000004,-2.177806040584924e-14,0.4880000000000004,-5.117484035123189e-15,0.4880000000000004,-8.78578327306715e-15,0.4880000000000004,2.594162209569742e-05
0.4960000000000004,-0.4960000000000004,0.4960000000000004,-0.2,0.4960000000000004,-0.2566417921368623,0.4960000000000004,-0.2180967122148001,0.4960000000000004,6.704080492325287,0.4960000000000004,5.377832297920447,0.4960000000000004,0.000161562358577621,0.4960000000000004,-7.908122900966978e-14,0.4960000000000004,-2.409910781393092e-05,0.4960000000000004,-2.17969132554784e-14,0.4960000000000004,-5.3169774151904e-15,0.4960000000000004,-8.839514262010299e-15,0.4960000000000004,3.004228276885753e-05
0.5040000000000003,-0.5040000000000003,0.5040000000000003,-0.2,0.5040000000000003,-0.2566417921368623,0.5040000000000003,-0.2244835046180697,0.5040000000000003,6.417799058104309,0.5040000000000003,4.726913264722114,0.5040000000000003,0.0001629962099240378,0.5040000000000003,-7.93145701960552e-14,0.5040000000000003,-2.539752467294799e-05,0.5040000000000003,-2.181250860784274e-14,0.5040000000000003,-5.533188096675892e-15,0.5040000000000003,-8.896604304861844e-15,0.5040000000000003,3.448258954538274e-05
0.5120000000000003,-0.5120000000000003,0.5120000000000003,-0.2,0.5120000000000003,-0.2566417921368623,0.5120000000000003,-0.2308906091511731,0.5120000000000003,6.14596608940795,0.5120000000000003,4.183300021190333,0.5120000000000003,0.0001641354783409564,0.5120000000000003,-7.952677594820576e-14,0.5120000000000003,-2.670621281559147e-05,0.5120000000000003,-2.182501293477646e-14,0.5120000000000003,-5.767178298570766e-15,0.5120000000000003,-8.957188310053147e-15,0.5120000000000003,3.923588494956971e-05
0.5200000000000004,-0.5200000000000004,0.5200000000000004,-0.2,0.5200000000000004,-0.2566417921368623,0.5200000000000004,-0.2373172740928347,0.5200000000000004,5.888382680716219,0.5200000000000004,3.727179038864888,0.5200000000000004,0.0001650097549444051,0.5200000000000004,-7.971845517765232e-14,0.5200000000000004,-2.802293327248692e-05,0.5200000000000004,-2.183456619710282e-14,0.5200000000000004,-6.02000788384357e-15,0.5200000000000004,-9.021389178977685e-15,0.5200000000000004,4.4272022680901e-05
0.5280000000000004,-0.5280000000000004,0.5280000000000004,-0.2,0.5280000000000004,-0.2566417921368623,0.5280000000000004,-0.2437629217595747,0.5280000000000004,5.644743435132584,0.5280000000000004,3.342431504682441,0.5280000000000004,0.0001656488669026985,0.5280000000000004,-7.989004273599006e-14,0.5280000000000004,-2.934568573513453e-05,0.5280000000000004,-2.184128844902927e-14,0.5280000000000004,-6.292718682958814e-15,0.5280000000000004,-9.089314428283937e-15,0.5280000000000004,4.955939012381843e-05
0.5360000000000004,-0.5360000000000004,0.5360000000000004,-0.2,0.5360000000000004,-0.2566417921368623,0.5360000000000004,-0.2502271212090867,0.5360000000000004,5.414638619259081,0.5360000000000004,3.016015259519971,0.5360000000000004,0.0001660816137361077,0.5360000000000004,-8.004183372270147e-14,0.5360000000000004,-3.067270512671684e-05,0.5360000000000004,-2.184528543276733e-14,0.5360000000000004,-6.586316519973572e-15,0.5360000000000004,-9.161052570580025e-15,0.5360000000000004,5.50665694451895e-05
0.5440000000000004,-0.5440000000000004,0.5440000000000004,-0.2,0.5440000000000004,-0.2566417921368623,0.5440000000000004,-0.2567095645267583,0.5440000000000004,5.197567587089755,0.5440000000000004,2.737412068204579,0.5440000000000004,0.0001663348949110216,0.5440000000000004,-8.017401398996368e-14,0.5440000000000004,-3.200244963131099e-05,0.5440000000000004,-2.184665336102464e-14,0.5440000000000004,-6.90175110094813e-15,0.5440000000000004,-9.236669337634371e-15,0.5440000000000004,6.076355724555484e-05
0.5520000000000004,-0.5520000000000004,0.5520000000000004,-0.2,0.5520000000000004,-0.2566417921368623,0.5520000000000004,-0.2632100463358788,0.5520000000000004,4.992958465968107,0.5520000000000004,2.498150956799957,0.5520000000000004,0.000166433196528508,0.5520000000000004,-8.028668784208995e-14,0.5520000000000004,-3.333358321785768e-05,0.5520000000000004,-2.184548302974619e-14,0.5520000000000004,-7.239894064688888e-15,0.5520000000000004,-9.316203855492274e-15,0.5520000000000004,6.662255380343509e-05
0.5600000000000004,-0.5600000000000004,0.5600000000000004,-0.2,0.5600000000000004,-0.2566417921368623,0.5600000000000004,-0.2697284461829058,0.5600000000000004,4.8001899134446,0.5600000000000004,2.291408209063088,0.5600000000000004,0.0001663983686486383,0.5600000000000004,-8.037990364430688e-14,0.5600000000000004,-3.4664955272441e-05,0.5600000000000004,-2.184186335786673e-14,0.5600000000000004,-7.601515651539134e-15,0.5600000000000004,-9.399664905604832e-15,0.5600000000000004,7.261838723911849e-05
0.5680000000000004,-0.5680000000000004,0.5680000000000004,-0.2,0.5680000000000004,-0.2566417921368623,0.5680000000000004,-0.2762647134677578,0.5680000000000004,4.61861199221286,0.5680000000000004,2.111678464561862,0.5680000000000004,0.0001662496144478264,0.5680000000000004,-8.045367780365735e-14,0.5680000000000004,-3.599557934900461e-05,0.5680000000000004,-2.183588441387964e-14,0.5680000000000004,-7.987260608230724e-15,0.5680000000000004,-9.487027427803779e-15,0.5680000000000004,7.872865932850265e-05
0.5760000000000004,-0.5760000000000004,0.5760000000000004,-0.2,0.5760000000000004,-0.2566417921368623,0.5760000000000004,-0.2828188546122242,0.5760000000000004,4.447564427550653,0.5760000000000004,1.954508297073189,0.5760000000000004,0.0001660036185371541,0.5760000000000004,-8.050801736090439e-14,0.5760000000000004,-3.732461243483456e-05,0.5760000000000004,-2.182763996011097e-14,0.5760000000000004,-8.397624103613235e-15,0.5760000000000004,-9.578229437126734e-15,0.5760000000000004,8.493369856026654e-05
0.5840000000000004,-0.5840000000000004,0.5840000000000004,-0.2,0.5840000000000004,-0.2566417921368623,0.5840000000000004,-0.2893909221850172,0.5840000000000004,4.286391481874342,0.5840000000000004,1.816282691334951,0.5840000000000004,0.0001656747556724671,0.5840000000000004,-8.054294123633581e-14,0.5840000000000004,-3.865133559852711e-05,0.5840000000000004,-2.181722952438745e-14,0.5840000000000004,-8.832928566568147e-15,0.5840000000000004,-9.673169534357696e-15,0.5840000000000004,9.121639294525107e-05
0.5920000000000004,-0.5920000000000004,0.5920000000000004,-0.2,0.5920000000000004,-0.2566417921368623,0.5920000000000004,-0.295981005728441,0.5920000000000004,4.134453344330557,0.5920000000000004,1.694055143643287,0.5920000000000004,0.0001652753367128206,0.5920000000000004,-8.055850000688002e-14,0.5920000000000004,-3.997513648075845e-05,0.5920000000000004,-2.18047599951358e-14,0.5920000000000004,-9.293302457185069e-15,0.5920000000000004,-9.771705187159091e-15,0.5920000000000004,9.756195796399776e-05
0.6000000000000004,-0.6000000000000004,0.6000000000000004,-0.2,0.6000000000000004,-0.2566417921368623,0.6000000000000004,-0.3025892240577782,0.6000000000000004,3.991134323378653,0.6000000000000004,1.585413073458453,0.6000000000000004,0.0001648158627092553,0.6000000000000004,-8.055479396140979e-14,0.6000000000000004,-4.129549380083242e-05,0.6000000000000004,-2.179034672967455e-14,0.6000000000000004,-9.778662029081505e-15,0.6000000000000004,-9.873651942901997e-15,0.6000000000000004,0.0001039576785813444
0.6080000000000004,-0.6080000000000004,0.6080000000000004,-0.2,0.6080000000000004,-0.2566417921368623,0.6080000000000004,-0.3092157188293518,0.6080000000000004,3.855848316085161,0.6080000000000004,1.48837144673777,0.6080000000000004,0.0001643052691160483,0.6080000000000004,-8.053198909076977e-14,0.6080000000000004,-4.261196386557569e-05,0.6080000000000004,-2.177411416621326e-14,0.6080000000000004,-1.028869712070556e-14,0.6080000000000004,-9.978783704815403e-15,0.6080000000000004,0.0001103926506223796
0.6160000000000004,-0.6160000000000004,0.6160000000000004,-0.2,0.6160000000000004,-0.2566417921368623,0.6160000000000004,-0.3158606491972608,0.6160000000000004,3.728042079624672,0.6160000000000004,1.401288740471508,0.6160000000000004,0.0001637511501852751,0.6160000000000004,-8.049033062367816e-14,0.6160000000000004,-4.392416895730714e-05,0.6160000000000004,-2.175619593719607e-14,0.6160000000000004,-1.082286191744208e-14,0.6160000000000004,-1.008683416029396e-14,0.6160000000000004,0.000116857536534673
0.6240000000000004,-0.6240000000000004,0.6240000000000004,-0.2,0.6240000000000004,-0.2566417921368623,0.6240000000000004,-0.3225241874002583,0.6240000000000004,3.607196804878215,0.6240000000000004,1.322800499902528,0.6240000000000004,0.0001631599590656172,0.6240000000000004,-8.043015372206339e-14,0.6240000000000004,-4.523178742148831e-05,0.6240000000000004,-2.17367344940458e-14,0.6240000000000004,-1.138037145212804e-14,0.6240000000000004,-1.019749939609816e-14,0.6240000000000004,0.000123344343366698
0.6320000000000005,-0.6320000000000005,0.6320000000000005,-0.2,0.6320000000000005,-0.2566417921368623,0.6320000000000005,-0.329206515140218,0.6320000000000005,3.4928284287411,0.6320000000000005,1.251766705203896,0.6320000000000005,0.0001625371825808958,0.6320000000000005,-8.035189099933601e-14,0.6320000000000005,-4.653454525379619e-05,0.6320000000000005,-2.171588026958028e-14,0.6320000000000005,-1.196020436533719e-14,0.6320000000000005,-1.031044167327316e-14,0.6320000000000005,0.0001298462260620845
0.6400000000000005,-0.6400000000000005,0.6400000000000005,-0.2,0.6400000000000005,-0.2566417921368623,0.6400000000000005,-0.3359078206319094,0.6400000000000005,3.384487045781886,0.6400000000000005,1.187229964121454,0.6400000000000005,0.0001618874916877217,0.6400000000000005,-8.025607661835694e-14,0.6400000000000005,-4.783220898705549e-05,0.6400000000000005,-2.169379042252111e-14,0.6400000000000005,-1.256111214345128e-14,0.6400000000000005,-1.04252942697203e-14,0.6400000000000005,0.0001363573162571902
0.6480000000000005,-0.6480000000000005,0.6480000000000005,-0.2,0.6480000000000005,-0.2566417921368623,0.6480000000000005,-0.3426282962194162,0.6480000000000005,3.281755705334772,0.6480000000000005,1.128382193297554,0.6480000000000005,0.000161214869673744,0.6480000000000005,-8.014334685406335e-14,0.6480000000000005,-4.912457969122201e-05,0.6480000000000005,-2.167062722652494e-14,0.6480000000000005,-1.318163471481608e-14,0.6480000000000005,-1.054166723608975e-14,0.6480000000000005,0.0001428725751180226
0.6560000000000005,-0.6560000000000005,0.6560000000000005,-0.2,0.6560000000000005,-0.2566417921368623,0.6560000000000005,-0.3493681364695372,0.6560000000000005,3.184248813836465,0.6560000000000005,1.074537964415598,0.6560000000000005,0.0001605227206072555,0.6560000000000005,-8.00144371568109e-14,0.6560000000000005,-5.041148791822811e-05,0.6560000000000005,-2.164655618196895e-14,0.6560000000000005,-1.382012194037967e-14,0.6560000000000005,-1.065915385675049e-14,0.6560000000000005,0.0001493876679308933
0.6640000000000005,-0.6640000000000005,0.6640000000000005,-0.2,0.6640000000000005,-0.2566417921368623,0.6640000000000005,-0.3561275366643108,0.6640000000000005,3.091610306744994,0.6640000000000005,1.025113094639815,0.6640000000000005,0.0001598139606296491,0.6640000000000005,-7.987017591193487e-14,0.6640000000000005,-5.16927894440876e-05,0.6640000000000005,-2.162174394050012e-14,0.6640000000000005,-1.447476021538605e-14,0.6640000000000005,-1.077733756711799e-14,0.6640000000000005,0.0001558988578580215
0.6720000000000005,-0.6720000000000005,0.6720000000000005,-0.2,0.6720000000000005,-0.2566417921368623,0.6720000000000005,-0.362906691626758,0.6720000000000005,3.003511709784443,0.6720000000000005,0.9796073753406225,0.6720000000000005,0.0001590910945568767,0.6720000000000005,-7.971147524342501e-14,0.6720000000000005,-5.296836168099465e-05,0.6720000000000005,-2.159635613876425e-14,0.6720000000000005,-1.514360313138679e-14,0.6720000000000005,-1.089579905532018e-14,0.6720000000000005,0.0001624029162719999
0.6800000000000005,-0.6800000000000005,0.6800000000000005,-0.2,0.6800000000000005,-0.2566417921368623,0.6800000000000005,-0.3697057948229284,0.6800000000000005,2.919650174467212,0.6800000000000005,0.9375905772499049,0.6800000000000005,0.0001583562800284071,0.6800000000000005,-7.953931934061955e-14,0.6800000000000005,-5.423810065101048e-05,0.6800000000000005,-2.157055523806012e-14,0.6800000000000005,-1.582460495590406e-14,0.6800000000000005,-1.101412327195708e-14,0.6800000000000005,0.0001688970472515733
0.6880000000000005,-0.6880000000000005,0.6880000000000005,-0.2,0.6880000000000005,-0.2566417921368623,0.6880000000000005,-0.3765250376923062,0.6880000000000005,2.839746546323822,0.6880000000000005,0.8986910592707548,0.6880000000000005,0.0001576113811752484,0.6880000000000005,-7.935475088490032e-14,0.6880000000000005,-5.550191842978623e-05,0.6880000000000005,-2.154449846091382e-14,0.6880000000000005,-1.651565558495251e-14,0.6880000000000005,-1.113190608637972e-14,0.6880000000000005,0.0001753788240679089
0.6960000000000005,-0.6960000000000005,0.6960000000000005,-0.2,0.6960000000000005,-0.2566417921368623,0.6960000000000005,-0.3833646091654391,0.6960000000000005,2.763543504448909,0.6960000000000005,0.8625864544843417,0.6960000000000005,0.0001568580135089561,0.6960000000000005,-7.915885621107745e-14,0.6960000000000005,-5.675974098345783e-05,0.6960000000000005,-2.151833590441029e-14,0.6960000000000005,-1.721461561574474e-14,0.6960000000000005,-1.124876035932929e-14,0.6960000000000005,0.0001818461357623876
0.7040000000000005,-0.7040000000000005,0.7040000000000005,-0.2,0.7040000000000005,-0.2566417921368623,0.7040000000000005,-0.3902246953346397,0.7040000000000005,2.690803796418773,0.7040000000000005,0.8289960201735336,0.7040000000000005,0.0001560975814806002,0.7040000000000005,-7.89527498527883e-14,0.7040000000000005,-5.80115063344387e-05,0.7040000000000005,-2.149220889476157e-14,0.7040000000000005,-1.791935026774607e-14,0.7040000000000005,-1.13643212461992e-14,0.7040000000000005,0.0001882971421840171
0.7120000000000005,-0.7120000000000005,0.7120000000000005,-0.2,0.7120000000000005,-0.2566417921368623,0.7120000000000005,-0.397105479248214,0.7120000000000005,2.621308582139294,0.7120000000000005,0.7976743265023687,0.7120000000000005,0.0001553313099315986,0.7120000000000005,-7.873755909477745e-14,0.7120000000000005,-5.925716300249823e-05,0.7120000000000005,-2.146624862958764e-14,0.7120000000000005,-1.862776103581257e-14,0.7120000000000005,-1.147825059786712e-14,0.7120000000000005,0.000194730236101108
0.7200000000000005,-0.7200000000000005,0.7200000000000005,-0.2,0.7200000000000005,-0.2566417921368623,0.7200000000000005,-0.4040071408041576,0.7200000000000005,2.554855892753258,0.7200000000000005,0.7684060267148111,0.7200000000000005,0.0001545602704599755,0.7200000000000005,-7.851440909327449e-14,0.7200000000000005,-6.049666867648168e-05,0.7200000000000005,-2.144057513540299e-14,0.7200000000000005,-1.933781416949631e-14,0.7200000000000005,-1.15902403819236e-14,0.7200000000000005,0.000201144011221218
0.7280000000000005,-0.7280000000000005,0.7280000000000005,-0.2,0.7280000000000005,-0.2566417921368623,0.7280000000000005,-0.4109298567225814,0.7280000000000005,2.491259205596365,0.7280000000000005,0.7410015048585473,0.7280000000000005,0.0001537854035556195,0.7280000000000005,-7.828440903749461e-14,0.7280000000000005,-6.172998907951017e-05,0.7280000000000005,-2.141529654940892e-14,0.7280000000000005,-2.004756531490805e-14,0.7280000000000005,-1.170001510143425e-14,0.7280000000000005,0.0002075372351436401
0.7360000000000005,-0.7360000000000005,0.7360000000000005,-0.2,0.7360000000000005,-0.2566417921368623,0.7360000000000005,-0.4178738005801395,0.7360000000000005,2.430346132735384,0.7360000000000005,0.7152932385583839,0.7360000000000005,0.000153007537214214,0.7360000000000005,-7.804863972056656e-14,0.7360000000000005,-6.295709699674493e-05,0.7360000000000005,-2.139050871819279e-14,0.7360000000000005,-2.075517990710993e-14,0.7360000000000005,-1.180733323716614e-14,0.7360000000000005,0.0002139088264312248
0.7440000000000005,-0.7440000000000005,0.7440000000000005,-0.2,0.7440000000000005,-0.2566417921368623,0.7440000000000005,-0.424839142892028,0.7440000000000005,2.371957218393384,0.7440000000000005,0.691132746910865,0.7440000000000005,0.0001522274026188122,0.7440000000000005,-7.780814277697322e-14,0.7440000000000005,-6.417797143997029e-05,0.7440000000000005,-2.136629509226034e-14,0.7440000000000005,-2.14589491418202e-14,0.7440000000000005,-1.191198777965664e-14,0.7440000000000005,0.0002202578351253336
0.7520000000000006,-0.7520000000000006,0.7520000000000006,-0.2,0.7520000000000006,-0.2566417921368623,0.7520000000000006,-0.4318260512300493,0.7520000000000006,2.315944839217829,0.7520000000000006,0.6683880191753711,0.7520000000000006,0.000151445647377353,0.7520000000000006,-7.756391173481806e-14,0.7520000000000006,-6.539259692755436e-05,0.7520000000000006,-2.134272688499976e-14,0.7520000000000006,-2.21573015695774e-14,0.7520000000000006,-1.201380594801358e-14,0.7520000000000006,0.0002265834261424977
0.7600000000000006,-0.7600000000000006,0.7600000000000006,-0.2,0.7600000000000006,-0.2566417921368623,0.7600000000000006,-0.4388346903672091,0.7600000000000006,2.262172200622425,0.7600000000000006,0.6469413401537885,0.7600000000000006,0.0001506628467208214,0.7600000000000006,-7.73168849320328e-14,0.7600000000000006,-6.660096286190493e-05,0.7600000000000006,-2.131986345783065e-14,0.7600000000000006,-2.284881053293316e-14,0.7600000000000006,-1.211264821248117e-14,0.7600000000000006,0.0002328848650868506
0.7680000000000006,-0.7680000000000006,0.7680000000000006,-0.2,0.7680000000000006,-0.2566417921368623,0.7680000000000006,-0.4458652224408345,0.7680000000000006,2.21051242214283,0.7680000000000006,0.6266874441748423,0.7680000000000006,0.0001498795129975299,0.7680000000000006,-7.706794026095416e-14,0.7680000000000006,-6.780306298948751e-05,0.7680000000000006,-2.129775288974365e-14,0.7680000000000006,-2.353219780241527e-14,0.7680000000000006,-1.220840674812612e-14,0.7680000000000006,0.0002391615060915667
0.7760000000000006,-0.7760000000000006,0.7760000000000006,-0.2,0.7760000000000006,-0.2566417921368623,0.7760000000000006,-0.4529178071280633,0.7760000000000006,2.160847704750258,0.7760000000000006,0.6075319423485459,0.7760000000000006,0.0001490961037417325,0.7760000000000006,-7.681789163825639e-14,0.7760000000000006,-6.899889493092621e-05,0.7760000000000006,-2.127643268876761e-14,0.7760000000000006,-2.420633385921467e-14,0.7760000000000006,-1.230100344873525e-14,0.7760000000000006,0.0002454127813681193
0.7840000000000006,-0.7840000000000006,0.7840000000000006,-0.2,0.7840000000000006,-0.2566417921368623,0.7840000000000006,-0.4599926018284542,0.7840000000000006,2.113068573267194,0.7840000000000006,0.589389977940348,0.7840000000000006,0.0001483130285474965,0.7840000000000006,-7.65674870478018e-14,0.7840000000000006,-7.018845977073017e-05,0.7840000000000006,-2.125593060455644e-14,0.7840000000000006,-2.487023532465775e-14,0.7840000000000006,-1.23903876248237e-14,0.7840000000000006,0.0002516381921962494
0.7920000000000006,-0.7920000000000006,0.7920000000000006,-0.2,0.7920000000000006,-0.2566417921368623,0.7920000000000006,-0.4670897618497213,0.7920000000000006,2.067073187351559,0.7920000000000006,0.5721850728804466,0.7920000000000006,0.0001475306549396797,0.7920000000000006,-7.631740797178468e-14,0.7920000000000006,-7.137176169788374e-05,0.7920000000000006,-2.123626550465892e-14,0.7920000000000006,-2.552306005386445e-14,0.7920000000000006,-1.24765334993518e-14,0.7920000000000006,0.0002578373011322946
0.8,-0.8,0.8,-0.2,0.8,-0.2566417921368623,0.8,-0.4742094405933995,0.8,2.022766714910661,0.8,0.5558481349972944,0.8,0.0001467493134015867,0.8,-7.606827000869987e-14,0.8,-7.254880768993056e-05,0.8,-2.121744828152986e-14,0.8,-2.616410040020384e-14,0.8,-1.255943760110008e-14,0.8,0.0002640097252504067
