NM0:cdb X,NM0:cdb Y,NM0:cgd X,NM0:cgd Y,NM0:id X,NM0:id Y,NM0:csb X,NM0:csb Y,NM0:cgs X,NM0:cgs Y,NM0:gm X,NM0:gm Y,NM0:self_gain X,NM0:self_gain Y,NM0:gds X,NM0:gds Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:vdsat X,NM0:vdsat Y,NM0:vth X,NM0:vth Y,NM0:vds X,NM0:vds Y,NM0:vgs X,NM0:vgs Y
0.4480000000000003,-5.568506845386251e-15,0.4480000000000003,-3.801239017112109e-15,0.4480000000000003,0.0001664792329738122,0.4480000000000003,-1.045058422509532e-14,0.4480000000000003,-3.872814424102685e-14,0.4480000000000003,0.001400358396131897,0.4480000000000003,8.189942797330684,0.4480000000000003,0.0001709851253891921,0.4480000000000003,8.411610091656524,0.4480000000000003,0.1849595593620109,0.4480000000000003,0.2642648364102932,0.4480000000000003,0.2,0.4480000000000003,0.4480000000000003
0.4560000000000003,-5.586111625383939e-15,0.4560000000000003,-3.896142703095258e-15,0.4560000000000003,0.0001777906019215111,0.4560000000000003,-1.045969545067795e-14,0.4560000000000003,-3.887699292264807e-14,0.4560000000000003,0.001427211732592934,0.4560000000000003,7.261959198891543,0.4560000000000003,0.0001965326013964361,0.4560000000000003,8.02748692658556,0.4560000000000003,0.1908545144292277,0.4560000000000003,0.2642648364102932,0.4560000000000003,0.2,0.4560000000000003,0.4560000000000003
0.4640000000000004,-5.604915968435026e-15,0.4640000000000004,-3.999579054565332e-15,0.4640000000000004,0.0001893028794483197,0.4640000000000004,-1.046746053115799e-14,0.4640000000000004,-3.901307211991378e-14,0.4640000000000004,0.001450630405208722,0.4640000000000004,6.452405580741195,0.4640000000000004,0.0002248200902836127,0.4640000000000004,7.6630128893863,0.4640000000000004,0.1967415325445163,0.4640000000000004,0.2642648364102932,0.4640000000000004,0.2,0.4640000000000004,0.4640000000000004
0.4720000000000004,-5.624978977412456e-15,0.4720000000000004,-4.112155935730362e-15,0.4720000000000004,0.0002009890700898982,0.4720000000000004,-1.047396014577889e-14,0.4720000000000004,-3.913701692585496e-14,0.4720000000000004,0.001470744051351654,0.4720000000000004,5.748632684148209,0.4720000000000004,0.0002558424119542746,0.4720000000000004,7.317532494157209,0.4720000000000004,0.2026178911168342,0.4720000000000004,0.2642648364102932,0.4720000000000004,0.2,0.4720000000000004,0.4720000000000004
0.4800000000000004,-5.64635651190247e-15,0.4800000000000004,-4.234489085088143e-15,0.4800000000000004,0.0002128233844298057,0.4800000000000004,-1.047926095661092e-14,0.4800000000000004,-3.924931023094835e-14,0.4800000000000004,0.001487723016150587,0.4800000000000004,5.138202389273882,0.4800000000000004,0.0002895415367943162,0.4800000000000004,6.990411416198577,0.4800000000000004,0.2084813914987115,0.4800000000000004,0.2642648364102932,0.4800000000000004,0.2,0.4800000000000004,0.4800000000000004
0.4880000000000004,-5.669099867717588e-15,0.4880000000000004,-4.367193790188361e-15,0.4880000000000004,0.0002247815306422658,0.4880000000000004,-1.048341881229978e-14,0.4880000000000004,-3.935030996028715e-14,0.4880000000000004,0.001501769495406148,0.4880000000000004,4.60931442572369,0.4880000000000004,0.0003258119010118,0.4880000000000004,6.681018191826681,0.4880000000000004,0.2143302865050028,0.4880000000000004,0.2642648364102932,0.4880000000000004,0.2,0.4880000000000004,0.4880000000000004
0.4960000000000004,-5.693254311373647e-15,0.4960000000000004,-4.510874991772556e-15,0.4960000000000004,0.0002368409299616374,0.4960000000000004,-1.048648144639099e-14,0.4960000000000004,-3.944027239981485e-14,0.4960000000000004,0.001513107567995461,0.4960000000000004,4.151087494494103,0.4960000000000004,0.000364508714885535,0.4960000000000004,6.388708101433144,0.4960000000000004,0.2201632152711258,0.4960000000000004,0.2642648364102932,0.4960000000000004,0.2,0.4960000000000004,0.4960000000000004
0.5040000000000003,-5.718857495854238e-15,0.5040000000000003,-4.666115839433335e-15,0.5040000000000003,0.0002489808513213625,0.5040000000000003,-1.048849077580677e-14,0.5040000000000003,-3.951937260401825e-14,0.5040000000000003,0.001521973147986702,0.5040000000000003,3.753713715429243,0.5040000000000003,0.0004054579713233838,0.5040000000000003,6.112812049243195,0.5040000000000003,0.2259791453120283,0.5040000000000003,0.2642648364102932,0.5040000000000003,0.2,0.5040000000000003,0.5040000000000003
0.5120000000000003,-5.745937796238471e-15,0.5120000000000003,-4.833464808311689e-15,0.5120000000000003,0.0002611824683282917,0.5120000000000003,-1.048948487759357e-14,0.5120000000000003,-3.958772265953658e-14,0.5120000000000003,0.001528604770484453,0.5120000000000003,3.40851236341106,0.5120000000000003,0.0004484668405176931,0.5120000000000003,5.852631611415724,0.5120000000000003,0.2317773214493131,0.5120000000000003,0.2642648364102932,0.5120000000000003,0.2,0.5120000000000003,0.5120000000000003
0.5200000000000004,-5.77451261674646e-15,0.5200000000000004,-5.013421590111702e-15,0.5200000000000004,0.0002734288480569434,0.5200000000000004,-1.048949969888001e-14,0.5200000000000004,-3.964538838404036e-14,0.5200000000000004,0.001533235857579623,0.5200000000000004,3.107910346539683,0.5200000000000004,0.0004933333612041651,0.5200000000000004,5.607439992072657,0.5200000000000004,0.2375572211499415,0.5200000000000004,0.2642648364102932,0.5200000000000004,0.2,0.5200000000000004,0.5200000000000004
0.5280000000000004,-5.804586733482405e-15,0.5280000000000004,-5.20642208737034e-15,0.5280000000000004,0.0002857048850451742,0.5280000000000004,-1.048857053566042e-14,0.5280000000000004,-3.969240486349656e-14,0.5280000000000004,0.001536088790706753,0.5280000000000004,2.845374507175122,0.5280000000000004,0.0005398546963969873,0.5280000000000004,5.376487666513165,0.5280000000000004,0.2433185157493977,0.5280000000000004,0.2642648364102932,0.5280000000000004,0.2,0.5280000000000004,0.5280000000000004
0.5360000000000004,-5.836150748359485e-15,0.5360000000000004,-5.412822960159682e-15,0.5360000000000004,0.0002979971952842904,0.5360000000000004,-1.048673330028654e-14,0.5360000000000004,-3.972879107110395e-14,0.5360000000000004,0.001537370826909443,0.5360000000000004,2.615316367435274,0.5360000000000004,0.000587833596750314,0.5360000000000004,5.159011061979712,0.5360000000000004,0.2490610370015194,0.5360000000000004,0.2642648364102932,0.5360000000000004,0.2,0.5360000000000004,0.5360000000000004
0.5440000000000004,-5.869179737898061e-15,0.5440000000000004,-5.632886289120451e-15,0.5440000000000004,0.0003102939843930378,0.5440000000000004,-1.048402558531222e-14,0.5440000000000004,-3.975456366729079e-14,0.5440000000000004,0.001537271687003308,0.5440000000000004,2.412984840581192,0.5440000000000004,0.0006370830272738225,0.5440000000000004,4.954242635452443,0.5440000000000004,0.2547847483951869,0.5440000000000004,0.2642648364102932,0.5440000000000004,0.2,0.5440000000000004,0.5440000000000004
0.5520000000000004,-5.903632184257323e-15,0.5520000000000004,-5.86676501557954e-15,0.5520000000000004,0.0003225849022512522,0.5520000000000004,-1.048048752261068e-14,0.5520000000000004,-3.976974995383953e-14,0.5520000000000004,0.001535962525339593,0.5520000000000004,2.234357645940894,0.5520000000000004,0.0006874291267246049,0.5520000000000004,4.761420992183718,0.5520000000000004,0.260489720695766,0.5520000000000004,0.2642648364102932,0.5520000000000004,0.2,0.5520000000000004,0.5520000000000004
0.5600000000000004,-5.93944927358986e-15,0.5600000000000004,-6.114489885007167e-15,0.5600000000000004,0.0003348608938369389,0.5600000000000004,-1.047616243152993e-14,0.5600000000000004,-3.977439984985463e-14,0.5600000000000004,0.001533595951024357,0.5600000000000004,2.076038191711918,0.5600000000000004,0.0007387127833904352,0.5600000000000004,4.579800087890096,0.5600000000000004,0.2661761111998553,0.5600000000000004,0.2642648364102932,0.5600000000000004,0.2,0.5600000000000004,0.5600000000000004
0.5680000000000004,-5.976554637583467e-15,0.5680000000000004,-6.375958641263088e-15,0.5680000000000004,0.0003471140533968263,0.5680000000000004,-1.047109724827688e-14,0.5680000000000004,-3.976859667748234e-14,0.5680000000000004,0.001530306785343832,0.5680000000000004,1.93516167604823,0.5680000000000004,0.0007907901465209114,0.5680000000000004,4.408656954016596,0.5680000000000004,0.2718441462301859,0.5680000000000004,0.2642648364102932,0.5680000000000004,0.2,0.5680000000000004,0.5680000000000004
0.5760000000000004,-6.014854597489012e-15,0.5760000000000004,-6.650928185578244e-15,0.5760000000000004,0.0003593374867244587,0.5760000000000004,-1.046534273058709e-14,0.5760000000000004,-3.975246649575931e-14,0.5760000000000004,0.001526213285667851,0.5760000000000004,1.809312041580138,0.5760000000000004,0.000843532376170422,0.5760000000000004,4.247297713302858,0.5760000000000004,0.2774941064397606,0.5760000000000004,0.2642648364102932,0.5760000000000004,0.2,0.5760000000000004,0.5760000000000004
0.5840000000000004,-6.054238946473797e-15,0.5840000000000004,-6.939010320327356e-15,0.5840000000000004,0.0003715251843861688,0.5840000000000004,-1.045895343668444e-14,0.5840000000000004,-3.972618570548368e-14,0.5840000000000004,0.001521418623234704,0.5840000000000004,1.696450043042254,0.5840000000000004,0.0008968248899957788,0.5840000000000004,4.095061888601942,0.5840000000000004,0.2831263145375729,0.5840000000000004,0.2642648364102932,0.5840000000000004,0.2,0.5840000000000004,0.5840000000000004
0.5920000000000004,-6.094582277155187e-15,0.5920000000000004,-7.239671544141379e-15,0.5920000000000004,0.0003836719072624528,0.5920000000000004,-1.045198748493905e-14,0.5920000000000004,-3.968998666821254e-14,0.5920000000000004,0.001516012458552296,0.5920000000000004,1.594851868986994,0.5920000000000004,0.0009505663115379018,0.5920000000000004,3.951325155313321,0.5920000000000004,0.2887411250908295,0.5920000000000004,0.2642648364102932,0.5920000000000004,0.2,0.5920000000000004,0.5920000000000004
0.6000000000000004,-6.135745828905276e-15,0.6000000000000004,-7.552237160002363e-15,0.6000000000000004,0.0003957730847238855,0.6000000000000004,-1.044450610961065e-14,0.6000000000000004,-3.964416113700039e-14,0.6000000000000004,0.00151007250707324,0.6000000000000004,1.503057329849756,0.6000000000000004,0.001004667271889214,0.6000000000000004,3.815500763847037,0.6000000000000004,0.2943389160991829,0.6000000000000004,0.2642648364102932,0.6000000000000004,0.2,0.6000000000000004,0.6000000000000004
0.6080000000000004,-6.177579796879111e-15,0.6080000000000004,-7.87589971712908e-15,0.6080000000000004,0.000407824725065143,0.6080000000000004,-1.043657303754738e-14,0.6080000000000004,-3.958906138038936e-14,0.6080000000000004,0.001503666026851471,0.6080000000000004,1.419826451729866,0.6080000000000004,0.001059049171128949,0.6080000000000004,3.68703988364634,0.6080000000000004,0.29992008207417,0.6080000000000004,0.2642648364102932,0.6080000000000004,0.2,0.6080000000000004,0.6080000000000004
0.6160000000000004,-6.21992601491467e-15,0.6160000000000004,-8.209731551944746e-15,0.6160000000000004,0.0004198233373978472,0.6160000000000004,-1.042825371954307e-14,0.6160000000000004,-3.95250989861514e-14,0.6160000000000004,0.001496851189106041,0.6160000000000004,1.344103298889624,0.6160000000000004,0.001113642969511795,0.6160000000000004,3.565431112964384,0.6160000000000004,0.3054850283917133,0.6160000000000004,0.2642648364102932,0.6160000000000004,0.2,0.6160000000000004,0.6160000000000004
0.6240000000000004,-6.262620900542529e-15,0.6240000000000004,-8.552700947578327e-15,0.6240000000000004,0.0004317658639786238,0.6240000000000004,-1.041961445715737e-14,0.6240000000000004,-3.945274144647689e-14,0.6240000000000004,0.001489678313293692,0.6240000000000004,1.274985919327825,0.6240000000000004,0.001168388050966911,0.6240000000000004,3.450199373260798,0.6240000000000004,0.3110341667167522,0.6240000000000004,0.2642648364102932,0.6240000000000004,0.2,0.6240000000000004,0.6240000000000004
0.6320000000000005,-6.30549853478537e-15,0.6320000000000005,-8.903691219283034e-15,0.6320000000000005,0.0004436496218613492,0.6320000000000005,-1.041072147030149e-14,0.6320000000000005,-3.937250673955607e-14,0.6320000000000005,0.00148219096214625,0.6320000000000005,1.211701421773633,0.6320000000000005,0.001223231181801113,0.6320000000000005,3.340904373880448,0.6320000000000005,0.3165679113270207,0.6320000000000005,0.2642648364102932,0.6320000000000005,0.2,0.6320000000000005,0.6320000000000005
0.6400000000000005,-6.348393743709005e-15,0.6400000000000005,-9.261521875208841e-15,0.6400000000000005,0.0004554722527644041,0.6400000000000005,-1.040163995225395e-14,0.6400000000000005,-3.92849562220219e-14,0.6400000000000005,0.001474426900856571,0.6400000000000005,1.153585321184598,0.6400000000000005,0.001278125574051607,0.6400000000000005,3.237138798046481,0.6400000000000005,0.3220866761876921,0.6400000000000005,0.2642648364102932,0.6400000000000005,0.2,0.6400000000000005,0.6400000000000005
0.6480000000000005,-6.391145053114517e-15,0.6480000000000005,-9.624970911863931e-15,0.6480000000000005,0.000467231680099753,0.6480000000000005,-1.039243315686198e-14,0.6480000000000005,-3.919068622269821e-14,0.6480000000000005,0.001466418929654343,0.6480000000000005,1.100064417188114,0.6480000000000005,0.0013330300541878,0.6480000000000005,3.138526328826758,0.6480000000000005,0.3275908726503519,0.6480000000000005,0.2642648364102932,0.6480000000000005,0.2,0.6480000000000005,0.6480000000000005
0.6560000000000005,-6.433597401455705e-15,0.6560000000000005,-9.992797286720768e-15,0.6560000000000005,0.0004789260721963862,0.6560000000000005,-1.038316155777455e-14,0.6560000000000005,-3.909031877394599e-14,0.6560000000000005,0.001458195601556048,0.6560000000000005,1.050642587402494,0.6560000000000005,0.001387908332519766,0.6560000000000005,3.044719605406615,0.6560000000000005,0.3330809076687302,0.6560000000000005,0.2642648364102932,0.6560000000000005,0.2,0.6560000000000005,0.6560000000000005
0.6640000000000005,-6.475604517150023e-15,0.6640000000000005,-1.036376266351806e-14,0.6640000000000005,0.0004905538108495517,0.6640000000000005,-1.037388211224924e-14,0.6640000000000005,-3.898449192995905e-14,0.6640000000000005,0.001449781837967903,0.6640000000000005,1.004888981486164,0.6640000000000005,0.00144272836569844,0.6640000000000005,2.955398176313813,0.6640000000000005,0.3385571824400914,0.6640000000000005,0.2642648364102932,0.6640000000000005,0.2,0.6640000000000005,0.6640000000000005
0.6720000000000005,-6.517030892382828e-15,0.6720000000000005,-1.073665163814327e-14,0.6720000000000005,0.0005021134644287672,0.6720000000000005,-1.036464765321068e-14,0.6720000000000005,-3.887385010291935e-14,0.6720000000000005,0.001441199454688361,0.6720000000000005,0.9624281911593622,0.6720000000000005,0.001497461803308422,0.6720000000000005,2.870266497092616,0.6720000000000005,0.3440200913953861,0.6720000000000005,0.2642648364102932,0.6720000000000005,0.2,0.6720000000000005,0.6720000000000005
0.6800000000000005,-6.557753313485062e-15,0.6800000000000005,-1.111028980851014e-14,0.6800000000000005,0.0005136037648754754,0.6800000000000005,-1.035550642373322e-14,0.6800000000000005,-3.875903480260377e-14,0.6800000000000005,0.001432467610128479,0.6800000000000005,0.9229320469198107,0.6800000000000005,0.001552083509191376,0.6800000000000005,2.78905200485904,0.6800000000000005,0.3494700214735482,0.6800000000000005,0.2642648364102932,0.6800000000000005,0.2,0.6800000000000005,0.6800000000000005
0.6880000000000005,-6.597661935330184e-15,0.6880000000000005,-1.148355923196511e-14,0.6880000000000005,0.0005250235880117722,0.6880000000000005,-1.034650175885505e-14,0.6880000000000005,-3.864067609979467e-14,0.6880000000000005,0.001423603186531369,0.6880000000000005,0.8861127550753334,0.6880000000000005,0.001606571148397859,0.6880000000000005,2.711503290591294,0.6880000000000005,0.3549073516257282,0.6880000000000005,0.2642648364102932,0.6880000000000005,0.2,0.6880000000000005,0.6880000000000005
0.6960000000000005,-6.636660911735737e-15,0.6960000000000005,-1.185541100000497e-14,0.6960000000000005,0.0005363719366633932,0.6960000000000005,-1.033767191133438e-14,0.6960000000000005,-3.851938505672814e-14,0.6960000000000005,0.001414621113811893,0.6960000000000005,0.8517171406645112,0.6960000000000005,0.001660904831277909,0.6960000000000005,2.637388381301982,0.6960000000000005,0.3603324525042843,0.6960000000000005,0.2642648364102932,0.6960000000000005,0.2,0.6960000000000005,0.6960000000000005
0.7040000000000005,-6.674668614003286e-15,0.7040000000000005,-1.222487483637635e-14,0.7040000000000005,0.0005476479261723982,0.7040000000000005,-1.032905001114725e-14,0.7040000000000005,-3.839574728678995e-14,0.7040000000000005,0.00140553464446874,0.7040000000000005,0.8195218044726977,0.7040000000000005,0.001715066807005945,0.7040000000000005,2.566493137831857,0.7040000000000005,0.3657456862988603,0.7040000000000005,0.2642648364102932,0.7040000000000005,0.2,0.7040000000000005,0.7040000000000005
0.7120000000000005,-6.711617484636798e-15,0.7120000000000005,-1.259106577872339e-14,0.7120000000000005,0.0005588507719381941,0.7120000000000005,-1.032066414347948e-14,0.7120000000000005,-3.827031772770058e-14,0.7120000000000005,0.001396355586909602,0.7120000000000005,0.7893290371991412,0.7120000000000005,0.001769041199680727,0.7120000000000005,2.498619769401667,0.7120000000000005,0.3711474066884209,0.7120000000000005,0.2642648364102932,0.7120000000000005,0.2,0.7120000000000005,0.7120000000000005
0.7200000000000005,-6.74745358275831e-15,0.7200000000000005,-1.295318812809248e-14,0.7200000000000005,0.0005699797786800906,0.7200000000000005,-1.031253752674204e-14,0.7200000000000005,-3.814361664286289e-14,0.7200000000000005,0.001387094503511054,0.7200000000000005,0.7609633622412237,0.7200000000000005,0.001822813780975895,0.7200000000000005,2.433585462845198,0.7200000000000005,0.3765379588834968,0.7200000000000005,0.2642648364102932,0.7200000000000005,0.2,0.7200000000000005,0.7200000000000005
0.7280000000000005,-6.782135882149865e-15,0.7280000000000005,-1.331053694141749e-14,0.7280000000000005,0.000581034331161472,0.7280000000000005,-1.030468877061575e-14,0.7280000000000005,-3.80161268078574e-14,0.7280000000000005,0.001377760878822868,0.7280000000000005,0.7342686016911906,0.7280000000000005,0.001876371774102238,0.7280000000000005,2.371221122285985,0.7280000000000005,0.3819176797375019,0.7280000000000005,0.2642648364102932,0.7280000000000005,0.2,0.7280000000000005,0.7280000000000005
0.7360000000000005,-6.815635382925301e-15,0.7360000000000005,-1.366249739993789e-14,0.7360000000000005,0.0005920138861556759,0.7360000000000005,-1.029713219406254e-14,0.7360000000000005,-3.788829179492989e-14,0.7360000000000005,0.001368363262524284,0.7360000000000005,0.7091053789623989,0.7360000000000005,0.001929703684558912,0.7360000000000005,2.311370213645581,0.7360000000000005,0.3872868979098856,0.7360000000000005,0.2642648364102932,0.7360000000000005,0.2,0.7360000000000005,0.7360000000000005
0.7440000000000005,-6.847934094516255e-15,0.7440000000000005,-1.400854241447127e-14,0.7440000000000005,0.0006029179654676574,0.7440000000000005,-1.028987818430973e-14,0.7440000000000005,-3.776051523784012e-14,0.7440000000000005,0.001358909391042793,0.7440000000000005,0.6853489867825123,0.7440000000000005,0.001982799153789408,0.7440000000000005,2.253887707574353,0.7440000000000005,0.3926459340670179,0.7440000000000005,0.2642648364102932,0.7440000000000005,0.2,0.7440000000000005,0.7440000000000005
0.7520000000000006,-6.879023941941624e-15,0.7520000000000006,-1.434822883144072e-14,0.7520000000000006,0.0006137461498543689,0.7520000000000006,-1.028293357968844e-14,0.7520000000000006,-3.763316094158477e-14,0.7520000000000006,0.001349406291145741,0.7520000000000006,0.6628875617715893,0.7520000000000006,0.002035648832419494,0.7520000000000006,2.198639114015488,0.7520000000000006,0.3979951011095109,0.7520000000000006,0.2642648364102932,0.7520000000000006,0.2,0.7520000000000006,0.7520000000000006
0.7600000000000006,-6.908905640159529e-15,0.7600000000000006,-1.468119258721396e-14,0.7600000000000006,0.0006244980737111447,0.7600000000000006,-1.027630206157092e-14,0.7600000000000006,-3.750655369447041e-14,0.7600000000000006,0.001339860368301707,0.7600000000000006,0.6416205170032406,0.7600000000000006,0.002088244270241969,0.7600000000000006,2.145499601527866,0.7600000000000006,0.4033347044168681,0.7600000000000006,0.2642648364102932,0.7600000000000006,0.2,0.7600000000000006,0.7600000000000006
0.7680000000000006,-6.937587573486193e-15,0.7680000000000006,-1.500714312835396e-14,0.7680000000000006,0.0006351734204119634,0.7680000000000006,-1.026998454323415e-14,0.7680000000000006,-3.738098064162108e-14,0.7680000000000006,0.001330277482171775,0.7680000000000006,0.6214571922642047,0.7680000000000006,0.002140577820533493,0.7680000000000006,2.094353194611703,0.7680000000000006,0.4086650421021909,0.7680000000000006,0.2642648364102932,0.7680000000000006,0.2,0.7680000000000006,0.7680000000000006
0.7760000000000006,-6.965084709248151e-15,0.7760000000000006,-1.532585737702035e-14,0.7760000000000006,0.0006457719182088245,0.7760000000000006,-1.026397954606486e-14,0.7760000000000006,-3.725669308701288e-14,0.7760000000000006,0.001320663011220277,0.7760000000000006,0.6023156885354656,0.7760000000000006,0.002192642556649119,0.7760000000000006,2.045092042533915,0.7760000000000006,0.4139864052712805,0.7760000000000006,0.2642648364102932,0.7760000000000006,0.2,0.7760000000000006,0.7760000000000006
0.7840000000000006,-6.991417567478751e-15,0.7840000000000006,-1.56371734783941e-14,0.7840000000000006,0.0006562933366101027,0.7840000000000006,-1.025828355595613e-14,0.7840000000000006,-3.713390860344159e-14,0.7840000000000006,0.001311021908121475,0.7840000000000006,0.5841218588021507,0.7840000000000006,0.002244432199147567,0.7840000000000006,1.997615753488568,0.7840000000000006,0.4192990782816999,0.7840000000000006,0.2642648364102932,0.7840000000000006,0.2,0.7840000000000006,0.7840000000000006
0.7920000000000006,-7.016611261878238e-15,0.7920000000000006,-1.5940984524072e-14,0.7920000000000006,0.0006667374831700602,0.7920000000000006,-1.02528913549294e-14,0.7920000000000006,-3.701281334463257e-14,0.7920000000000006,0.001301358747374296,0.7920000000000006,0.566808431889977,0.7920000000000006,0.002295941051961807,0.7920000000000006,1.951830788314624,0.7920000000000006,0.4246033389983787,0.7920000000000006,0.2642648364102932,0.7920000000000006,0.2,0.7920000000000006,0.7920000000000006
0.8,-7.040694621592711e-15,0.8,-1.623723240439847e-14,0.8,0.0006771042006320919,0.8,-1.02477963248918e-14,0.8,-3.689356446953395e-14,0.8,0.0012916777663146,0.8,0.5503142498087649,0.8,0.002347163946351489,0.8,1.907649908402889,0.8,0.4298994590432589,0.8,0.2642648364102932,0.8,0.2,0.8,0.8
