PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gds X,PM0:gds Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y,PM0:cdb X,PM0:cdb Y
0,0,0,-0.2,0,-0.2689069591177913,0,-0.03968533683090962,0,31.06392055823987,0,129.4184476646288,0,3.067119211463666e-10,0,3.96941807149988e-08,0,-3.095187085148628e-15,0,-1.277822660995216e-09,0,-8.830326271022485e-15,0,-3.09999699584343e-15,0,-7.995195241358014e-15
0.008,-0.008000000000000007,0.008,-0.2,0.008,-0.2689069591177913,0.008,-0.03969056330250787,0.008,30.99548169755215,0.008,129.2219728874489,0.008,3.928646776486082e-10,0.008,5.076674872354481e-08,0.008,-3.095670654135862e-15,0.008,-1.63787580817679e-09,0.008,-8.830537597892864e-15,0.008,-3.099996115788483e-15,0.008,-7.995197652098825e-15
0.016,-0.01600000000000001,0.016,-0.2,0.016,-0.2689069591177913,0.016,-0.03969724289133713,0.016,30.91920512258109,0.016,129.0027415437659,0.016,5.028860010132326e-10,0.016,6.487367281468806e-08,0.016,-3.096424712420748e-15,0.016,-2.098167577947467e-09,0.016,-8.830808625832071e-15,0.016,-3.099994978408247e-15,0.016,-7.995200743949907e-15
0.024,-0.02400000000000002,0.024,-0.2,0.024,-0.2689069591177913,0.024,-0.03970577138128761,0.024,30.83432270070869,0.024,128.7583604504331,0.024,6.432482475734603e-10,0.024,8.2823589720173e-08,0.024,-3.097526074760064e-15,0.024,-2.686084316850961e-09,0.024,-8.831156201372328e-15,0.024,-3.099993508618404e-15,0.024,-7.995204709148288e-15
0.032,-0.03200000000000003,0.032,-0.2,0.032,-0.2689069591177913,0.032,-0.03971664876582292,0.032,30.74003410005797,0.032,128.4862846285504,0.032,8.221208531856068e-10,0.032,1.056312539414725e-07,0.032,-3.099073694393741e-15,0.032,-3.436276436837857e-09,0.032,-8.831601916071816e-15,0.032,-3.099991609486258e-15,0.032,-7.995209794103116e-15
0.04,-0.04000000000000004,0.04,-0.2,0.04,-0.2689069591177913,0.04,-0.03973050513886173,0.04,30.63551822649081,0.04,128.1838362395113,0.04,1.049792319573201e-09,0.04,1.345664067776678e-07,0.04,-3.101195018444803e-15,0.04,-4.392496535683925e-09,0.04,-8.832173438416086e-15,0.04,-3.099989155901489e-15,0.04,-7.995216314618579e-15
0.048,-0.04800000000000004,0.048,-0.2,0.048,-0.2689069591177913,0.048,-0.03974813236087867,0.048,30.51994886368088,0.048,127.8482333734124,0.048,1.339188588971072e-09,0.048,1.712128952537845e-07,0.048,-3.104054158171101e-15,0.048,-5.609868382027517e-09,0.048,-8.83290621690476e-15,0.048,-3.099985986429049e-15,0.048,-7.995224675370425e-15
0.056,-0.05600000000000005,0.056,-0.2,0.056,-0.2689069591177913,0.056,-0.03977052251246189,0.056,30.39251515516664,0.056,127.4766305177641,0.056,1.706506989345972e-09,0.056,2.175397609568384e-07,0.056,-3.107862386292969e-15,0.056,-7.157675524389256e-09,0.056,-8.833845656118532e-15,0.056,-3.09998189283166e-15,0.056,-7.995235394809931e-15
0.064,-0.06400000000000006,0.064,-0.2,0.064,-0.2689069591177913,0.064,-0.03979891420781789,0.064,30.2524474509032,0.064,127.0661723469388,0.064,2.171988011871274e-09,0.064,2.759862030519202e-07,0.064,-3.112891614325915e-15,0.064,-9.122772773661594e-09,0.064,-8.83504989442532e-15,0.064,-3.099976606611084e-15,0.064,-7.995249136983747e-15
0.07200000000000001,-0.07200000000000006,0.07200000000000001,-0.2,0.07200000000000001,-0.2689069591177913,0.07200000000000001,-0.03983484784838467,0.07200000000000001,30.09904879922916,0.07200000000000001,126.6140619691672,0.07200000000000001,2.760850695373548e-09,0.07200000000000001,3.495625210316449e-07,0.07200000000000001,-3.119491679644822e-15,0.07200000000000001,-1.161373983107045e-08,0.07200000000000001,-8.836593345249167e-15,0.07200000000000001,-3.099969781745864e-15,0.07200000000000001,-7.995266752150985e-15
