PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gds X,PM0:gds Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y,PM0:cdb X,PM0:cdb Y,PM0:vth X,PM0:vth Y
0.4160000000000003,-0.4160000000000004,0.4160000000000003,-0.2,0.4160000000000003,-0.1549684466786719,0.4160000000000003,10.195179843905,0.4160000000000003,28.81088161622357,0.4160000000000003,2.254349069753289e-06,0.4160000000000003,6.494978417030573e-05,0.4160000000000003,-1.48400175744698e-13,0.4160000000000003,-6.370636434573011e-06,0.4160000000000003,-3.451632940665783e-14,0.4160000000000003,-5.01612202858454e-15,0.4160000000000003,-8.961444488744305e-15,0.4160000000000003,-0.2525273259577732
0.4240000000000003,-0.4240000000000004,0.4240000000000003,-0.2,0.4240000000000003,-0.1609036884292404,0.4240000000000003,9.767179733374039,0.4240000000000003,24.21461097806419,0.4240000000000003,2.783216665917396e-06,0.4240000000000003,6.739450883285461e-05,0.4240000000000003,-1.49463967014602e-13,0.4240000000000003,-6.900099176311633e-06,0.4240000000000003,-3.463813686987299e-14,0.4240000000000003,-5.237871531062035e-15,0.4240000000000003,-9.032010923366762e-15,0.4240000000000003,-0.2525273259577732
0.4320000000000003,-0.4320000000000004,0.4320000000000003,-0.2,0.4320000000000003,-0.1668811703623455,0.4320000000000003,9.357546720791124,0.4320000000000003,20.34198042634682,0.4320000000000003,3.426430037517106e-06,0.4320000000000003,6.970037275541977e-05,0.4320000000000003,-1.504330276939769e-13,0.4320000000000003,-7.448573310441591e-06,0.4320000000000003,-3.474471223306526e-14,0.4320000000000003,-5.480956908867613e-15,0.4320000000000003,-9.107488839863198e-15,0.4320000000000003,-0.2525273259577732
0.4400000000000003,-0.4400000000000004,0.4400000000000003,-0.2,0.4400000000000003,-0.1728964910369726,0.4400000000000003,8.965041858656365,0.4400000000000003,17.10001640555258,0.4400000000000003,4.201975713427209e-06,0.4400000000000003,7.185385363533878e-05,0.4400000000000003,-1.513189224467889e-13,0.4400000000000003,-8.014893267477901e-06,0.4400000000000003,-3.483797166888583e-14,0.4400000000000003,-5.747218342635259e-15,0.4400000000000003,-9.188231582675087e-15,0.4400000000000003,-0.2525273259577732
0.4480000000000003,-0.4480000000000004,0.4480000000000003,-0.2,0.4480000000000003,-0.1789458750993996,0.4480000000000003,8.588561019060499,0.4480000000000003,14.40113043560685,0.4480000000000003,5.127558655762047e-06,0.4480000000000003,7.384264101785418e-05,0.4480000000000003,-1.521309734883411e-13,0.4480000000000003,-8.597789647675394e-06,0.4480000000000003,-3.491945515293124e-14,0.4480000000000003,-6.038616472444746e-15,0.4480000000000003,-9.274599149964717e-15,0.4480000000000003,-0.2525273259577732
0.4560000000000003,-0.4560000000000004,0.4560000000000003,-0.2,0.4560000000000003,-0.1850261071210983,0.4560000000000003,8.22719130693001,0.4560000000000003,12.16461020084355,0.4560000000000003,6.21938922684221e-06,0.4560000000000003,7.565644563186121e-05,0.4560000000000003,-1.528766663471586e-13,0.4560000000000003,-9.195902077586978e-06,0.4560000000000003,-3.49904004930185e-14,0.4560000000000003,-6.357228138683495e-15,0.4560000000000003,-9.366956013976073e-15,0.4560000000000003,-0.2525273259577732
0.4640000000000004,-0.4640000000000004,0.4640000000000004,-0.2,0.4640000000000004,-0.1911344682757611,0.4640000000000004,7.880244329610703,0.4640000000000004,10.31758969932215,0.4640000000000004,7.490882388166904e-06,0.4640000000000004,7.728785096698456e-05,0.4640000000000004,-1.535619820243939e-13,0.4640000000000004,-9.807798811110528e-06,0.4640000000000004,-3.505180349589616e-14,0.4640000000000004,-6.705238910509067e-15,0.4640000000000004,-9.465668142998473e-15,0.4640000000000004,-0.2525273259577732
0.4720000000000004,-0.4720000000000004,0.4720000000000004,-0.2,0.4720000000000004,-0.1972686768777736,0.4720000000000004,7.547260535470839,0.4720000000000004,8.795539210026343,0.4720000000000004,8.951474256793494e-06,0.4720000000000004,7.873304281316859e-05,0.4720000000000004,-1.541916677328197e-13,0.4720000000000004,-1.043200277019174e-05,0.4720000000000004,-3.51044667446086e-14,0.4720000000000004,-7.084931788393308e-15,0.4720000000000004,-9.571099153223412e-15,0.4720000000000004,-0.2525273259577732
0.4800000000000004,-0.4800000000000004,0.4800000000000004,-0.2,0.4800000000000004,-0.2034268334060983,0.4800000000000004,7.227983493337279,0.4800000000000004,7.542331566887404,0.4800000000000004,1.060577281662386e-05,0.4800000000000004,7.99922551060585e-05,0.4800000000000004,-1.547694574132991e-13,0.4800000000000004,-1.106702238321485e-05,0.4800000000000004,-3.514903916203252e-14,0.4800000000000004,-7.498671458645244e-15,0.4800000000000004,-9.683605534056678e-15,0.4800000000000004,-0.2525273259577732
0.4880000000000004,-0.4880000000000004,0.4880000000000004,-0.2,0.4880000000000004,-0.2096073703271202,0.4880000000000004,6.922309104015713,0.4880000000000004,6.509956052652636,0.4880000000000004,1.245320592827099e-05,0.4880000000000004,8.106982330767744e-05,0.4880000000000004,-1.552982518767962e-13,0.4880000000000004,-1.171138446574879e-05,0.4880000000000004,-3.518604820666221e-14,0.4880000000000004,-7.948883503621532e-15,0.4880000000000004,-9.803530912636121e-15,0.4880000000000004,-0.2525273259577732
0.4960000000000004,-0.4960000000000004,0.4960000000000004,-0.2,0.4960000000000004,-0.2158090067949222,0.4960000000000004,6.630220067575792,0.4960000000000004,5.657962742060802,0.4960000000000004,1.448822292140427e-05,0.4960000000000004,8.197382548797669e-05,0.4960000000000004,-1.557802669876396e-13,0.4960000000000004,-1.236366585915508e-05,0.4960000000000004,-3.521592622682924e-14,0.4960000000000004,-8.438028042042288e-15,0.4960000000000004,-9.931199354310505e-15,0.4960000000000004,-0.2525273259577732
0.5040000000000003,-0.5040000000000003,0.5040000000000003,-0.2,0.5040000000000003,-0.2220307081384182,0.5040000000000003,6.351718372689724,0.5040000000000003,4.952725279288837,0.5040000000000003,1.670098374983065e-05,0.5040000000000003,8.271538440677831e-05,0.5040000000000003,-1.562171569321682e-13,0.5040000000000003,-1.302252076581571e-05,0.5040000000000003,-3.523903220829274e-14,0.5040000000000003,-8.96856739994656e-15,0.5040000000000003,-1.006690773695077e-14,0.5040000000000003,-0.2525273259577732
0.5120000000000003,-0.5120000000000003,0.5120000000000003,-0.2,0.5120000000000003,-0.2282716499253098,0.5120000000000003,6.086767332537756,0.5120000000000003,4.366606886298753,0.5120000000000003,1.907837602583274e-05,0.5120000000000003,8.33077681337983e-05,0.5120000000000003,-1.566101183671256e-13,0.5120000000000003,-1.368670159094841e-05,0.5120000000000003,-3.525566989421283e-14,0.5120000000000003,-9.5429276035332e-15,0.5120000000000003,-1.021091728866704e-14,0.5120000000000003,-0.2525273259577732
0.5200000000000004,-0.5200000000000004,0.5200000000000004,-0.2,0.5200000000000004,-0.2345311863168678,0.5200000000000004,5.835250621649237,0.5200000000000004,3.877103144867813,0.5200000000000004,2.160516278796832e-05,0.5200000000000004,8.376544459061304e-05,0.5200000000000004,-1.569599801294676e-13,0.5200000000000004,-1.435507230486525e-05,0.5200000000000004,-3.526610303617633e-14,0.5200000000000004,-1.016345374652523e-14,0.5200000000000004,-1.036344444016171e-14,0.5200000000000004,-0.2525273259577732
0.5280000000000004,-0.5280000000000004,0.5280000000000004,-0.2,0.5280000000000004,-0.2408088223820573,0.5280000000000004,5.596950717299354,0.5280000000000004,3.466018267760699,0.5280000000000004,2.426508297111077e-05,0.5280000000000004,8.410322084659897e-05,0.5280000000000004,-1.572672822055574e-13,0.5280000000000004,-1.502661450757693e-05,0.5280000000000004,-3.527056834759749e-14,0.5280000000000004,-1.083235961763943e-14,0.5280000000000004,-1.052465121252583e-14,0.5280000000000004,-0.2525273259577732
0.5360000000000004,-0.5360000000000004,0.5360000000000004,-0.2,0.5360000000000004,-0.2471041900184061,0.5360000000000004,5.37154488674685,0.5360000000000004,3.118712770258274,0.5360000000000004,2.7041781616313e-05,0.5360000000000004,8.433554965733077e-05,0.5360000000000004,-1.575323467857474e-13,0.5360000000000004,-1.570042723939045e-05,0.5360000000000004,-3.526928657310075e-14,0.5360000000000004,-1.155167237164582e-14,0.5360000000000004,-1.069463543510498e-14,0.5360000000000004,-0.2525273259577732
0.5440000000000004,-0.5440000000000004,0.5440000000000004,-0.2,0.5440000000000004,-0.2534170271236889,0.5440000000000004,5.158614343483404,0.5440000000000004,2.823442996226788,0.5440000000000004,2.991951127529247e-05,0.5440000000000004,8.447603456075294e-05,0.5440000000000004,-1.577553434520567e-13,0.5440000000000004,-1.63757220323358e-05,0.5440000000000004,-3.526247195637343e-14,0.5440000000000004,-1.232317347428685e-14,0.5440000000000004,-1.087342116068103e-14,0.5440000000000004,-0.2525273259577732
0.5520000000000004,-0.5520000000000004,0.5520000000000004,-0.2,0.5520000000000004,-0.2597471596709514,0.5520000000000004,4.957661468395929,0.5520000000000004,2.570798985130146,0.5520000000000004,3.288359983868764e-05,0.5520000000000004,8.4537125092724e-05,0.5520000000000004,-1.579363498484374e-13,0.5520000000000004,-1.705181477835398e-05,0.5520000000000004,-3.525034028225923e-14,0.5520000000000004,-1.314833762012131e-14,0.5520000000000004,-1.106094970955698e-14,0.5520000000000004,-0.2525273259577732
0.5600000000000004,-0.5600000000000004,0.5600000000000004,-0.2,0.5600000000000004,-0.2660944863565388,0.5600000000000004,4.768130538029134,0.5600000000000004,2.353237451533247,0.5600000000000004,3.592071440172249e-05,0.5600000000000004,8.452997041596306e-05,0.5600000000000004,-1.580754085586077e-13,0.5600000000000004,-1.772811581854113e-05,0.5600000000000004,-3.523311558528048e-14,0.5600000000000004,-1.40282717754693e-14,0.5600000000000004,-1.12570718219036e-14,0.5600000000000004,-0.2525273259577732
0.5680000000000004,-0.5680000000000004,0.5680000000000004,-0.2,0.5680000000000004,-0.2724589655128358,0.5680000000000004,4.589428566122278,0.5680000000000004,2.164700894138562,0.5680000000000004,3.901896625111095e-05,0.5680000000000004,8.446439113214226e-05,0.5680000000000004,-1.581725803674149e-13,0.5680000000000004,-1.840411936156211e-05,0.5680000000000004,-3.521103555580372e-14,0.5680000000000004,-1.496365688933654e-14,0.5680000000000004,-1.146154142020724e-14,0.5680000000000004,-0.2525273259577732
0.5760000000000004,-0.5760000000000004,0.5760000000000004,-0.2,0.5760000000000004,-0.2788406040026912,0.5760000000000004,4.420944126940357,0.5760000000000004,2.00031120732785,0.5760000000000004,4.216790377475615e-05,0.5760000000000004,8.434893051016706e-05,0.5760000000000004,-1.582279936175282e-13,0.5760000000000004,-1.907939301840334e-05,0.5760000000000004,-3.51843556365164e-14,0.5760000000000004,-1.595469509167464e-14,0.5760000000000004,-1.167401147282642e-14,0.5760000000000004,-0.2525273259577732
0.5840000000000004,-0.5840000000000004,0.5840000000000004,-0.2,0.5840000000000004,-0.2852394478377507,0.5840000000000004,4.262063093848071,0.5840000000000004,1.856125651577329,0.5840000000000004,4.535843404799279e-05,0.5840000000000004,8.419095295185792e-05,0.5840000000000004,-1.582418890087896e-13,0.5840000000000004,-1.975356795480241e-05,0.5840000000000004,-3.515335178542074e-14,0.5840000000000004,-1.700106530978027e-14,0.5840000000000004,-1.189403239955731e-14,0.5840000000000004,-0.2525273259577732
0.5920000000000004,-0.5920000000000004,0.5920000000000004,-0.2,0.5920000000000004,-0.2916555742902581,0.5920000000000004,4.112180988885088,0.5920000000000004,1.72894378801243,0.5920000000000004,4.858270478450986e-05,0.5920000000000004,8.399676564202008e-05,0.5920000000000004,-1.582146589395947e-13,0.5920000000000004,-2.042632993761167e-05,0.5920000000000004,-3.51183218861266e-14,0.5920000000000004,-1.810189013790791e-14,0.5920000000000004,-1.212105336820759e-14,0.5920000000000004,-0.2525273259577732
0.6000000000000004,-0.6000000000000004,0.6000000000000004,-0.2,0.6000000000000004,-0.2980890852916673,0.6000000000000004,3.970712110750202,0.6000000000000004,1.616155354801729,0.6000000000000004,5.18339692176546e-05,0.6000000000000004,8.377174691174045e-05,0.6000000000000004,-1.581468803729397e-13,0.6000000000000004,-2.109741139002644e-05,0.6000000000000004,-3.507958580963691e-14,0.6000000000000004,-1.925571646697677e-14,0.6000000000000004,-1.23544266995669e-14,0.6000000000000004,-0.2525273259577732
0.6080000000000004,-0.6080000000000004,0.6080000000000004,-0.2,0.6080000000000004,-0.3045401019364229,0.6080000000000004,3.837095852841477,0.6080000000000004,1.515620637599707,0.6080000000000004,5.510644874256871e-05,0.6080000000000004,8.352047097906755e-05,0.6080000000000004,-1.580393402322536e-13,0.6080000000000004,-2.176658446448013e-05,0.6080000000000004,-3.503748417044227e-14,0.6080000000000004,-2.046051181923937e-14,0.6080000000000004,-1.259341543412961e-14,0.6080000000000004,-0.2525273259577732
0.6160000000000004,-0.6160000000000004,0.6160000000000004,-0.2,0.6160000000000004,-0.3110087599299008,0.6160000000000004,3.710800712425565,0.6160000000000004,1.425576418102015,0.6160000000000004,5.839520224250668e-05,0.6160000000000004,8.324682324721543e-05,0.6160000000000004,-1.578930524913567e-13,0.6160000000000004,-2.243365507842384e-05,0.6160000000000004,-3.499237586852223e-14,0.6160000000000004,-2.171367756386087e-14,0.6160000000000004,-1.283720392976867e-14,0.6160000000000004,-0.2525273259577732
0.6240000000000004,-0.6240000000000004,0.6240000000000004,-0.2,0.6240000000000004,-0.3174952058410045,0.6240000000000004,3.59132648830575,0.6240000000000004,1.344561952470135,0.6240000000000004,6.169600684663356e-05,0.6240000000000004,8.295410342532041e-05,0.6240000000000004,-1.577092664035194e-13,0.6240000000000004,-2.309845782485808e-05,0.6240000000000004,-3.494463456164498e-14,0.6240000000000004,-2.301207926881757e-14,0.6240000000000004,-1.30849111714906e-14,0.6240000000000004,-0.2525273259577732
0.6320000000000005,-0.6320000000000005,0.6320000000000005,-0.2,0.6320000000000005,-0.3239995940370538,0.6320000000000005,3.478205112353324,0.6320000000000005,1.271360590583248,0.6320000000000005,6.50052521024908e-05,0.6320000000000005,8.264511570403561e-05,0.6320000000000005,-1.574894656883e-13,0.6320000000000005,-2.376085165610631e-05,0.6320000000000005,-3.489464426251319e-14,0.6320000000000005,-2.435209345115289e-14,0.6320000000000005,-1.333560630059844e-14,0.6320000000000005,-0.2525273259577732
0.6400000000000005,-0.6400000000000005,0.6400000000000005,-0.2,0.6400000000000005,-0.3305220841955199,0.6400000000000005,3.371000488997597,0.6400000000000005,1.20495359680289,0.6400000000000005,6.831984783416813e-05,0.6400000000000005,8.232224638080701e-05,0.6400000000000005,-1.572353589224908e-13,0.6400000000000005,-2.442071623827784e-05,0.6400000000000005,-3.484279429648044e-14,0.6400000000000005,-2.572966901427998e-14,0.6400000000000005,-1.358832572870398e-14,0.6400000000000005,-0.2525273259577732
0.6480000000000005,-0.6480000000000005,0.6480000000000005,-0.2,0.6480000000000005,-0.3370628393010416,0.6480000000000005,3.269307643193616,0.6480000000000005,1.144483493482836,0.6480000000000005,7.163714497857162e-05,0.6480000000000005,8.198752994821205e-05,0.6480000000000005,-1.569488618177167e-13,0.6480000000000005,-2.507794887978755e-05,0.6480000000000005,-3.47894738825492e-14,0.6480000000000005,-2.714040080198852e-14,0.6480000000000005,-1.384209110660714e-14,0.6480000000000005,-0.2525273259577732
0.6560000000000005,-0.6560000000000005,0.6560000000000005,-0.2,0.6560000000000005,-0.3436220240499085,0.6560000000000005,3.172751410207952,0.6560000000000005,1.089224848126615,0.6560000000000005,7.495486819803049e-05,0.6560000000000005,8.164270492935022e-05,0.6560000000000005,-1.566320724661644e-13,0.6560000000000005,-2.573246194667751e-05,0.6560000000000005,-3.473506660979444e-14,0.6560000000000005,-2.85796120364127e-14,0.6560000000000005,-1.409592737835037e-14,0.6560000000000005,-0.2525273259577732
0.6640000000000005,-0.6640000000000005,0.6640000000000005,-0.2,0.6640000000000005,-0.3501998035942836,0.6640000000000005,3.080984843381479,0.6640000000000005,1.03856089302399,0.6640000000000005,7.827105887675762e-05,0.6640000000000005,8.128926080497869e-05,0.6640000000000005,-1.562872409574539e-13,0.6640000000000005,-2.638418068809834e-05,0.6640000000000005,-3.467994507213036e-14,0.6640000000000005,-3.004244200011709e-14,0.6640000000000005,-1.434888016940954e-14,0.6640000000000005,-0.2525273259577732
0.6720000000000005,-0.6720000000000005,0.6720000000000005,-0.2,0.6720000000000005,-0.3567963425691135,0.6720000000000005,2.993687469525635,0.6720000000000005,0.9919647288714527,0.6720000000000005,8.15840270974046e-05,0.6720000000000005,8.09284773199182e-05,0.6720000000000005,-1.559167349845795e-13,0.6720000000000005,-2.703304140589859e-05,0.6720000000000005,-3.462446589766559e-14,0.6720000000000005,-3.152393519813387e-14,0.6720000000000005,-1.460003183084677e-14,0.6720000000000005,-0.2525273259577732
0.6800000000000005,-0.6800000000000005,0.6800000000000005,-0.2,0.6800000000000005,-0.3634118043529694,0.6800000000000005,2.910563485006766,0.6800000000000005,0.9489841438519172,0.6800000000000005,8.489231128038848e-05,0.6800000000000005,8.056145734002992e-05,0.6800000000000005,-1.555230031500866e-13,0.6800000000000005,-2.767898991212976e-05,0.6800000000000005,-3.456896536798741e-14,0.6800000000000005,-3.301912838832385e-14,0.6800000000000005,-1.484851557828396e-14,0.6800000000000005,-0.2525273259577732
0.6880000000000005,-0.6880000000000005,0.6880000000000005,-0.2,0.6880000000000005,-0.37004635052106,0.6880000000000005,2.83133995747126,0.6880000000000005,0.9092292953459566,0.6880000000000005,8.819464430155983e-05,0.6880000000000005,8.018915429159454e-05,0.6880000000000005,-1.551085376551872e-13,0.6880000000000005,-2.832198022709246e-05,0.6880000000000005,-3.451375577218203e-14,0.6880000000000005,-3.452313226181627e-14,0.6880000000000005,-1.509352731162537e-14,0.6880000000000005,-0.2525273259577732
0.6960000000000005,-0.6960000000000005,0.6960000000000005,-0.2,0.6960000000000005,-0.3767001404559956,0.6960000000000005,2.755765077020144,0.6960000000000005,0.872362667552497,0.6960000000000005,9.148992505233408e-05,0.6960000000000005,7.981239507283218e-05,0.6960000000000005,-1.546758379177296e-13,0.6960000000000005,-2.896197347823848e-05,0.6960000000000005,-3.445912258547265e-14,0.6960000000000005,-3.603120513110104e-14,0.6960000000000005,-1.533433486261472e-14,0.6960000000000005,-0.2525273259577732
0.7040000000000005,-0.7040000000000005,0.7040000000000005,-0.2,0.7040000000000005,-0.3833733310861263,0.7040000000000005,2.683606485018808,0.7040000000000005,0.838090846309601,0.7040000000000005,9.477719455293491e-05,0.7040000000000005,7.943189919371892e-05,0.7040000000000005,-1.542273764433035e-13,0.7040000000000005,-2.959893696681134e-05,0.7040000000000005,-3.440532250814444e-14,0.7040000000000005,-3.753881667095945e-14,0.7040000000000005,-1.557028457704566e-14,0.7040000000000005,-0.2525273259577732
0.7120000000000005,-0.7120000000000005,0.7120000000000005,-0.2,0.7120000000000005,-0.3900660767272159,0.7120000000000005,2.614649697373537,0.7120000000000005,0.8061577512201716,0.7120000000000005,9.805561586502577e-05,0.7120000000000005,7.904829478025817e-05,0.7120000000000005,-1.53765567996357e-13,0.7120000000000005,-3.023284337467483e-05,0.7120000000000005,-3.435258235126467e-14,0.7120000000000005,-3.904170048455846e-14,0.7120000000000005,-1.580080528358834e-14,0.7120000000000005,-0.2525273259577732
0.7200000000000005,-0.7200000000000005,0.7200000000000005,-0.2,0.7200000000000005,-0.3967785290063599,0.7200000000000005,2.548696631004305,0.7200000000000005,0.7763390416429671,0.7200000000000005,0.0001013244571705081,0.7200000000000005,7.866213197474613e-05,0.7200000000000005,-1.53292742815323e-13,0.7200000000000005,-3.08636700884344e-05,0.7200000000000005,-3.430109871476324e-14,0.7200000000000005,-4.053589496883039e-14,0.7200000000000005,-1.602540982213387e-14,0.7200000000000005,-0.2525273259577732
0.7280000000000005,-0.7280000000000005,0.7280000000000005,-0.2,0.7280000000000005,-0.4035108368511189,0.7280000000000005,2.48556423657328,0.7280000000000005,0.7484374724314385,0.7280000000000005,0.0001045830774877787,0.7280000000000005,7.827389417405435e-05,0.7280000000000005,-1.528111243149795e-13,0.7280000000000005,-3.149139862184358e-05,0.7280000000000005,-3.425103837253228e-14,0.7280000000000005,-4.20177725786233e-14,0.7280000000000005,-1.624369439574182e-14,0.7280000000000005,-0.2525273259577732
0.7360000000000005,-0.7360000000000005,0.7360000000000005,-0.2,0.7360000000000005,-0.4102631465291542,0.7360000000000005,2.425083236660262,0.7360000000000005,0.7222790214810635,0.7360000000000005,0.0001078309145857564,0.7360000000000005,7.788400747240827e-05,0.7360000000000005,-1.523228114429268e-13,0.7360000000000005,-3.211601412071063e-05,0.7360000000000005,-3.420253925886156e-14,0.7360000000000005,-4.348405810388324e-14,0.7360000000000005,-1.645533607005151e-14,0.7360000000000005,-0.2525273259577732
0.7440000000000005,-0.7440000000000005,0.7440000000000005,-0.2,0.7440000000000005,-0.417035601726776,0.7440000000000005,2.36709696602305,0.7440000000000005,0.6977096472179101,0.7440000000000005,0.0001110674747309668,0.7440000000000005,7.749284861192697e-05,0.7440000000000005,-1.518297656207181e-13,0.7440000000000005,-3.273750493719403e-05,0.7440000000000005,-3.415571194019847e-14,0.7440000000000005,-4.493183696128498e-14,0.7440000000000005,-1.666008877397321e-14,0.7440000000000005,-0.2525273259577732
0.7520000000000006,-0.7520000000000006,0.7520000000000006,-0.2,0.7520000000000006,-0.4238283436565977,0.7520000000000006,2.311460308978917,0.7520000000000006,0.6745925624444323,0.7520000000000006,0.0001142923239655678,0.7520000000000006,7.710075169166161e-05,0.7520000000000006,-1.513338020125642e-13,0.7520000000000006,-3.335586226258357e-05,0.7520000000000006,-3.411064145458555e-14,0.7520000000000006,-4.635855475933372e-14,0.7520000000000006,-1.685777815953976e-14,0.7520000000000006,-0.2525273259577732
0.7600000000000006,-0.7600000000000006,0.7600000000000006,-0.2,0.7600000000000006,-0.4306415111860892,0.7600000000000006,2.258038728018728,0.7600000000000006,0.6528059332200171,0.7600000000000006,0.000117505080666178,0.7600000000000006,7.670801384237771e-05,0.7600000000000006,-1.508365847281956e-13,0.7600000000000006,-3.397107980949029e-05,0.7600000000000006,-3.406738940641195e-14,0.7600000000000006,-4.776200953372533e-14,0.7600000000000006,-1.704829566224712e-14,0.7600000000000006,-0.2525273259577732
0.7680000000000006,-0.7680000000000006,0.7680000000000006,-0.2,0.7680000000000006,-0.4374752409807021,0.7680000000000006,2.206707377316436,0.7680000000000006,0.6322409290449704,0.7680000000000006,0.000120705409176375,0.7680000000000006,7.63149000384246e-05,0.7680000000000006,-1.503396254791323e-13,0.7680000000000006,-3.458315353587825e-05,0.7680000000000006,-3.40259962143939e-14,0.7680000000000006,-4.914033808510719e-14,0.7680000000000006,-1.723159207179618e-14,0.7680000000000006,-0.2525273259577732
0.7760000000000006,-0.7760000000000006,0.7760000000000006,-0.2,0.7760000000000006,-0.4443296676563225,0.7760000000000006,2.157350294675616,0.7760000000000006,0.6128000645730013,0.7760000000000006,0.0001238930143412195,0.7760000000000006,7.59216471884431e-05,0.7760000000000006,-1.498442851635777e-13,0.7760000000000006,-3.519208140462063e-05,0.7760000000000006,-3.398648342412147e-14,0.7760000000000006,-5.049199780573202e-14,0.7760000000000006,-1.74076708823928e-14,0.7760000000000006,-0.2525273259577732
0.7840000000000006,-0.7840000000000006,0.7840000000000006,-0.2,0.7840000000000006,-0.4512049239368344,0.7840000000000006,2.10985966555412,0.7840000000000006,0.5943957841944083,0.7840000000000006,0.000127067636801398,0.7840000000000006,7.552846762229722e-05,0.7840000000000006,-1.493517778468703e-13,0.7840000000000006,-3.579786317329449e-05,0.7840000000000006,-3.394885601145756e-14,0.7840000000000006,-5.18157452770789e-14,0.7840000000000006,-1.757658164650843e-14,0.7840000000000006,-0.2525273259577732
0.7920000000000006,-0.7920000000000006,0.7920000000000006,-0.2,0.7920000000000006,-0.4581011408131275,0.7920000000000006,2.064135153049682,0.7920000000000006,0.576949249723121,0.7920000000000006,0.0001302290489286651,0.7920000000000006,7.513555207154898e-05,0.7920000000000006,-1.488631766235937e-13,0.7920000000000006,-3.640050020978507e-05,0.7920000000000006,-3.391310461824583e-14,0.7920000000000006,-5.311061277815695e-14,0.7920000000000006,-1.773841351014533e-14,0.7920000000000006,-0.2525273259577732
0.8,-0.8,0.8,-0.2,0.8,-0.4650184477017635,0.8,2.020083288057806,0.8,0.5603892985594777,0.8,0.0001333770513041355,0.8,7.474307222425594e-05,0.8,-1.483794208860522e-13,0.8,-3.699999532998292e-05,0.8,-3.387920767621418e-14,0.8,-5.437588368182261e-14,0.8,-1.789328906406623e-14,0.8,-0.2525273259577732
