NM0:vgs X,NM0:vgs Y,NM0:vds X,NM0:vds Y,NM0:vth X,NM0:vth Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:self_gain X,NM0:self_gain Y,NM0:gds X,NM0:gds Y,NM0:gm X,NM0:gm Y,NM0:cgs X,NM0:cgs Y,NM0:id X,NM0:id Y,NM0:csb X,NM0:csb Y,NM0:cgd X,NM0:cgd Y,NM0:cdb X,NM0:cdb Y,NM0:vdsat X,NM0:vdsat Y
0.4160000000000003,0.4160000000000003,0.4160000000000003,0.2,0.4160000000000003,0.2298855757036051,0.4160000000000003,8.568430481333722,0.4160000000000003,8.840939385766585,0.4160000000000003,3.996179036549481e-05,0.4160000000000003,0.0003532997663680507,0.4160000000000003,-1.477881699401303e-13,0.4160000000000003,4.12327283438438e-05,0.4160000000000003,-2.414071333802705e-14,0.4160000000000003,-8.573268715139538e-15,0.4160000000000003,-6.68462542807653e-15,0.4160000000000003,0.1948372053053985
0.4240000000000003,0.4240000000000003,0.4240000000000003,0.2,0.4240000000000003,0.2298855757036051,0.4240000000000003,8.179661366950251,0.4240000000000003,7.665456275637712,0.4240000000000003,4.704651925175955e-05,0.4240000000000003,0.0003606330362453107,0.4240000000000003,-1.483489716031428e-13,0.4240000000000003,4.408899342755782e-05,0.4240000000000003,-2.416490415432324e-14,0.4240000000000003,-9.220938864098996e-15,0.4240000000000003,-6.796308102332028e-15,0.4240000000000003,0.2013692198071423
0.4320000000000003,0.4320000000000003,0.4320000000000003,0.2,0.4320000000000003,0.2298855757036051,0.4320000000000003,7.80954787186694,0.4320000000000003,6.679223309800049,0.4320000000000003,5.495408399345302e-05,0.4320000000000003,0.0003670505987777812,0.4320000000000003,-1.488534402412269e-13,0.4320000000000003,4.700023673608141e-05,0.4320000000000003,-2.418271682634247e-14,0.4320000000000003,-9.93002351080474e-15,0.4320000000000003,-6.916004770844081e-15,0.4320000000000003,0.2079185399455386
0.4400000000000003,0.4400000000000003,0.4400000000000003,0.2,0.4400000000000003,0.2298855757036051,0.4400000000000003,7.457797244964674,0.4400000000000003,5.851877824366446,0.4400000000000003,6.366947685793747e-05,0.4400000000000003,0.000372585999713977,0.4400000000000003,-1.493029267154526e-13,0.4400000000000003,4.995925572623822e-05,0.4400000000000003,-2.419444184717569e-14,0.4400000000000003,-1.07041790220997e-14,0.4400000000000003,-7.043958448324495e-15,0.4400000000000003,0.2144823668637053
0.4480000000000003,0.4480000000000003,0.4480000000000003,0.2,0.4480000000000003,0.2298855757036051,0.4480000000000003,7.124110686444419,0.4480000000000003,5.156992917042785,0.4480000000000003,7.31602766974777e-05,0.4480000000000003,0.0003772870287377828,0.4480000000000003,-1.496983065829013e-13,0.4480000000000003,5.295917558625942e-05,0.4480000000000003,-2.420033949573143e-14,0.4480000000000003,-1.154677827006887e-14,0.4480000000000003,-7.180340977907027e-15,0.4480000000000003,0.2210583607700932
0.4560000000000003,0.4560000000000003,0.4560000000000003,0.2,0.4560000000000003,0.2298855757036051,0.4560000000000003,6.80814085350372,0.4560000000000003,4.571983255100908,0.4560000000000003,8.338000031498119e-05,0.4560000000000003,0.0003812119652504024,0.4560000000000003,-1.500401074357716e-13,0.4560000000000003,5.599354852591235e-05,0.4560000000000003,-2.420065451634647e-14,0.4560000000000003,-1.246078983311103e-14,0.4560000000000003,-7.325238621788839e-15,0.4560000000000003,0.2276445782080339
0.4640000000000004,0.4640000000000004,0.4640000000000004,0.2,0.4640000000000004,0.2298855757036051,0.4640000000000004,6.509462876405569,0.4640000000000004,4.077828641918739,0.4640000000000004,9.42721282362244e-05,0.4640000000000004,0.0003844255846563121,0.4640000000000004,-1.503286265127507e-13,0.4640000000000004,5.905642169819468e-05,0.4640000000000004,-2.419562856099656e-14,0.4640000000000004,-1.344865048153882e-14,0.4640000000000004,-7.478638251441289e-15,0.4640000000000004,0.2342394159793398
0.4720000000000004,0.4720000000000004,0.4720000000000004,0.2,0.4720000000000004,0.2298855757036051,0.4720000000000004,6.227560983043621,0.4720000000000004,3.658694518657223,0.4720000000000004,0.0001057741828915541,0.4720000000000004,0.0003869954231607757,0.4720000000000004,-1.505640406717967e-13,0.4720000000000004,6.214237391104823e-05,0.4720000000000004,-2.418551054115836e-14,0.4720000000000004,-1.451213653381493e-14,0.4720000000000004,-7.640415023618185e-15,0.4720000000000004,0.2408415614806989
0.4800000000000004,0.4800000000000004,0.4800000000000004,0.2,0.4800000000000004,0.2298855757036051,0.4800000000000004,5.961829320076069,0.4800000000000004,3.30151147581963,0.4800000000000004,0.000117821381746479,0.4800000000000004,0.000388988643932926,0.4800000000000004,-1.507465093456169e-13,0.4800000000000004,6.524652469072699e-05,0.4800000000000004,-2.417056491374592e-14,0.4800000000000004,-1.565224098248109e-14,0.4800000000000004,-7.810322504755014e-15,0.4800000000000004,0.2474499490724177
0.4880000000000004,0.4880000000000004,0.4880000000000004,0.2,0.4880000000000004,0.2298855757036051,0.4880000000000004,5.711583432479245,0.4880000000000004,2.995557388667071,0.4880000000000004,0.0001303495865460492,0.4880000000000004,0.0003904696670877156,0.4880000000000004,-1.508762698279021e-13,0.4880000000000004,6.836452127593017e-05,0.4880000000000004,-2.415107785017502e-14,0.4880000000000004,-1.686906421563618e-14,0.4880000000000004,-7.98798620369162e-15,0.4880000000000004,0.254063722016041
0.4960000000000004,0.4960000000000004,0.4960000000000004,0.2,0.4960000000000004,0.2298855757036051,0.4960000000000004,5.476078178129494,0.4960000000000004,2.732069246172733,0.4960000000000004,0.0001432974560375545,0.4960000000000004,0.000391498572694992,0.4960000000000004,-1.509537232294583e-13,0.4960000000000004,7.149250977821672e-05,0.4960000000000004,-2.412736121165876e-14,0.4960000000000004,-1.816172648508209e-14,0.4960000000000004,-8.172901371789881e-15,0.4960000000000004,0.2606821994769863
0.5040000000000003,0.5040000000000003,0.5040000000000003,0.2,0.5040000000000003,0.2298855757036051,0.5040000000000003,5.254528230692334,0.5040000000000003,2.5038987221469,0.5040000000000003,0.0001566078456791018,0.5040000000000003,0.0003921301846740819,0.5040000000000003,-1.50979508775874e-13,0.5040000000000003,7.462709637465895e-05,0.5040000000000003,-2.409975427654767e-14,0.5040000000000003,-1.952830982198127e-14,0.5040000000000003,-8.364435722234553e-15,0.5040000000000003,0.2673048480779177
0.5120000000000003,0.5120000000000003,0.5120000000000003,0.2,0.5120000000000003,0.2298855757036051,0.5120000000000003,5.04612825332154,0.5120000000000003,2.305216351216492,0.5120000000000003,0.0001702285751099076,0.5120000000000003,0.0003924136947876436,0.5120000000000003,-1.50954563857698e-13,0.5120000000000003,7.776530343446149e-05,0.5120000000000003,-2.406862323165953e-14,0.5120000000000003,-2.096583578733165e-14,0.5120000000000003,-8.561837413792459e-15,0.5120000000000003,0.2739312574996683
0.5200000000000004,0.5200000000000004,0.5200000000000004,0.2,0.5200000000000004,0.2298855757036051,0.5200000000000004,4.850070881714291,0.5200000000000004,2.131263360130185,0.5200000000000004,0.0001841127121323615,0.5200000000000004,0.0003923926775018983,0.5200000000000004,-1.508801674230122e-13,0.5200000000000004,8.090452429929769e-05,0.5200000000000004,-2.403435853860921e-14,0.5200000000000004,-2.24702833030011e-14,0.5200000000000004,-8.764248263220129e-15,0.5200000000000004,0.2805611196514015
0.5280000000000004,0.5280000000000004,0.5280000000000004,0.2,0.5280000000000004,0.2298855757036051,0.5280000000000004,4.665561577467923,0.5280000000000004,1.978146986216128,0.5280000000000004,0.0001982185171298795,0.5280000000000004,0.0003921053622727011,0.5280000000000004,-1.507579649037977e-13,0.5280000000000004,8.404247929496497e-05,0.5280000000000004,-2.399737040284731e-14,0.5280000000000004,-2.403664801379225e-14,0.5280000000000004,-8.970721735370443e-15,0.5280000000000004,0.2871942109652499
0.5360000000000004,0.5360000000000004,0.5360000000000004,0.2,0.5360000000000004,0.2298855757036051,0.5360000000000004,4.491830093955709,0.5360000000000004,1.842673690503556,0.5360000000000004,0.0002125091698718358,0.5360000000000004,0.0003915850563135829,0.5360000000000004,-1.505899738169397e-13,0.5360000000000004,8.717717458670124e-05,0.5360000000000004,-2.395808268909234e-14,0.5360000000000004,-2.565904148229225e-14,0.5360000000000004,-9.180244861691132e-15,0.5360000000000004,0.2938303774086037
0.5440000000000004,0.5440000000000004,0.5440000000000004,0.2,0.5440000000000004,0.2298855757036051,0.5440000000000004,4.32813873152026,0.5440000000000004,1.722214374478684,0.5440000000000004,0.0002269523729629674,0.5440000000000004,0.00039086063903887,0.5440000000000004,-1.503785703508114e-13,0.5440000000000004,9.030686474842652e-05,0.5440000000000004,-2.391692572351636e-14,0.5440000000000004,-2.733082539836221e-14,0.5440000000000004,-9.391762908671129e-15,0.5440000000000004,0.3004695218470343
0.5520000000000004,0.5520000000000004,0.5520000000000004,0.2,0.5520000000000004,0.2298855757036051,0.5520000000000004,4.173787791431109,0.5520000000000004,1.614596043394074,0.5520000000000004,0.0002415198995878534,0.5520000000000004,0.0003899570742754823,0.5520000000000004,-1.501264584772617e-13,0.5520000000000004,9.343001938838295e-05,0.5520000000000004,-2.387432848484913e-14,0.5520000000000004,-2.904477329137905e-14,0.5520000000000004,-9.604205402014457e-15,0.5520000000000004,0.3071115934301217
0.5600000000000004,0.5600000000000004,0.5600000000000004,0.2,0.5600000000000004,0.2298855757036051,0.5600000000000004,4.028118727651074,0.5600000000000004,1.518014994715291,0.5600000000000004,0.0002561871308760152,0.5600000000000004,0.0003888959061228797,0.5600000000000004,-1.498366242475082e-13,0.5600000000000004,9.654529382517669e-05,0.5600000000000004,-2.383071070376241e-14,0.5600000000000004,-3.079325030409938e-14,0.5600000000000004,-9.81651203713672e-15,0.5600000000000004,0.3137565787104995
0.5680000000000004,0.5680000000000004,0.5680000000000004,0.2,0.5680000000000004,0.2298855757036051,0.5680000000000004,3.890515495577955,0.5680000000000004,1.430967344230351,0.5680000000000004,0.0002709326110504788,0.5680000000000004,0.0003876957189002984,0.5680000000000004,-1.495122787926482e-13,0.5680000000000004,9.965150359684249e-05,0.5680000000000004,-2.378647536020252e-14,0.5680000000000004,-3.256840063911469e-14,0.5680000000000004,-1.002765707728935e-14,0.5680000000000004,0.3204044942414774
0.5760000000000004,0.5760000000000004,0.5760000000000004,0.2,0.5760000000000004,0.2298855757036051,0.5760000000000004,3.760404548486525,0.5760000000000004,1.352193420716603,0.5760000000000004,0.0002857376361706832,0.5760000000000004,0.0003863725516811123,0.5760000000000004,-1.49156794056507e-13,0.5760000000000004,0.0001027476024720396,0.5760000000000004,-2.374200199696183e-14,0.5760000000000004,-3.436233238264948e-14,0.5760000000000004,-1.023667104042033e-14,0.5760000000000004,0.327055380431492
0.5840000000000004,0.5840000000000004,0.5840000000000004,0.2,0.5840000000000004,0.2298855757036051,0.5840000000000004,3.637253863114528,0.5840000000000004,1.280633207049835,0.5840000000000004,0.0003005858838794819,0.5840000000000004,0.0003849402644664901,0.5840000000000004,-1.487736354027276e-13,0.5840000000000004,0.0001058326635847395,0.5840000000000004,-2.369764116587725e-14,0.5840000000000004,-3.616729044974542e-14,0.5840000000000004,-1.044265877038386e-14,0.5840000000000004,0.3337092964627669
0.5920000000000004,0.5920000000000004,0.5920000000000004,0.2,0.5920000000000004,0.2298855757036051,0.5920000000000004,3.520571302620865,0.5920000000000004,1.215390560317211,0.5920000000000004,0.0003154630861598369,0.5920000000000004,0.0003834108570472009,0.5920000000000004,-1.483662949828537e-13,0.5920000000000004,0.000108905863307626,0.5920000000000004,-2.365371020513651e-14,0.5920000000000004,-3.797581015911875e-14,0.5920000000000004,-1.064481333304746e-14,0.5920000000000004,0.3403663161081718
0.6000000000000004,0.6000000000000004,0.6000000000000004,0.2,0.6000000000000004,0.2298855757036051,0.6000000000000004,3.409902557149895,0.6000000000000004,1.155704404238896,0.6000000000000004,0.0003303567438476959,0.6000000000000004,0.0003817947438348029,0.6000000000000004,-1.479382292002142e-13,0.6000000000000004,0.0001119664674977318,0.6000000000000004,-2.361049042721434e-14,0.6000000000000004,-3.978084614331551e-14,0.6000000000000004,-1.084242552780957e-14,0.6000000000000004,0.3470265243034814
0.6080000000000004,0.6080000000000004,0.6080000000000004,0.2,0.6080000000000004,0.2298855757036051,0.6080000000000004,3.304828843572979,0.6080000000000004,1.100925461940735,0.6080000000000004,0.0003452558798525233,0.6080000000000004,0.000380100989014394,0.6080000000000004,-1.47492802857594e-13,0.6080000000000004,0.0001150138197789942,0.6080000000000004,-2.356822568979053e-14,0.6080000000000004,-4.157587362578261e-14,0.6080000000000004,-1.103488912109946e-14,0.6080000000000004,0.3536900143529039
0.6160000000000004,0.6160000000000004,0.6160000000000004,0.2,0.6160000000000004,0.2298855757036051,0.6160000000000004,3.204964497758819,0.6160000000000004,1.050497397596681,0.6160000000000004,0.000360150827198074,0.6160000000000004,0.0003783375067138686,0.6160000000000004,-1.470332417446702e-13,0.6160000000000004,0.0001180473315629993,0.6160000000000004,-2.352712223566988e-14,0.6160000000000004,-4.335496128449091e-14,0.6160000000000004,-1.122170216310241e-14,0.6160000000000004,0.3603568856637959
0.6240000000000004,0.6240000000000004,0.6240000000000004,0.2,0.6240000000000004,0.2298855757036051,0.6240000000000004,3.109954554448933,0.6240000000000004,1.003941474098638,0.6240000000000004,0.000375033047752796,0.6240000000000004,0.000376511230796647,0.6240000000000004,-1.465625946030979e-13,0.6240000000000004,0.0001210664735466046,0.6240000000000004,-2.348734962687637e-14,0.6240000000000004,-4.511281677591545e-14,0.6240000000000004,-1.140246492805986e-14,0.6240000000000004,0.3670272419219237
0.6320000000000005,0.6320000000000005,0.6320000000000005,0.2,0.6320000000000005,0.2298855757036051,0.6320000000000005,3.019472380243936,0.6320000000000005,0.9608440222623712,0.6320000000000005,0.0003898949776263594,0.6320000000000005,0.0003746282585624084,0.6320000000000005,-1.460837046790409e-13,0.6320000000000005,0.0001240707684608164,0.6320000000000005,-2.34490425632673e-14,0.6320000000000005,-4.684480740125394e-14,0.6320000000000005,-1.157687512022477e-14,0.6320000000000005,0.373701189632382
0.6400000000000005,0.6400000000000005,0.6400000000000005,0.2,0.6400000000000005,0.2298855757036051,0.6400000000000005,2.933217402871855,0.6400000000000005,0.9208461651779151,0.6400000000000005,0.0004047298955046911,0.6400000000000005,0.0003726939722083531,0.6400000000000005,-1.455991904827939e-13,0.6400000000000005,0.0001270597848778969,0.6400000000000005,-2.341230336457532e-14,0.6400000000000005,-4.854695932545346e-14,0.6400000000000005,-1.174472101965899e-14,0.6400000000000005,0.3803788369628199
0.6480000000000005,0.6480000000000005,0.6480000000000005,0.2,0.6480000000000005,0.2298855757036051,0.6480000000000005,2.850912963379316,0.6480000000000005,0.8836353575356735,0.6480000000000005,0.0004195318105782586,0.6480000000000005,0.000370713141437908,0.6480000000000005,-1.45111434943422e-13,0.6480000000000005,0.000130033131912633,0.6480000000000005,-2.337720490212853e-14,0.6480000000000005,-5.021593923829639e-14,0.6480000000000005,-1.19058732182521e-14,0.6480000000000005,0.3870602928355683
0.6560000000000005,0.6560000000000005,0.6560000000000005,0.2,0.6560000000000005,0.2298855757036051,0.6560000000000005,2.772304305891922,0.6560000000000005,0.8489383909135739,0.6560000000000005,0.0004342953671251327,0.6560000000000005,0.00036869001014843,0.6560000000000005,-1.446225818710708e-13,0.6560000000000005,0.0001329904546789735,0.6560000000000005,-2.334379378720102e-14,0.6560000000000005,-5.184902244605847e-14,0.6560000000000005,-1.206027553278826e-14,0.6560000000000005,0.3937456662240201
0.6640000000000005,0.6640000000000005,0.6640000000000005,0.2,0.6640000000000005,0.2298855757036051,0.6640000000000005,2.697156711070722,0.6640000000000005,0.8165155875381687,0.6640000000000005,0.0004490157632055144,0.6640000000000005,0.0003666283697076498,0.6640000000000005,-1.441345385030537e-13,0.6640000000000005,0.000135931430384963,0.6640000000000005,-2.331209365170788e-14,0.6640000000000005,-5.344405119278085e-14,0.6640000000000005,-1.220793559442474e-14,0.6640000000000005,0.4004350656155922
0.6720000000000005,0.6720000000000005,0.6720000000000005,0.2,0.6720000000000005,0.2298855757036051,0.6720000000000005,2.625253773487572,0.6720000000000005,0.7861559612303355,0.6720000000000005,0.0004636886812894499,0.6720000000000005,0.0003645316209507342,0.6720000000000005,-1.436489828855603e-13,0.6720000000000005,0.0001388557649674549,0.6720000000000005,-2.328210838920652e-14,0.6720000000000005,-5.499938662553864e-14,0.6720000000000005,-1.234891551623393e-14,0.6720000000000005,0.4071285986101155
0.6800000000000005,0.6800000000000005,0.6800000000000005,0.2,0.6800000000000005,0.2298855757036051,0.6800000000000005,2.556395819180544,0.6800000000000005,0.7576731684844844,0.6800000000000005,0.0004783102289656256,0.6800000000000005,0.0003624028266989247,0.6800000000000005,-1.43167374901464e-13,0.6800000000000005,0.0001417631901837714,0.6800000000000005,-2.32538252563687e-14,0.6800000000000005,-5.65138573226903e-14,0.6800000000000005,-1.248332294305577e-14,0.6800000000000005,0.4138263716274739
0.6880000000000005,0.6880000000000005,0.6880000000000005,0.2,0.6880000000000005,0.2298855757036051,0.6880000000000005,2.490398457108906,0.6880000000000005,0.730902107535862,0.6880000000000005,0.0004928768881646516,0.6880000000000005,0.0003602447563152612,0.6880000000000005,-1.426909698682061e-13,0.6880000000000005,0.0001446534610907278,0.6880000000000005,-2.322721776480691e-14,0.6880000000000005,-5.798670676677888e-14,0.6880000000000005,-1.261130269808729e-14,0.6880000000000005,0.4205284897029325
0.6960000000000005,0.6960000000000005,0.6960000000000005,0.2,0.6960000000000005,0.2298855757036051,0.6960000000000005,2.427091256710317,0.6960000000000005,0.7056960508880448,0.6960000000000005,0.0005073854715762752,0.6960000000000005,0.0003580599235693457,0.6960000000000005,-1.422208337739702e-13,0.6960000000000005,0.0001475263538525523,0.6960000000000005,-2.320224831893338e-14,0.6960000000000005,-5.941754161545978e-14,0.6960000000000005,-1.273302916269946e-14,0.6960000000000005,0.4272350563522319
0.7040000000000005,0.7040000000000005,0.7040000000000005,0.2,0.7040000000000005,0.2298855757036051,0.7040000000000005,2.366316542973462,0.7040000000000005,0.6819242186889908,0.7040000000000005,0.0005218330851498601,0.7040000000000005,0.000355850618876884,0.7040000000000005,-1.417578593762845e-13,0.7040000000000005,0.0001503816638285649,0.7040000000000005,-2.317887057676181e-14,0.7040000000000005,-6.080628213839832e-14,0.7040000000000005,-1.284869946181232e-14,0.7040000000000005,0.4339461734916941
0.7120000000000005,0.7120000000000005,0.7120000000000005,0.2,0.7120000000000005,0.2298855757036051,0.7120000000000005,2.307928300156331,0.7120000000000005,0.6594697177915196,0.7120000000000005,0.0005362170957452207,0.7120000000000005,0.000353618936806089,0.7120000000000005,-1.413027825409791e-13,0.7120000000000005,0.0001532192038992919,0.7120000000000005,-2.315703152718083e-14,0.7120000000000005,-6.215311576484493e-14,0.7120000000000005,-1.295852747691221e-14,0.7120000000000005,0.4406619414013139
0.7200000000000005,0.7200000000000005,0.7200000000000005,0.2,0.7200000000000005,0.2298855757036051,0.7200000000000005,2.251791175342116,0.7200000000000005,0.6382277852703471,0.7200000000000005,0.0005505351031505218,0.7200000000000005,0.0003513667995973395,0.7200000000000005,-1.408561983419411e-13,0.7200000000000005,0.0001560388029962209,0.7200000000000005,-2.313667328956821e-14,0.7200000000000005,-6.345845433358936e-14,0.7200000000000005,-1.306273867144108e-14,0.7200000000000005,0.4473824587208249
0.7280000000000005,0.7280000000000005,0.7280000000000005,0.2,0.7280000000000005,0.2298855757036051,0.7280000000000005,2.197779573312503,0.7280000000000005,0.6181042863373427,0.7280000000000005,0.0005647849158096332,0.7280000000000005,0.0003490959773206095,0.7280000000000005,-1.404185765681171e-13,0.7280000000000005,0.0001588403048058801,0.7280000000000005,-2.311773465022927e-14,0.7280000000000005,-6.47228953542787e-14,0.7280000000000005,-1.316156568716481e-14,0.7280000000000005,0.4541078224707316
0.7360000000000005,0.7360000000000005,0.7360000000000005,0.2,0.7360000000000005,0.2298855757036051,0.7360000000000005,2.145776834647565,0.7360000000000005,0.5990144255800197,0.7360000000000005,0.0005789645297064953,0.7360000000000005,0.0003468081051933426,0.7360000000000005,-1.399902763913928e-13,0.7360000000000005,0.0001616235666234968,0.7360000000000005,-2.310015235566864e-14,0.7360000000000005,-6.594718737155261e-14,0.7360000000000005,-1.325524465330443e-14,0.7360000000000005,0.4608381280918339
0.7440000000000005,0.7440000000000005,0.7440000000000005,0.2,0.7440000000000005,0.2298855757036051,0.7440000000000005,2.095674489472165,0.7440000000000005,0.5808816376987288,0.7440000000000005,0.0005930721099419567,0.7440000000000005,0.0003445046984965244,0.7440000000000005,-1.395715600371236e-13,0.7440000000000005,0.0001643884583353197,0.7440000000000005,-2.308386218578843e-14,0.7440000000000005,-6.713219936317138e-14,0.7440000000000005,-1.334401214075654e-14,0.7440000000000005,0.4675734694979249
0.7520000000000006,0.7520000000000006,0.7520000000000006,0.2,0.7520000000000006,0.2298855757036051,0.7520000000000006,2.047371579817897,0.7520000000000006,0.5636366297901829,0.7520000000000006,0.0006071059746120488,0.7520000000000006,0.0003421871654558195,0.7520000000000006,-1.391626053693231e-13,0.7520000000000006,0.0001671348615119038,0.7520000000000006,-2.30687998313351e-14,0.7520000000000006,-6.827889399118309e-14,0.7520000000000006,-1.342810268985973e-14,0.7520000000000006,0.4743139391374988
0.7600000000000006,0.7600000000000006,0.7600000000000006,0.2,0.7600000000000006,0.2298855757036051,0.7600000000000006,2.000774044128784,0.7600000000000006,0.5472165519976873,0.7600000000000006,0.0006210645806580342,0.7600000000000006,0.000339856818395579,0.7600000000000006,-1.387635173567333e-13,0.7600000000000006,0.0001698626685973469,0.7600000000000006,-2.305490159980647e-14,0.7600000000000006,-6.938830445205108e-14,0.7600000000000006,-1.350774684034067e-14,0.7600000000000006,0.4810596280611297
0.7680000000000006,0.7680000000000006,0.7680000000000006,0.2,0.7680000000000006,0.2298855757036051,0.7680000000000006,1.955794157988346,0.7680000000000006,0.5315642772409361,0.7680000000000006,0.0006349465114098269,0.7680000000000006,0.0003375148834242184,0.7680000000000006,-1.383743384264554e-13,0.7680000000000006,0.0001725717821817227,0.7680000000000006,-2.304210497299951e-14,0.7680000000000006,-7.046151462908425e-14,0.7680000000000006,-1.35831695950282e-14,0.7680000000000006,0.4878106259919707
0.7760000000000006,0.7760000000000006,0.7760000000000006,0.2,0.7760000000000006,0.2298855757036051,0.7760000000000006,1.912350025672845,0.7760000000000006,0.5166277739237418,0.7760000000000006,0.0006487504655872947,0.7760000000000006,0.0003351625088683551,0.7760000000000006,-1.379950577408166e-13,0.7760000000000006,0.0001752621143458575,0.7760000000000006,-2.303034903776526e-14,0.7760000000000006,-7.149964223104832e-14,0.7760000000000006,-1.365458925364899e-14,0.7760000000000006,0.4945670213972326
0.7840000000000006,0.7840000000000006,0.7840000000000006,0.2,0.7840000000000006,0.2298855757036051,0.7840000000000006,1.870365117632864,0.7840000000000006,0.5023595581337762,0.7840000000000006,0.0006624752475598587,0.7840000000000006,0.0003328007726387346,0.7840000000000006,-1.376256194528746e-13,0.7840000000000006,0.0001779335860691954,0.7840000000000006,-2.301957480959365e-14,0.7840000000000006,-7.250382459823791e-14,0.7840000000000006,-1.372221655874288e-14,0.7840000000000006,0.5013289015592366
0.7920000000000006,0.7920000000000006,0.7920000000000006,0.2,0.7920000000000006,0.2298855757036051,0.7920000000000006,1.829767849468971,0.7920000000000006,0.4887162140034477,0.7920000000000006,0.0006761197586948748,0.7920000000000006,0.0003304306886822839,0.7920000000000006,-1.372659300083842e-13,0.7920000000000006,0.0001805861266928396,0.7920000000000006,-2.300972546656695e-14,0.7920000000000006,-7.347520686647723e-14,0.7920000000000006,-1.378625410189679e-14,0.7920000000000006,0.5080963526447525
0.8,0.8,0.8,0.2,0.8,0.2298855757036051,0.8,1.79049119839502,0.8,0.4756579726822524,0.8,0.000689682989650539,0.8,0.0003280532126506103,0.8,-1.369158645688572e-13,0.8,0.0001832196734309947,0.8,-2.300074650912813e-14,0.8,-7.441493219648982e-14,0.8,-1.384689594469225e-14,0.8,0.5148694597719011
