NM0:cgs X,NM0:cgs Y,NM0:cdb X,NM0:cdb Y,NM0:csb X,NM0:csb Y,NM0:cgd X,NM0:cgd Y,NM0:id X,NM0:id Y,NM0:gm X,NM0:gm Y,NM0:gds X,NM0:gds Y,NM0:vth X,NM0:vth Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:self_gain X,NM0:self_gain Y,NM0:vdsat X,NM0:vdsat Y
0.4020000000000002,-3.57678572587335e-15,0.4020000000000002,-2.69536127512548e-15,0.4020000000000002,-3.334112961841648e-15,0.4020000000000002,-1.373566635397846e-15,0.4020000000000002,4.39891512427264e-05,0.4020000000000002,0.0008108518065089377,0.4020000000000002,7.742952999345089e-05,0.4020000000000002,0.3663703174794232,0.4020000000000002,18.4329950363638,0.4020000000000002,10.47212615881203,0.4020000000000002,0.06967251954326523
0.4080000000000003,-3.651398248449924e-15,0.4080000000000003,-2.695536146027735e-15,0.4080000000000003,-3.340114019669653e-15,0.4080000000000003,-1.371170617031903e-15,0.4080000000000003,4.907550649924744e-05,0.4080000000000003,0.0008854341000687897,0.4080000000000003,8.543816953330543e-05,0.4080000000000003,0.3663703174794232,0.4080000000000003,18.04228144001769,0.4080000000000003,10.36344885319237,0.4080000000000003,0.07190606554145405
0.4140000000000003,-3.720537845587691e-15,0.4140000000000003,-2.695712126664019e-15,0.4140000000000003,-3.345606120245023e-15,0.4140000000000003,-1.369014995864972e-15,0.4140000000000003,5.461911984911658e-05,0.4140000000000003,0.0009632546414969818,0.4140000000000003,9.403930376528606e-05,0.4140000000000003,0.3663703174794232,0.4140000000000003,17.6358506720713,0.4140000000000003,10.2431069024201,0.4140000000000003,0.07423486622177601
0.4200000000000003,-3.784363253034729e-15,0.4200000000000003,-2.695889399543904e-15,0.4200000000000003,-3.350613923236925e-15,0.4200000000000003,-1.367094730955075e-15,0.4200000000000003,6.063824512146144e-05,0.4200000000000003,0.001043915613739997,0.4200000000000003,0.0001032470154269685,0.4200000000000003,0.3663703174794232,0.4200000000000003,17.21546544843009,0.4200000000000003,10.11085511211128,0.4200000000000003,0.07665437543885455
0.4260000000000003,-3.843105767234263e-15,0.4260000000000003,-2.696068215020755e-15,0.4260000000000003,-3.355166872034872e-15,0.4260000000000003,-1.365402003137648e-15,0.4260000000000003,6.714857039018802e-05,0.4260000000000003,0.001126960798101846,0.4260000000000003,0.0001130738686363899,0.4260000000000003,0.3663703174794232,0.4260000000000003,16.7830944360422,0.4260000000000003,9.966589201310503,0.4260000000000003,0.07915946087793306
0.4320000000000003,-3.897046887985678e-15,0.4320000000000003,-2.696248875625942e-15,0.4320000000000003,-3.359297255275698e-15,0.4320000000000003,-1.363927085084649e-15,0.4320000000000003,7.416289536668063e-05,0.4320000000000003,0.001211885048803781,0.4320000000000003,0.0001235312715905878,0.4320000000000003,0.3663703174794232,0.4320000000000003,16.34085404586435,0.4320000000000003,9.810350312107676,0.4320000000000003,0.0817444928159487
0.4380000000000003,-3.946499204061576e-15,0.4380000000000003,-2.696431722352277e-15,0.4380000000000003,-3.363038622214952e-15,0.4380000000000003,-1.362659087276152e-15,0.4380000000000003,8.169087118524348e-05,0.4380000000000003,0.001298145537421677,0.4380000000000003,0.0001346299078935414,0.4380000000000003,0.3663703174794232,0.4380000000000003,15.89094985264373,0.4380000000000003,9.642326565715146,0.4380000000000003,0.08440343986478653
0.4440000000000003,-3.991790745354535e-15,0.4440000000000003,-2.696617123133273e-15,0.4440000000000003,-3.366424545964929e-15,0.4440000000000003,-1.361586570693442e-15,0.4440000000000003,8.973881159381739e-05,0.4440000000000003,0.00138517422632652,0.4440000000000003,0.0001463802114181812,0.4440000000000003,0.3663703174794232,0.4440000000000003,15.43562034895174,0.4440000000000003,9.462851658065542,0.4440000000000003,0.08712996837809898
0.4500000000000003,-4.033252692808652e-15,0.4500000000000003,-2.696805463525253e-15,0.4500000000000003,-3.369487704299142e-15,0.4500000000000003,-1.360698029978154e-15,0.4500000000000003,9.830958112733143e-05,0.4500000000000003,0.001472390974193566,0.4500000000000003,0.0001587928572486316,0.4500000000000003,0.3663703174794232,0.4500000000000003,14.97708521703712,0.4500000000000003,9.272400533029986,0.4500000000000003,0.08991754229644981
0.4560000000000003,-4.071210131978968e-15,0.4560000000000003,-2.6969971394437e-15,0.4560000000000003,-3.372259234755088e-15,0.4560000000000003,-1.359982258851886e-15,0.4560000000000003,0.0001074025622100753,0.4560000000000003,0.001559216666772244,0.4560000000000003,0.0001718792409658965,0.4560000000000003,0.3663703174794232,0.4560000000000003,14.51749971964473,0.4560000000000003,9.07158222255366,0.4560000000000003,0.09275952045686883
0.4620000000000003,-4.105975431153082e-15,0.4620000000000003,-2.697192551717606e-15,0.4620000000000003,-3.374768316199734e-15,0.4620000000000003,-1.359428613754618e-15,0.4620000000000003,0.0001170136995786571,0.4620000000000003,0.001645085799990304,0.4620000000000003,0.000185651920195225,0.4620000000000003,0.3663703174794232,0.4620000000000003,14.05891622874523,0.4620000000000003,8.861130002104961,0.4620000000000003,0.09564924876963596
0.4680000000000003,-4.137843792442063e-15,0.4680000000000003,-2.697392102188288e-15,0.4680000000000003,-3.377041930067516e-15,0.4680000000000003,-1.359027193012634e-15,0.4680000000000003,0.0001271356171823093,0.4680000000000003,0.001729458013446033,0.4680000000000003,0.0002001249956096949,0.4680000000000003,0.3663703174794232,0.4680000000000003,13.60325337444643,0.4680000000000003,8.641889076260147,0.4680000000000003,0.0985801451289566
0.4740000000000003,-4.167090539057069e-15,0.4740000000000003,-2.69759619107611e-15,0.4740000000000003,-3.379104758843708e-15,0.4740000000000003,-1.358768948350175e-15,0.4740000000000003,0.0001377577999967066,0.4740000000000003,0.001811828170796401,0.4740000000000003,0.000215314413045532,0.4740000000000003,0.3663703174794232,0.4740000000000003,13.15227283566674,0.4740000000000003,8.414802080217727,0.4740000000000003,0.1015457754355088
0.4800000000000003,-4.193969744209381e-15,0.4800000000000003,-2.697805215356546e-15,0.4800000000000003,-3.380979185337494e-15,0.4800000000000003,-1.358645743982909e-15,0.4800000000000003,0.0001488668311123692,0.4800000000000003,0.001891734698365457,0.4800000000000003,0.0002312381735408416,0.4800000000000003,0.3663703174794232,0.4800000000000003,12.70756342585786,0.4800000000000003,8.18089275398699,0.4800000000000003,0.1045399196303777
0.4860000000000003,-4.218713862196218e-15,0.4860000000000003,-2.698019567916324e-15,0.4860000000000003,-3.382685362705224e-15,0.4860000000000003,-1.358650376438095e-15,0.4860000000000003,0.0001604466730928004,0.4860000000000003,0.001968766013327578,0.4860000000000003,0.0002479164434810606,0.4860000000000003,0.3663703174794232,0.4860000000000003,12.27053185571671,0.4860000000000003,7.941248211226379,0.4860000000000003,0.1075566271394104
0.4920000000000003,-4.24153408053333e-15,0.4920000000000003,-2.698239637294006e-15,0.4920000000000003,-3.38424133132606e-15,0.4920000000000003,-1.358776566015319e-15,0.4920000000000003,0.0001724789819409287,0.4920000000000003,0.002042564988101119,0.4920000000000003,0.0002653715622033602,0.4920000000000003,0.3663703174794232,0.4920000000000003,11.84239937595417,0.4920000000000003,7.697000278182992,0.4920000000000003,0.1105902615795481
0.4980000000000003,-4.262621167521067e-15,0.4980000000000003,-2.698465807843065e-15,0.4980000000000003,-3.38566316411033e-15,0.4980000000000003,-1.359018928666024e-15,0.4980000000000003,0.0001849434420113662,0.4980000000000003,0.002112831500189222,0.4980000000000003,0.0002836279490551971,0.4980000000000003,0.3663703174794232,0.4980000000000003,11.42420340625363,0.4980000000000003,7.449306414362011,0.4980000000000003,0.1136355349667469
0.5040000000000003,-4.282146639191993e-15,0.5040000000000003,-2.698698460186655e-15,0.5040000000000003,-3.386965126472022e-15,0.5040000000000003,-1.359372935156452e-15,0.5040000000000003,0.0001978181107665321,0.5040000000000003,0.002179323201174998,0.5040000000000003,0.0003027119158064757,0.5040000000000003,0.3663703174794232,0.5040000000000003,11.01680322762924,0.5040000000000003,7.199330741140179,0.5040000000000003,0.1166875319790268
0.5100000000000003,-4.300264111862046e-15,0.5100000000000003,-2.698937971860604e-15,0.5100000000000003,-3.388159841000111e-15,0.5100000000000003,-1.359834862740826e-15,0.5100000000000003,0.0002110797632782927,0.5100000000000003,0.00224185470201043,0.5100000000000003,0.0003226513933774444,0.5100000000000003,0.3663703174794232,0.5100000000000003,10.62088883933379,0.5100000000000003,6.948225695054915,0.5100000000000003,0.1197417250650117
0.5160000000000003,-4.317110741342463e-15,0.5160000000000003,-2.69918471806429e-15,0.5160000000000003,-3.389258449879121e-15,0.5160000000000003,-1.360401743217601e-15,0.5160000000000003,0.0002247042276942742,0.5160000000000003,0.002300295413524333,0.5160000000000003,0.0003434755840573416,0.5160000000000003,0.3663703174794232,0.5160000000000003,10.23699214353549,0.5160000000000003,6.6971147886317,0.5160000000000003,0.1227939813506329
0.5220000000000004,-4.332808677784537e-15,0.5220000000000004,-2.699439072458037e-15,0.5220000000000004,-3.390270770437246e-15,0.5220000000000004,-1.361071310152982e-15,0.5220000000000004,0.0002386667043930461,0.5220000000000004,0.002354566302473669,0.5220000000000004,0.0003652145518178069,0.5220000000000004,0.3663703174794232,0.5220000000000004,9.865499707898902,0.5220000000000004,6.447076905216751,0.5220000000000004,0.1258405623911614
0.5280000000000004,-4.347466486968612e-15,0.5280000000000004,-2.699701407960867e-15,0.5280000000000004,-3.391205440952982e-15,0.5280000000000004,-1.36184194720111e-15,0.5280000000000004,0.0002529420631299787,0.5280000000000004,0.00240463582706025,0.5280000000000004,0.000387898764083189,0.5280000000000004,0.3663703174794232,0.5280000000000004,9.50666645675957,0.5280000000000004,6.199132479175804,0.5280000000000004,0.1288781178516527
0.5340000000000004,-4.36118050556598e-15,0.5340000000000004,-2.699972097514383e-15,0.5340000000000004,-3.392070055138204e-15,0.5340000000000004,-1.362712638793218e-15,0.5340000000000004,0.0002675051140292733,0.5340000000000004,0.00245051530500786,0.5340000000000004,0.000411558598543456,0.5340000000000004,0.3663703174794232,0.5340000000000004,9.160629746841918,0.5340000000000004,5.95423182429054,0.5340000000000004,0.1319036741869173
0.5400000000000004,-4.374036110431766e-15,0.5400000000000004,-2.700251514787718e-15,0.5400000000000004,-3.39287128463548e-15,0.5400000000000004,-1.36368292397302e-15,0.5400000000000004,0.0002823308497322281,0.5400000000000004,0.002492253945724984,0.5400000000000004,0.0004362238284220303,0.5400000000000004,0.3663703174794232,0.5400000000000004,8.827423386745453,0.5400000000000004,5.713245777380645,0.5400000000000004,0.1349146193431648
0.5460000000000004,-4.386108891174566e-15,0.5460000000000004,-2.700540034805384e-15,0.5460000000000004,-3.393614989504551e-15,0.5460000000000004,-1.364752853790194e-15,0.5460000000000004,0.0002973946573138124,0.5460000000000004,0.002529933749367531,0.5460000000000004,0.0004619230991628122,0.5460000000000004,0.3663703174794232,0.5460000000000004,8.506991256063147,0.5460000000000004,5.476958727443538,0.5460000000000004,0.1379086844277912
0.5520000000000004,-4.397465721824461e-15,0.5520000000000004,-2.700838034484966e-15,0.5520000000000004,-3.394306317096577e-15,0.5520000000000004,-1.365922952399912e-15,0.5520000000000004,0.0003126724996966528,0.5520000000000004,0.002563664443013668,0.5520000000000004,0.0004886834088751983,0.5520000000000004,0.3663703174794232,0.5520000000000004,8.199200267058357,0.5520000000000004,5.246064008832322,0.5520000000000004,0.1408839232008197
0.5580000000000004,-4.408165731992189e-15,0.5580000000000004,-2.701145893075278e-15,0.5580000000000004,-3.394949789980592e-15,0.5580000000000004,-1.367194181830579e-15,0.5580000000000004,0.0003281410672085947,0.5580000000000004,0.002593578590396766,0.5580000000000004,0.0005165296041390267,0.5580000000000004,0.3663703174794232,0.5580000000000004,7.903852487774603,0.5580000000000004,5.021161555144263,0.5580000000000004,0.1438386901390021
0.5640000000000004,-4.418261180971214e-15,0.5640000000000004,-2.70146399248814e-15,0.5640000000000004,-3.395549383738098e-15,0.5640000000000004,-1.368567910255196e-15,0.5640000000000004,0.0003437779006470746,0.5640000000000004,0.00261982697884859,0.5640000000000004,0.0005454839019592232,0.5640000000000004,0.3663703174794232,0.5640000000000004,7.620696309792738,0.5640000000000004,4.8027576422309,0.5640000000000004,0.1467716177181158
0.5700000000000004,-4.427798240171793e-15,0.5700000000000004,-2.701792717518717e-15,0.5700000000000004,-3.396108595512321e-15,0.5700000000000004,-1.37004588351883e-15,0.5700000000000004,0.0003595614877412867,0.5700000000000004,0.002642574356824152,0.5700000000000004,0.000575565447781641,0.5700000000000004,0.3663703174794232,0.5700000000000004,7.349436596853732,0.5700000000000004,4.59126649629374,0.5700000000000004,0.1496815934553383
0.5760000000000004,-4.436817690396295e-15,0.5760000000000004,-2.702132455950404e-15,0.5760000000000004,-3.396630504213409e-15,0.5760000000000004,-1.371630199623933e-15,0.5760000000000004,0.0003754713352598905,0.5760000000000004,0.002661995568608654,0.5760000000000004,0.0006067899185268302,0.5760000000000004,0.3663703174794232,0.5760000000000004,7.089743793003271,0.5760000000000004,4.387013507197795,0.5760000000000004,0.1525677371554696
0.5820000000000004,-4.445355541002203e-15,0.5820000000000004,-2.702483598540958e-15,0.5820000000000004,-3.397117823258725e-15,0.5820000000000004,-1.37332328584733e-15,0.5820000000000004,0.0003914880192206141,0.5820000000000004,0.002678272110075455,0.5820000000000004,0.0006391691785454664,0.5820000000000004,0.3663703174794232,0.5820000000000004,6.841262001856956,0.5820000000000004,4.19023976745922,0.5820000000000004,0.1554293787144809
0.5880000000000004,-4.453443578129997e-15,0.5880000000000004,-2.702846538886868e-15,0.5880000000000004,-3.397572946681751e-15,0.5880000000000004,-1.375127878151031e-15,0.5880000000000004,0.0004075932157433188,0.5880000000000004,0.002691589110828064,0.5880000000000004,0.0006727109952235325,0.5880000000000004,0.3663703174794232,0.5880000000000004,6.603616073246515,0.5880000000000004,4.001107652378547,0.5880000000000004,0.1582660367529251
0.5940000000000004,-4.461109849029795e-15,0.5940000000000004,-2.703221673163101e-15,0.5940000000000004,-3.397997989384038e-15,0.5940000000000004,-1.377047002548176e-15,0.5940000000000004,0.000423769715074818,0.5940000000000004,0.002702132733593309,0.5940000000000004,0.0007074188196484721,0.5940000000000004,0.3663703174794232,0.5940000000000004,6.376417751129202,0.5940000000000004,3.819707164330238,0.5940000000000004,0.161077398280711
0.6,-4.468379089200543e-15,0.6,-2.703609399735369e-15,0.6,-3.398394822238781e-15,0.6,-1.379083958091917e-15,0.6,0.0004400014212253863,0.6,0.002710087971016625,0.6,0.0007432916362830343,0.6,0.3663703174794232,0.6,6.159270948420662,0.6,3.646062781721741,0.6,0.1638632995337263
