PM0:id X,PM0:id Y,PM0:gm X,PM0:gm Y,PM0:gds X,PM0:gds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:cgs X,PM0:cgs Y,PM0:cdb X,PM0:cdb Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y
0.08400000000000001,-2.021291758336532e-08,0.08400000000000001,5.35873101151487e-07,0.08400000000000001,4.76930224940029e-08,0.08400000000000001,-0.2999821681477879,0.08400000000000001,-0.04448400120781612,0.08400000000000001,26.51141772798354,0.08400000000000001,11.23588049423518,0.08400000000000001,-1.553366367408027e-15,0.08400000000000001,-4.021637051208253e-15,0.08400000000000001,-4.439057447677619e-15,0.08400000000000001,-1.549755605100527e-15
0.09000000000000001,-2.36930423036056e-08,0.09000000000000001,6.264701050561549e-07,0.09000000000000001,5.579363536469096e-08,0.09000000000000001,-0.2999821681477879,0.09000000000000001,-0.04451046685025131,0.09000000000000001,26.44110019430329,0.09000000000000001,11.22834353705901,0.09000000000000001,-1.554169296903215e-15,0.09000000000000001,-4.021638696440912e-15,0.09000000000000001,-4.439201571515714e-15,0.09000000000000001,-1.549711531443647e-15
0.09600000000000002,-2.776029834601159e-08,0.09600000000000002,7.319475903702404e-07,0.09600000000000002,6.523395322385907e-08,0.09600000000000002,-0.2999821681477879,0.09600000000000002,-0.04454135943958808,0.09600000000000002,26.36670476834481,0.09600000000000002,11.22034698492768,0.09600000000000002,-1.555121582573466e-15,0.09600000000000002,-4.021640625042434e-15,0.09600000000000002,-4.439370496023203e-15,0.09600000000000002,-1.549659529725461e-15
0.102,-3.251083804370705e-08,0.102,8.546497529142477e-07,0.102,7.622720444920768e-08,0.102,-0.2999821681477879,0.102,-0.04457739013227557,0.102,26.28814896018048,0.102,11.21187322937607,0.102,-1.556249782221047e-15,0.102,-4.021642885540821e-15,0.102,-4.439568459734466e-15,0.102,-1.549598180180079e-15
0.108,-3.805590149966514e-08,0.108,9.972691979433128e-07,0.108,8.901879475282448e-08,0.108,-0.2999821681477879,0.108,-0.04461937675490427,0.108,26.20537575098194,0.108,11.20290609092604,0.108,-1.557585141165106e-15,0.108,-4.021645534684212e-15,0.108,-4.439800415830541e-15,0.108,-1.549525811032861e-15
0.114,-4.45240484045288e-08,0.114,1.162895036097771e-06,0.114,1.038908458740897e-07,0.114,-0.2999821681477879,0.114,-0.0446682578833599,0.114,26.11835801472029,0.114,11.19343120477755,0.114,-1.559164403772149e-15,0.114,-4.021648638801535e-15,0.114,-4.440072149159286e-15,0.114,-1.549440454615253e-15
0.12,-5.20636966882173e-08,0.12,1.355067194035269e-06,0.12,1.211673356188154e-07,0.12,-0.2999821681477879,0.12,-0.04472510829886448,0.12,26.02710296476127,0.12,11.18343641968181,0.12,-1.561030759344899e-15,0.12,-4.021652275376667e-15,0.12,-4.440390411124207e-15,0.12,-1.549339796169172e-15
0.126,-6.08460077135278e-08,0.126,1.577837767316365e-06,0.126,1.412199201148097e-07,0.126,-0.2999821681477879,0.126,-0.04479115583265956,0.126,25.93165643896767,0.126,11.17291219279551,0.126,-1.56323494213473e-15,0.126,-4.021656534865122e-15,0.126,-4.4407630746712e-15,0.126,-1.549221114257577e-15
0.132,-7.106816307624901e-08,0.132,1.835840376845796e-06,0.132,1.644745320056695e-07,0.132,-0.2999821681477879,0.132,-0.044867799573613,0.132,25.8321067799125,0.132,11.16185195640207,0.132,-1.565836507098115e-15,0.132,-4.021661522784433e-15,0.132,-4.441199311675256e-15,0.132,-1.549081211594494e-15
0.138,-8.29570842942108e-08,0.138,2.134368643374297e-06,0.138,1.91418863195435e-07,0.138,-0.2999821681477879,0.138,-0.04495662936524097,0.138,25.72858800334883,0.138,11.15025242415711,0.138,-1.568905304545083e-15,0.138,-4.021667362110807e-15,0.138,-4.441709795002497e-15,0.138,-1.548916335021862e-15
0.144,-9.677365385519271e-08,0.144,2.479465063646479e-06,0.144,2.226108575716292e-07,0.144,-0.2999821681477879,0.144,-0.04505944645911392,0.144,25.6212818805574,0.144,11.13811379505002,0.144,-1.57252317771307e-15,0.144,-4.021674196014978e-15,0.144,-4.442306927341218e-15,0.144,-1.548722083309337e-15
0.15,-1.128175043233274e-07,0.15,2.878021748193106e-06,0.15,2.586883574209041e-07,0.15,-0.2999821681477879,0.15,-0.04517828511959263,0.15,25.5104184926136,0.15,11.1254398028836,0.15,-1.576785907076228e-15,0.15,-4.021682190968551e-15,0.15,-4.443005098481257e-15,0.15,-1.548493301462056e-15
0.1560000000000001,-1.314324514765091e-07,0.1560000000000001,3.337894648773798e-06,0.1560000000000001,3.003800660540635e-07,0.1560000000000001,-0.2999821681477879,0.1560000000000001,-0.04531543488974008,0.1560000000000001,25.39627475301156,0.1560000000000001,11.1122375483233,0.1560000000000001,-1.581805423190238e-15,0.1560000000000001,-4.021691540247762e-15,0.1560000000000001,-4.443820971968243e-15,0.1560000000000001,-1.548223960327576e-15
0.1620000000000001,-1.530126576418181e-07,0.1620000000000001,3.868033037527078e-06,0.1620000000000001,3.485180068159672e-07,0.1620000000000001,-0.2999821681477879,0.1620000000000001,-0.045473463130224,0.1620000000000001,25.27917034788932,0.1620000000000001,11.09851704038227,0.1620000000000001,-1.587712305109168e-15,0.1620000000000001,-4.021702467853019e-15,0.1620000000000001,-4.44477380082573e-15,0.1620000000000001,-1.547907020549847e-15
0.1680000000000001,-1.780096222007961e-07,0.1680000000000001,4.478626061794673e-06,0.1680000000000001,4.040516725871727e-07,0.1680000000000001,-0.2999821681477879,0.1680000000000001,-0.04565523733302288,0.1680000000000001,25.15946052132309,0.1680000000000001,11.08429036592696,0.1680000000000001,-1.594658572541052e-15,0.1680000000000001,-4.021715232848026e-15,0.1680000000000001,-4.445885770136932e-15,0.1680000000000001,-1.547534280399515e-15
0.1740000000000001,-2.069401070664796e-07,0.1740000000000001,5.181268134906712e-06,0.1740000000000001,4.68064066365014e-07,0.1740000000000001,-0.2999821681477879,0.1740000000000001,-0.04586394659197322,0.1740000000000001,25.03752515031932,0.1740000000000001,11.06957040121547,0.1740000000000001,-1.602820765078634e-15,0.1740000000000001,-4.021730134099481e-15,0.1740000000000001,-4.447182361468376e-15,0.1740000000000001,-1.547096207818281e-15
0.1800000000000001,-2.403951148328821e-07,0.1800000000000001,5.989144663387811e-06,0.1800000000000001,5.417898275136561e-07,0.1800000000000001,-0.2999821681477879,0.1800000000000001,-0.04610312148596855,0.1800000000000001,24.9137536256904,0.1800000000000001,11.05436898081452,0.1800000000000001,-1.612403278573696e-15,0.1800000000000001,-4.021747515364142e-15,0.1800000000000001,-4.448692730101866e-15,0.1800000000000001,-1.546581758287099e-15
0.1860000000000001,-2.790500448329403e-07,0.1860000000000001,6.917239067218424e-06,0.1860000000000001,6.266356134044386e-07,0.1860000000000001,-0.2999821681477879,0.1860000000000001,-0.04637665150311458,0.1860000000000001,24.78852519710524,0.1860000000000001,11.03869444897628,0.1860000000000001,-1.623641893811641e-15,0.1860000000000001,-4.021767770620756e-15,0.1860000000000001,-4.450450080464178e-15,0.1860000000000001,-1.54597818204101e-15
0.1920000000000001,-3.236761555071661e-07,0.1920000000000001,7.982561119382477e-06,0.1920000000000001,7.242028548136408e-07,0.1920000000000001,-0.2999821681477879,0.1920000000000001,-0.04668879901212512,0.1920000000000001,24.66218466803339,0.1920000000000001,11.02254853916122,0.1920000000000001,-1.636807382118689e-15,0.1920000000000001,-4.021791349475669e-15,0.1920000000000001,-4.452492017612748e-15,0.1920000000000001,-1.545270826927111e-15
0.1980000000000001,-3.751534576321015e-07,0.1980000000000001,9.204395203235953e-06,0.1980000000000001,8.363129171891833e-07,0.1980000000000001,-0.2999821681477879,0.1980000000000001,-0.04704420867926423,0.1980000000000001,24.53501364936042,0.1980000000000001,11.00592256086583,0.1980000000000001,-1.652209001796705e-15,0.1980000000000001,-4.021818762378023e-15,0.1980000000000001,-4.454860842763646e-15,0.1980000000000001,-1.544442947092277e-15
0.2040000000000001,-4.344851487749615e-07,0.2040000000000001,1.060456505428818e-05,0.2040000000000001,9.650345703410056e-07,0.2040000000000001,-0.2999821681477879,0.2040000000000001,-0.04744791114555263,0.2040000000000001,24.40719800103275,0.2040000000000001,10.98879292017584,0.2040000000000001,-1.670197603554871e-15,0.2040000000000001,-4.02185058525905e-15,0.2040000000000001,-4.457603748345942e-15,0.2040000000000001,-1.543475532960341e-15
0.2100000000000001,-5.028136709308619e-07,0.2100000000000001,1.220770883165811e-05,0.2100000000000001,1.112713489146704e-06,0.2100000000000001,-0.2999821681477879,0.2100000000000001,-0.04790531973135097,0.2100000000000001,24.27879259811379,0.2100000000000001,10.97111606063095,0.2100000000000001,-1.691167938462442e-15,0.2100000000000001,-4.021887463057452e-15,0.2100000000000001,-4.460772852901813e-15,0.2100000000000001,-1.542347184836194e-15
0.2160000000000001,-5.814384263789665e-07,0.2160000000000001,1.404155491489921e-05,0.2160000000000001,1.282003273459511e-06,0.2160000000000001,-0.2999821681477879,0.2160000000000001,-0.04842221893630768,0.2160000000000001,24.14968512265796,0.2160000000000001,10.95282298071502,0.2160000000000001,-1.715559607196494e-15,0.2160000000000001,-4.02193011141045e-15,0.2160000000000001,-4.46442499880533e-15,0.2160000000000001,-1.541034061029332e-15
0.2220000000000001,-6.718351170598419e-07,0.2220000000000001,1.613718468119134e-05,0.2220000000000001,1.47589718779839e-06,0.2220000000000001,-0.2999821681477879,0.2220000000000001,-0.04900474356441082,0.2220000000000001,24.01956115687616,0.2220000000000001,10.93381355734089,0.2220000000000001,-1.743855909178249e-15,0.2220000000000001,-4.021979315586659e-15,0.2220000000000001,-4.468621217609402e-15,0.2220000000000001,-1.539509941373122e-15
0.2280000000000001,-7.756765764551718e-07,0.2280000000000001,1.852926383121346e-05,0.2280000000000001,1.697759489546615e-06,0.2280000000000001,-0.2999821681477879,0.2280000000000001,-0.04965934743761503,0.2280000000000001,23.88787336631261,0.2280000000000001,10.91395097203178,0.2280000000000001,-1.77657965965904e-15,0.2280000000000001,-4.022035925533328e-15,0.2280000000000001,-4.473425751575678e-15,0.2280000000000001,-1.537746457607374e-15
0.2340000000000001,-8.948548375407625e-07,0.2340000000000001,2.125621888190813e-05,0.2340000000000001,1.95135485728653e-06,0.2340000000000001,-0.2999821681477879,0.2340000000000001,-0.05039276087611355,0.2340000000000001,23.75381792725731,0.2340000000000001,10.89305658708643,0.2340000000000001,-1.814284873129075e-15,0.2340000000000001,-4.022100845745296e-15,0.2340000000000001,-4.478904510193479e-15,0.2340000000000001,-1.535713551579546e-15
0.2400000000000001,-1.031504025541947e-06,0.2400000000000001,2.43603306703782e-05,0.2400000000000001,2.240874079303878e-06,0.2400000000000001,-0.2999821681477879,0.2400000000000001,-0.0512119364230649,0.2400000000000001,23.61632147575756,0.2400000000000001,10.87090564140296,0.2400000000000001,-1.857543115583861e-15,0.2400000000000001,-4.022175018597091e-15,0.2400000000000001,-4.485122844078408e-15,0.2400000000000001,-1.533380227683774e-15
0.2460000000000001,-1.1880234827239e-06,0.2460000000000001,2.788771271310091e-05,0.2460000000000001,2.570953859126654e-06,0.2460000000000001,-0.2999821681477879,0.2460000000000001,-0.05212398267583161,0.2460000000000001,23.47404164900535,0.2460000000000001,10.84722412037931,0.2460000000000001,-1.906923383897484e-15,0.2460000000000001,-4.022259399897446e-15,0.2460000000000001,-4.492142544478632e-15,0.2460000000000001,-1.53071566310128e-15
0.2520000000000001,-1.367100331077941e-06,0.2520000000000001,3.188813976848888e-05,0.2520000000000001,2.946688393807489e-06,0.2520000000000001,-0.2999821681477879,0.2520000000000001,-0.05313608654642477,0.2520000000000001,23.32538369272396,0.2520000000000001,10.82168709643758,0.2520000000000001,-1.962964675623753e-15,0.2520000000000001,-4.022354925827262e-15,0.2520000000000001,-4.500018034581431e-15,0.2520000000000001,-1.527690722802611e-15
0.2580000000000001,-1.571730468936431e-06,0.2580000000000001,3.641469176101991e-05,0.2580000000000001,3.373630341751664e-06,0.2580000000000001,-0.2999821681477879,0.2580000000000001,-0.05425542479544767,0.2580000000000001,23.16853460632656,0.2580000000000001,10.79391873803002,0.2580000000000001,-2.026141066797927e-15,0.2580000000000001,-4.022462471203033e-15,0.2580000000000001,-4.508791817062153e-15,0.2580000000000001,-1.524279890351166e-15
0.2640000000000001,-1.805236795481811e-06,0.2640000000000001,4.152318112080694e-05,0.2640000000000001,3.857778980377457e-06,0.2640000000000001,-0.2999821681477879,0.2640000000000001,-0.05548906624278132,0.2640000000000001,23.0015149398025,0.2640000000000001,10.76349405500265,0.2640000000000001,-2.096820184193232e-15,0.2640000000000001,-4.022582800218624e-15,0.2640000000000001,-4.518489382834193e-15,0.2640000000000001,-1.520463566600966e-15
0.2700000000000001,-2.071283283322442e-06,0.2700000000000001,4.727133820278549e-05,0.2700000000000001,4.40555381060719e-06,0.2700000000000001,-0.2999821681477879,0.2700000000000001,-0.05684386662360222,0.2700000000000001,22.82224676061998,0.2700000000000001,10.72994230350131,0.2700000000000001,-2.1752174196528e-15,0.2700000000000001,-4.02271651241287e-15,0.2700000000000001,-4.529113958873528e-15,0.2700000000000001,-1.516230607526404e-15
0.2760000000000001,-2.373883397269126e-06,0.2760000000000001,5.371774011051511e-05,0.2760000000000001,5.023752625893312e-06,0.2760000000000001,-0.2999821681477879,0.2760000000000001,-0.05832635859351074,0.2760000000000001,22.62863465520444,0.2760000000000001,10.69275183528034,0.2760000000000001,-2.26134992043479e-15,0.2760000000000001,-4.02286398839268e-15,0.2760000000000001,-4.54064165161612e-15,0.2760000000000001,-1.511580878780257e-15
0.2820000000000001,-2.717401311426569e-06,0.2820000000000001,6.092048286599557e-05,0.2820000000000001,5.719494128186972e-06,0.2820000000000001,-0.2999821681477879,0.2820000000000001,-0.05994263985162843,0.2820000000000001,22.41865513576061,0.2820000000000001,10.65137606589463,0.2820000000000001,-2.354995957285108e-15,0.2820000000000001,-4.023025341442993e-15,0.2820000000000001,-4.553017682332841e-15,0.2820000000000001,-1.506527517087553e-15
0.2880000000000001,-3.106544428843682e-06,0.2880000000000001,6.89356148106869e-05,0.2880000000000001,6.500146502634558e-06,0.2880000000000001,-0.2999821681477879,0.2880000000000001,-0.06169826270599062,0.2880000000000001,22.19044870917328,0.2880000000000001,10.60524017154795,0.2880000000000001,-2.455666232235369e-15,0.2880000000000001,-4.023200382077708e-15,0.2880000000000001,-4.566154456745595e-15,0.2880000000000001,-1.501098534339039e-15
0.2940000000000002,-3.546345874893792e-06,0.2940000000000002,7.781536919533287e-05,0.2940000000000002,7.373244874082794e-06,0.2940000000000002,-0.2999821681477879,0.2940000000000002,-0.06359812861583765,0.2940000000000002,21.94240831007393,0.2940000000000002,10.55374811554904,0.2940000000000002,-2.56259352784049e-15,0.2940000000000002,-4.023388602329805e-15,0.2940000000000002,-4.579932113011252e-15,0.2940000000000002,-1.495337407841361e-15
0.3000000000000002,-4.042135925121253e-06,0.3000000000000002,8.760625439935845e-05,0.3000000000000002,8.346402137650964e-06,0.3000000000000002,-0.2999821681477879,0.3000000000000002,-0.06564639128306317,0.3000000000000002,21.67325790684772,0.3000000000000002,10.49628965325826,0.3000000000000002,-2.674745479759324e-15,0.3000000000000002,-4.023589184837374e-15,0.3000000000000002,-4.594201928033663e-15,0.3000000000000002,-1.489302388728194e-15
0.3060000000000002,-4.599501736826213e-06,0.3060000000000002,9.834707902868705e-05,0.3060000000000002,9.427219126856744e-06,0.3060000000000002,-0.2999821681477879,0.3060000000000002,-0.06784637171426497,0.3060000000000002,21.38211585867862,0.3060000000000002,10.43224706090801,0.3060000000000002,-2.790862215797927e-15,0.3060000000000002,-4.023801038633158e-15,0.3060000000000002,-4.608792557449736e-15,0.3060000000000002,-1.483064428217079e-15
0.3120000000000002,-5.224235264455437e-06,0.3120000000000002,0.0001100670040609432,0.3120000000000002,1.062320128472834e-05,0.3120000000000002,-0.2999821681477879,0.3120000000000002,-0.07020048833381218,0.3120000000000002,21.06853893241274,0.3120000000000002,10.36100146376524,0.3120000000000002,-2.909516669735587e-15,0.3120000000000002,-4.024022859533354e-15,0.3120000000000002,-4.623518617689898e-15,0.3120000000000002,-1.476703839593977e-15
0.3180000000000002,-5.922269822302255e-06,0.3180000000000002,0.0001227837232006058,0.3180000000000002,1.194168977037801e-05,0.3180000000000002,-0.2999821681477879,0.3180000000000002,-0.07271020471054558,0.3180000000000002,20.73254459608342,0.3180000000000002,10.28193878433999,0.3180000000000002,-3.029191462420146e-15,0.3180000000000002,-4.024253209056074e-15,0.3180000000000002,-4.638190702255767e-15,0.3180000000000002,-1.470306031940969e-15
0.3240000000000002,-6.699606373551079e-06,0.3240000000000002,0.0001365018741228144,0.3240000000000002,1.338981512845272e-05,0.3240000000000002,-0.2999821681477879,0.3240000000000002,-0.0753759967945582,0.3240000000000002,20.37461106103339,0.3240000000000002,10.19445547330631,0.3240000000000002,-3.148363366918125e-15,0.3240000000000002,-4.024490602872065e-15,0.3240000000000002,-4.652625669817391e-15,0.3240000000000002,-1.463956812888571e-15
0.3300000000000002,-7.562231224643777e-06,0.3300000000000002,0.0001512117765288301,0.3300000000000002,1.497448118319351e-05,0.3300000000000002,-0.2999821681477879,0.3300000000000002,-0.07819734078654875,0.3300000000000002,19.99565631322738,0.3300000000000002,10.09796430867611,0.3300000000000002,-3.265585297092246e-15,0.3300000000000002,-4.024733598625013e-15,0.3300000000000002,-4.666656017056123e-15,0.3300000000000002,-1.45773781955288e-15
0.3360000000000002,-8.51602733857394e-06,0.3360000000000002,0.0001668885780415724,0.3360000000000002,1.670238566636398e-05,0.3360000000000002,-0.2999821681477879,0.3360000000000002,-0.08117272193037298,0.3360000000000002,19.59699885954292,0.3360000000000002,9.991900640736619,0.3360000000000002,-3.37955669685931e-15,0.3360000000000002,-4.024980873760241e-15,0.3360000000000002,-4.680137354366879e-15,0.3360000000000002,-1.451722586671107e-15
0.3420000000000002,-9.566681904015357e-06,0.3420000000000002,0.0001834918670314513,0.3420000000000002,1.858008228974545e-05,0.3420000000000002,-0.2999821681477879,0.3420000000000002,-0.08429966368337398,0.3420000000000002,19.18030398342467,0.3420000000000002,9.875729513465204,0.3420000000000002,-3.489175783013022e-15,0.3420000000000002,-4.025231286411827e-15,0.3420000000000002,-4.69295337203077e-15,0.3420000000000002,-1.445973619213948e-15
0.3480000000000002,-1.071959307237781e-05,0.3480000000000002,0.0002009657844254373,0.3480000000000002,2.061408662996567e-05,0.3480000000000002,-0.2999821681477879,0.3480000000000002,-0.08757477593203317,0.3480000000000002,18.74751989826643,0.3480000000000002,9.748954102739789,0.3480000000000002,-3.593570519547103e-15,0.3480000000000002,-4.025483915676001e-15,0.3480000000000002,-4.705018115047248e-15,0.3480000000000002,-1.440540646925895e-15
0.3540000000000002,-1.197977887878799e-05,0.3540000000000002,0.0002192396369638709,0.3540000000000002,2.281102545399581e-05,0.3540000000000002,-0.2999821681477879,0.3540000000000002,-0.09099382022972588,0.3540000000000002,18.30080831895367,0.3540000000000002,9.611125874460271,0.3540000000000002,-3.692108589598914e-15,0.3540000000000002,-4.025738080904974e-15,0.3540000000000002,-4.716275773749862e-15,0.3540000000000002,-1.435460049573547e-15
0.3600000000000002,-1.335179128874508e-05,0.3600000000000002,0.0002382289850460322,0.3600000000000002,2.517782615108483e-05,0.3600000000000002,-0.2999821681477879,0.3600000000000002,-0.09455178947665077,0.3600000000000002,17.84247370966012,0.3600000000000002,9.461856778916861,0.3600000000000002,-3.784389286959693e-15,0.3600000000000002,-4.025993342322915e-15,0.3600000000000002,-4.726698473260484e-15,0.3600000000000002,-1.430755293066571e-15
0.3660000000000002,-1.483963806969595e-05,0.3660000000000002,0.0002578371519624372,0.3660000000000002,2.772193992801805e-05,0.3660000000000002,-0.2999821681477879,0.3660000000000002,-0.09824299906465661,0.3660000000000002,17.37489490995274,0.3660000000000002,9.300833658536501,0.3660000000000002,-3.87022182309103e-15,0.3660000000000002,-4.026249486943376e-15,0.3660000000000002,-4.736282680741833e-15,0.3660000000000002,-1.426438127844118e-15
0.3720000000000002,-1.644671480104186e-05,0.3720000000000002,0.0002779570802246875,0.3720000000000002,3.045158953124992e-05,0.3720000000000002,-0.2999821681477879,0.3720000000000002,-0.1020611862832908,0.3720000000000002,16.90046210367411,0.3720000000000002,9.127834852083613,0.3720000000000002,-3.94959503377654e-15,0.3720000000000002,-4.026506504423084e-15,0.3720000000000002,-4.745044857662437e-15,0.3720000000000002,-1.422510272555174e-15
0.3780000000000002,-1.817574884380842e-05,0.3780000000000002,0.000298473446448688,0.3780000000000002,3.337602961766609e-05,0.3780000000000002,-0.2999821681477879,0.3780000000000002,-0.1059996147263702,0.3780000000000002,16.42152128167266,0.3780000000000002,8.942748729186906,0.3780000000000002,-4.022643106359627e-15,0.3780000000000002,-4.026764557314993e-15,0.3780000000000002,-4.753016901172274e-15,0.3780000000000002,-1.41896532530577e-15
0.3840000000000002,-2.002875653602888e-05,0.3840000000000002,0.000319264939556144,0.3840000000000002,3.650580561479488e-05,0.3840000000000002,-0.2999821681477879,0.3840000000000002,-0.1100511805371427,0.3840000000000002,15.94032754764749,0.3840000000000002,8.745593589277043,0.3840000000000002,-4.089611067076039e-15,0.3840000000000002,-4.027023949478862e-15,0.3840000000000002,-4.760241787286878e-15,0.3840000000000002,-1.415790693178687e-15
0.3900000000000002,-2.200701430720819e-05,0.3900000000000002,0.0003402066077990382,0.3900000000000002,3.985299508293276e-05,0.3900000000000002,-0.2999821681477879,0.3900000000000002,-0.1142085175620535,0.3900000000000002,15.459007889491,0.3900000000000002,8.536538021573522,0.3900000000000002,-4.150822685380332e-15,0.3900000000000002,-4.027285095461899e-15,0.3900000000000002,-4.766769686201694e-15,0.3900000000000002,-1.412969390708503e-15
0.3960000000000002,-2.411104385727238e-05,0.3960000000000002,0.0003611721873765185,0.3960000000000002,4.343141430686811e-05,0.3960000000000002,-0.2999821681477879,0.3960000000000002,-0.1184640988192754,0.3960000000000002,14.97953342521124,0.3960000000000002,8.315920472325118,0.3960000000000002,-4.206652404856113e-15,0.3960000000000002,-4.027548492700755e-15,0.3960000000000002,-4.772654692183273e-15,0.3960000000000002,-1.410481616287551e-15
