NM0:cgd X,NM0:cgd Y,NM0:cgs X,NM0:cgs Y,NM0:cdb X,NM0:cdb Y,NM0:csb X,NM0:csb Y,NM0:gm X,NM0:gm Y,NM0:gds X,NM0:gds Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:id X,NM0:id Y,NM0:self_gain X,NM0:self_gain Y,NM0:vdsat X,NM0:vdsat Y,NM0:vth X,NM0:vth Y
0,-2.00108917729225e-15,0,-3.422079315147679e-15,0,-5.004913594530139e-15,0,-6.429240118835732e-15,0,2.799940526232936e-10,0,1.047924770392949e-12,0,27.47074840860034,0,1.019247651417265e-11,0,267.1890774356846,0,0.04239760829554598,0,0.5099005432642383
0.01,-2.007592728005083e-15,0.01,-3.476235649406898e-15,0.01,-5.004931811683946e-15,0.01,-6.445050848950979e-15,0.01,3.684247306445825e-10,0.01,1.379136478218798e-12,0.01,27.46491211887755,0.01,1.341441160327306e-11,0.01,267.141603795743,0.01,0.04239764394063322,0.01,0.5099005432642383
0.02,-2.014218905677374e-15,0.02,-3.53263868335659e-15,0.02,-5.004951468506899e-15,0.02,-6.462078042842752e-15,0.02,4.847262567681973e-10,0.02,1.814901154451962e-12,0.02,27.45762207720765,0.02,1.765364678451415e-11,0.02,267.0813534826188,0.02,0.04239769084027986,0.02,0.5099005432642383
0.03,-2.020971316489512e-15,0.03,-3.591698842750077e-15,0.03,-5.004972672378338e-15,0.03,-6.480406743197995e-15,0.03,6.376715491797813e-10,0.03,2.388155786463568e-12,0.03,27.44946353523245,0.03,2.323078019422587e-11,0.03,267.0142177466818,0.03,0.04239775254124956,0.03,0.5099005432642383
0.04,-2.027853700421472e-15,0.04,-3.65365278416264e-15,0.04,-5.004995537800596e-15,0.04,-6.500126653832155e-15,0.04,8.387725995654086e-10,0.04,3.142185819930289e-12,0.04,27.44031161690574,0.04,3.056720038862999e-11,0.04,266.9392097199449,0.04,0.04239783370529718,0.04,0.5099005432642383
0.05,-2.034869936755878e-15,0.05,-3.7187593631126e-15,0.05,-5.005020186571173e-15,0.05,-6.521332041924306e-15,0.05,1.103141549646114e-09,0.05,4.13385808323474e-12,0.05,27.43002401688709,0.05,4.021660546060488e-11,0.05,266.8552058233471,0.05,0.04239794045781713,0.05,0.5099005432642383
0.06,-2.04202404969126e-15,0.06,-3.787299522102394e-15,0.06,-5.005046748053449e-15,0.06,-6.544121690936932e-15,0.06,1.450608443661444e-09,0.06,5.437859482877772e-12,0.06,27.41843873144372,0.06,5.290634384779917e-11,0.06,266.7609283080935,0.06,0.04239808084509455,0.06,0.5099005432642383
0.07000000000000001,-2.0493202141375e-15,0.07000000000000001,-3.859575887221881e-15,0.07000000000000001,-5.005075359423368e-15,0.07000000000000001,-6.568598793890633e-15,0.07000000000000001,1.907181993707198e-09,0.07000000000000001,7.152247370780985e-12,0.07000000000000001,27.40537154609461,0.07000000000000001,6.959157235664097e-11,0.07000000000000001,266.6549260444475,0.07000000000000001,0.04239826543329771,0.07000000000000001,0.5099005432642383
0.08,-2.056762761686265e-15,0.08,-3.935912076638533e-15,0.08,-5.005106165884739e-15,0.08,-6.59487077663891e-15,0.08,2.506956635142397e-09,0.08,9.405711927689255e-12,0.08,27.39061327144925,0.08,9.152615580435439e-11,0.08,266.5355535461624,0.08,0.04239850809253842,0.08,0.5099005432642383
0.09,-2.064356186745298e-15,0.09,-4.016651723025488e-15,0.09,-5.005139320844936e-15,0.09,-6.623049039916592e-15,0.09,3.294599269123664e-09,0.09,1.236707035128875e-11,0.09,27.37392672519388,0.09,1.203554098893158e-10,0.09,266.400948287671,0.09,0.04239882702237174,0.09,0.5099005432642383
0.09999999999999999,-2.072105152820578e-15,0.09999999999999999,-4.102157208145006e-15,0.09999999999999999,-5.00517498604183e-15,0.09999999999999999,-6.653248608161241e-15,0.09999999999999999,4.328587517550176e-09,0.09999999999999999,1.625766636624459e-11,0.09999999999999999,27.35504346794545,0.09999999999999999,1.582373072873091e-10,0.09999999999999999,266.2490064710345,0.09999999999999999,0.04239924609178783,0.09999999999999999,0.5099005432642383
0.11,-2.080014498924186e-15,0.11,-4.192808102032982e-15,0.11,-5.005213331611876e-15,0.11,-6.685587672488648e-15,0.11,5.685420114188297e-09,0.11,2.136754576491234e-11,0.11,27.33366031438653,0.11,2.080007196122198e-10,0.11,266.0773575374449,0.11,0.04239979658827126,0.11,0.5099005432642383
0.12,-2.088089246078123e-15,0.12,-4.288999292310137e-15,0.12,-5.005254536088463e-15,0.12,-6.720187014812929e-15,0.12,7.465081687462785e-09,0.12,2.807653065531984e-11,0.12,27.30943566007981,0.12,2.733517704438227e-10,0.12,265.8833379062212,0.12,0.04240051949794708,0.12,0.5099005432642383
0.13,-2.096334603874922e-15,0.13,-4.391138781941967e-15,0.13,-5.005298786318902e-15,0.13,-6.757169300022977e-15,0.13,9.798121543355008e-09,0.13,3.688163562308892e-11,0.13,27.28198568994724,0.13,3.591425695272029e-10,0.13,265.6639646757183,0.13,0.04240146847387297,0.13,0.5099005432642383
0.14,-2.104755977044304e-15,0.14,-4.499645127148468e-15,0.14,-5.005346277287894e-15,0.14,-6.79665822345717e-15,0.14,1.285480243926017e-08,0.14,4.843267467371916e-11,0.14,27.25088056824369,0.14,4.717206589042178e-10,0.14,265.4159103510243,0.14,0.04240271369382884,0.14,0.5099005432642383
0.15,-2.113358971960992e-15,0.15,-4.614944481937518e-15,0.15,-5.005397211834962e-15,0.15,-6.8387775017657e-15,0.15,1.6856894428762e-08,0.15,6.357841818436657e-11,0.15,27.21564075383355,0.15,6.19382636557548e-10,0.15,265.1354800913712,0.15,0.04240434686478668,0.15,0.5099005432642383
0.16,-2.122149403011678e-15,0.16,-4.737467212632601e-15,0.16,-5.005451800253427e-15,0.16,-6.883649696731643e-15,0.16,2.209283457983179e-08,0.16,8.342629679653471e-11,0.16,27.1757336406456,0.16,8.129618786969463e-10,0.16,264.8185935151022,0.16,0.0424064877009409,0.16,0.5099005432642383
0.17,-2.1311332987184e-15,0.17,-4.867644045420209e-15,0.17,-5.005510259758883e-15,0.17,-6.931394863859066e-15,0.17,2.893714968914566e-08,0.17,1.09419439697491e-10,0.17,27.13057079323668,0.17,1.066588344337605e-09,0.17,264.4607737815824,0.17,0.04240929228849097,0.17,0.5099005432642383
0.18,-2.140316907490797e-15,0.18,-5.005901712893966e-15,0.18,-5.005572813816075e-15,0.18,-6.982129020647649e-15,0.18,3.787524970864298e-08,0.18,1.434358057201707e-10,0.18,27.07950613308564,0.18,1.398668440072879e-09,0.18,264.0571475056508,0.18,0.04241296385611425,0.18,0.5099005432642383
0.19,-2.149706702850275e-15,0.19,-5.152658072263058e-15,0.19,-5.005639691314696e-15,0.19,-7.035962433565275e-15,0.19,4.953494740661224e-08,0.19,1.879153456881982e-10,0.19,27.021835533233,0.19,1.833145207188258e-09,0.19,263.6024600609467,0.19,0.0424177665977841,0.19,0.5099005432642383
0.2,-2.159309387934297e-15,0.2,-5.308316678664444e-15,0.2,-5.005711125586803e-15,0.2,-7.092997727886446e-15,0.2,6.472634646327403e-08,0.2,2.460225507934638e-10,0.2,26.95679839637591,0.2,2.4011140492261e-09,0.2,263.0911119916477,0.2,0.04242404334655619,0.2,0.5099005432642383
0.21,-2.169131899048371e-15,0.21,-5.473260812096494e-15,0.21,-5.005787353261697e-15,0.21,-7.153327830830764e-15,0.21,8.449206557380002e-08,0.21,3.218534175824853e-10,0.21,26.88358192087877,0.21,3.1428872353571e-09,0.21,262.5172235498982,0.21,0.04243223807472452,0.21,0.5099005432642383
0.2200000000000001,-2.179181407986159e-15,0.2200000000000001,-5.647846975956746e-15,0.2200000000000001,-5.005868612957959e-15,0.2200000000000001,-7.217033765803821e-15,0.2200000000000001,1.101701278170016e-07,0.2200000000000001,4.206978099831075e-10,0.2200000000000001,26.80132889248425,0.2200000000000001,4.110621870365239e-09,0.2200000000000001,261.8747357430392,0.2200000000000001,0.0424429243961371,0.2200000000000001,0.5099005432642383
