NM0:cgd X,NM0:cgd Y,NM0:cgs X,NM0:cgs Y,NM0:cdb X,NM0:cdb Y,NM0:csb X,NM0:csb Y,NM0:gm X,NM0:gm Y,NM0:gds X,NM0:gds Y,NM0:gmoverid X,NM0:gmoverid Y,NM0:id X,NM0:id Y,NM0:self_gain X,NM0:self_gain Y,NM0:vdsat X,NM0:vdsat Y,NM0:vth X,NM0:vth Y
0,-2.001652993576303e-15,0,-5.900310243966188e-15,0,-5.004776050552809e-15,0,-7.522174874885717e-15,0,3.774228292625212e-10,0,6.18740288000579e-13,0,27.34418213882762,0,1.380270686221915e-11,0,609.9858641533425,0,0.035481872641596,0,0.4433493276586372
0.01,-2.008205211624626e-15,0.01,-6.161299693068137e-15,0.01,-5.004894052413807e-15,0.01,-7.623032331325878e-15,0.01,4.958386915161232e-10,0.01,8.132679674644496e-13,0.01,27.33070519067049,0.01,1.814221729002675e-11,0.01,609.6867346958403,0.01,0.03548206423895613,0.01,0.4433493276586372
0.02,-2.014884153889621e-15,0.02,-6.440132630884197e-15,0.02,-5.005021036634973e-15,0.02,-7.73121815300684e-15,0.02,6.512498617610362e-10,0.02,1.068793849076634e-12,0.02,27.31469634599938,0.02,2.38425041862674e-11,0.02,609.3315959140971,0.02,0.03548231591398762,0.02,0.4433493276586372
0.03,-2.021693754368316e-15,0.03,-6.738825224482193e-15,0.03,-5.005157619916072e-15,0.03,-7.84717673023883e-15,0.03,8.551600377849933e-10,0.03,1.404364371913907e-12,0.03,27.29659131570139,0.03,3.132848814391996e-11,0.03,608.9303138754204,0.03,0.03548264642448386,0.03,0.4433493276586372
0.04,-2.028638104649141e-15,0.04,-7.058715571414716e-15,0.04,-5.005304451656656e-15,0.04,-7.971365983446431e-15,0.04,1.122600644107396e-09,0.04,1.844936327149022e-12,0.04,27.27610109034937,0.04,4.115696518838876e-11,0.04,608.4766328180817,0.04,0.03548308034814326,0.04,0.4433493276586372
0.05,-2.035721460315677e-15,0.05,-7.401197837739662e-15,0.05,-5.005462213170497e-15,0.05,-8.104254616079764e-15,0.05,1.47321110606014e-09,0.05,2.423189903036028e-12,0.05,27.25289999733283,0.05,5.405707298609555e-11,0.05,607.9635377377341,0.05,0.03548364986723804,0.05,0.4433493276586372
0.06,-2.042948247751224e-15,0.06,-7.767716568817451e-15,0.06,-5.005631617336848e-15,0.06,-8.246319514962858e-15,0.06,1.932626756635462e-09,0.06,3.181890422216781e-12,0.06,27.22662204870796,0.06,7.098301252687246e-11,0.06,607.3831905528119,0.06,0.03548439709291029,0.06,0.4433493276586372
0.07000000000000001,-2.050323071089478e-15,0.07000000000000001,-8.159759331647762e-15,0.07000000000000001,-5.005813407887069e-15,0.07000000000000001,-8.398042603319337e-15,0.07000000000000001,2.534272857559885e-09,0.07000000000000001,4.176958331977025e-12,0.07000000000000001,27.19685725432289,0.07000000000000001,9.318259570188022e-11,0.07000000000000001,606.7268706413862,0.07000000000000001,0.03548537708573867,0.07000000000000001,0.4433493276586372
0.08,-2.057850719284305e-15,0.08,-8.578847550497654e-15,0.08,-5.006008358277446e-15,0.08,-8.559907099244945e-15,0.08,3.321677911392135e-09,0.08,5.481453051472329e-12,0.08,27.16314803177951,0.08,1.22286224068227e-10,0.08,605.9849241069255,0.08,0.03548666177408167,0.08,0.4433493276586372
0.09,-2.065536173264867e-15,0.09,-9.026525404871866e-15,0.09,-5.006217270098223e-15,0.09,-8.732393137381483e-15,0.09,4.351448357316667e-09,0.09,7.19073269089115e-12,0.09,27.12498589702044,0.09,1.604221756206484e-10,0.09,605.1467276525045,0.09,0.03548834502666433,0.09,0.4433493276586372
0.09999999999999999,-2.073384613134771e-15,0.09999999999999999,-9.50434667081939e-15,0.09999999999999999,-5.006440970970611e-15,0.09999999999999999,-8.915972719310028e-15,0.09999999999999999,5.697081866041567e-09,0.09999999999999999,9.429121984403147e-12,0.09999999999999999,27.08180868487308,0.09999999999999999,2.103656674069746e-10,0.09999999999999999,604.2006748311451,0.09999999999999999,0.03549054920397656,0.09999999999999999,0.4433493276586372
0.11,-2.081401425365005e-15,0.11,-1.001385940522998e-14,0.11,-5.006680311886262e-15,0.11,-9.111103969183728e-15,0.11,7.453838599670656e-09,0.11,1.23585077163193e-11,0.11,27.03299862944607,0.11,2.757311385531081e-10,0.11,603.1341947400275,0.11,0.0354934335968056,0.11,0.4433493276586372
0.12,-2.089592209920326e-15,0.12,-1.055658840037325e-14,0.12,-5.006936163949433e-15,0.12,-9.318224685790305e-15,0.12,9.744939694097846e-09,0.12,1.618938733088237e-11,0.12,26.97788173086107,0.12,3.612196346781683e-10,0.12,601.9338159578591,0.12,0.03549720526176146,0.12,0.4433493276586372
0.13,-2.097962787247223e-15,0.13,-1.113401537463352e-14,0.13,-5.00720941449012e-15,0.13,-9.537745200921751e-15,0.13,1.272942036099821e-08,0.13,2.119502514865568e-11,0.13,26.91572894705838,0.13,4.729361509436531e-10,0.13,600.5852916765984,0.13,0.03550213288527464,0.13,0.4433493276586372
